Fecha,2015,2016,2017,2018,2019,2020,2021,2022,INE2018
2020-10-08,1014.56,1054.91,999.78,968.31,1060.78,1251.96,1193.9,1121.87,1172
2020-10-09,1098.55,986.55,1008.26,1090.45,1105.27,1351.53,1068.54,1110.66,1172
2020-10-10,986.27,963.69,1047.69,1133.22,1073.08,1265.63,998.22,1128.95,1172
2020-10-11,971.97,1090.73,1068.95,1083.68,1142.26,1175.93,1052.44,1105.75,1172
2020-10-12,987,1033.62,1100.53,1142.99,1102.15,1125.12,1045.72,1135.97,1172
2020-10-13,1044.19,1027.33,1071.39,1095.79,983.08,1237.84,1090.63,1121.38,1172
2020-10-14,1016.95,1024.3,1066.63,1032.97,1051.97,1245.75,1121.19,1162.47,1172
2020-10-15,1050.37,1031.06,989.32,1008.73,1048.75,1249.43,1148.92,1137,1172
2020-10-16,1041.85,1009.34,1038.46,1066.58,1143.18,1315.44,1193.73,1050.2,1172
2020-10-17,1076.07,1005.69,1146.25,1129.87,1149.26,1286.73,1074.32,1165.44,1172
2020-10-18,1012.47,1069.02,1150.3,1109.61,1117.31,1234.37,1063.34,1202.65,1172
2020-10-19,1000.29,1060.72,1062.41,1094.16,1025.16,1358.92,1207.98,1173.82,1172
2020-10-20,1077.86,1065.73,1087.1,1056.41,986.34,1394.77,1249.41,1235.33,1172
2020-10-21,1091.21,1059.89,1098.2,1030.24,1041.39,1423.28,1136.35,1164.73,1172
2020-10-22,1050.89,1044.18,1004.84,988.42,1193.95,1388.46,1125.3,1186.42,1172
2020-10-23,1096.03,990.26,965.28,1106.55,1073.51,1388.77,1094.72,1106,1172
2020-10-24,1017.96,1066.6,1079.94,1023.52,1133.61,1354.18,975.5,1119.17,1172
2020-10-25,1062.26,1061.69,1062.28,1052.91,1092.96,1323.05,1084.87,1186.68,1172
2020-10-26,1098.59,1126.11,1112.7,1088.11,1127.01,1310.35,1183.96,1143.42,1172
2020-10-27,1019.28,1126.87,1101.91,1112.7,1024.88,1398.5,1146.62,1203.71,1172
2020-10-28,1046.25,1158.82,1091.06,1125.44,1087.87,1339.92,1195.42,1143.11,1172
2020-10-29,1074.25,1089.49,999.05,1099.87,1139.26,1413.25,1199.38,1182.02,1172
2020-10-30,1096.7,1018.1,1067.9,1104.88,1072.96,1453.57,1260.78,1135.97,1172
2020-10-31,1044.83,1013.79,1106.46,1170.73,1120.15,1505.31,1237.46,1174.73,1172
2020-11-01,1128.9,1050.87,1129.65,1141.45,1179.77,1346.22,1104.09,1049.19,1172
2020-11-02,1044.8,1048.1,1080.66,1129.34,1175.25,1462.8,1104.27,1148.37,1172
2020-11-03,1089.6,1044.75,1150.77,1211.22,1067.41,1527.35,1103.64,1194.97,1172
2020-11-04,1092,1100.61,1061.81,1126.82,1131.09,1498.46,1140.65,1151.27,1172
2020-11-05,1066.32,1094.33,1027.82,1094.28,1150.9,1522.42,1193.11,1084.88,1172
2020-11-06,1137.6,1010.76,1060.55,1170.31,1077.25,1581.95,1195.19,1073.83,1172
2020-11-07,1067.19,1032.23,1056.7,1183.5,1068.57,1463.1,1074.66,1094.14,1172
2020-11-08,1040.97,1024.46,1166.68,1142.98,1176.98,1448.78,1207.36,1149.31,1172
2020-11-09,1056.53,1082.48,1091.06,1218.13,1130.83,1444.03,1364.96,1185.87,1172
2020-11-10,1077.38,1188.72,1059.77,1170.79,1094.51,1508.52,1311.56,1137.94,1172
2020-11-11,1117.94,1208.86,1179.61,1186.11,1095.2,1471.45,1263.05,1097.76,1172
2020-11-12,1053.54,1150.45,1163.72,1154.19,1177.47,1460.62,1279.37,920.27,1172
2020-11-13,1033.36,1168.15,1083.56,1210.35,1207.03,1517.02,1234.25,774.3,1172
2020-11-14,1069.13,1178.06,1191.75,1109.2,1237.61,1355.26,1180.69,,1172
2020-11-15,1040.14,1119.51,1152.79,1173.3,1176.66,1414.25,1239,,1172
2020-11-16,1059.62,1172.23,1189.81,1223.07,1176.91,1448.46,1290.72,,1172
2020-11-17,1001.57,1110.02,1213.57,1197.33,1140.57,1470.85,1314.96,,1172
2020-11-18,1129.93,1269.79,1239.55,1065.18,1125.97,1461.18,1265.11,,1172
2020-11-19,1107.69,1198.88,1157.96,1111.64,1238.13,1428.72,1275.66,,1172
2020-11-20,1033.52,1160.04,1152.8,1183.24,1252.55,1449.24,1276.95,,1172
2020-11-21,1134.79,1146.72,1164.94,1142.03,1210.81,1335.8,1226.81,,1172
2020-11-22,1084.51,1187.97,1222.99,1167.53,1260.57,1269.7,1357.28,,1172
2020-11-23,1010.91,1200.66,1174.39,1162.35,1238.24,1385.43,1382.56,,1172
2020-11-24,1092.17,1134.27,1255.44,1164.84,1076.96,1368.91,1276.56,,1172
2020-11-25,1149.45,1142.05,1222.69,1101.94,1179.07,1377.99,1257.73,,1172
2020-11-26,1220.17,1195.65,1168.99,1148.45,1274.65,1515.1,1292.4,,1172
2020-11-27,1163.07,1202.2,1087.79,1143.35,1231.15,1451.17,1253.86,,1172
2020-11-28,1191.59,1131.46,1237.93,1152.87,1264.36,1329.06,1136.89,,1172
2020-11-29,1133.04,1190.72,1253.21,1213.14,1269.39,1244.92,1273.59,,1172
2020-11-30,1126.39,1169.12,1205.28,1189.7,1174.06,1301.24,1375.23,,1172
2020-12-01,1149.54,1265.05,1228.07,1191.57,1123.95,1360.77,1415.73,,1172
2020-12-02,1193.8,1296.8,1218.69,1107.1,1134.83,1456.17,1377.17,,1172
2020-12-03,1176.79,1256.57,1165.67,1144.66,1217.22,1456,1382.02,,1172
2020-12-04,1218.06,1153.93,1226.28,1184.71,1181.58,1441.29,1354.05,,1172
2020-12-05,1225.98,1177.17,1265.28,1303.25,1181.52,1365.46,1279.94,,1172
2020-12-06,1138.95,1209.19,1218.9,1164.07,1175.42,1322.36,1244.48,,1172
2020-12-07,1163.07,1228.09,1215.61,1135.35,1120.88,1286.08,1322.33,,1172
2020-12-08,1162.12,1165.69,1277.02,1164.26,1145.39,1355.45,1306.09,,1172
2020-12-09,1155.43,1176.81,1238.89,1050.86,1169.18,1396.63,1278.06,,1172
2020-12-10,1150.04,1206.68,1286.63,1192.02,1161.84,1446.77,1322.47,,1172
2020-12-11,1220.53,1123.88,1370.77,1129.88,1249.34,1474.99,1346.08,,1172
2020-12-12,1171.58,1145.18,1291.72,1309.2,1243.43,1355.4,1291.42,,1172
2020-12-13,1146.76,1227.24,1347.75,1263.3,1318.87,1320.46,1285.16,,1172
2020-12-14,1186.21,1245.18,1358.18,1243.97,1196.11,1377.14,1371.21,,1172
2020-12-15,1193.84,1291.77,1404.1,1191.75,1192.56,1408.27,1398.59,,1172
2020-12-16,1240.05,1290.54,1375.65,1140.74,1182.21,1337.62,1402.29,,1172
2020-12-17,1231.02,1317.53,1295.07,1153,1183.49,1300.59,1468.64,,1172
2020-12-18,1217.44,1226.47,1284.17,1209.85,1266.32,1433.4,1365.09,,1172
2020-12-19,1238.21,1258.21,1361.02,1231.11,1218.7,1311.47,1301.48,,1172
2020-12-20,1151.9,1286.63,1401.53,1293.24,1347.72,1300.45,1398.72,,1172
2020-12-21,1158.2,1247.01,1437.46,1222.57,1271.03,1255.96,1448.64,,1172
2020-12-22,1181.46,1342.63,1475.71,1269.98,1158.5,1336.43,1411.34,,1172
2020-12-23,1168.68,1324.65,1462.48,1237.85,1212.56,1397.18,1489.03,,1172
2020-12-24,1175.69,1307.15,1349.43,1194.46,1262.08,1299.72,1419.85,,1172
2020-12-25,1184.7,1359.76,1383.19,1189.2,1204.92,1317.66,1358.01,,1172
2020-12-26,1130.27,1342.99,1488.94,1244.68,1176.09,1274.01,1363.29,,1172
2020-12-27,1162.18,1410.68,1569.6,1308.81,1271.87,1264.02,1413,,1172
2020-12-28,1194.82,1399.12,1513.12,1342.48,1216.95,1342.15,1475.56,,1172
2020-12-29,1279.5,1436.29,1585.5,1307.27,1194.7,1356.73,1453.33,,1172
2020-12-30,1269.93,1450.78,1527.98,1230.52,1185.43,1404.1,1425.22,,1172
2020-12-31,1220.87,1529.19,1494.4,1181.88,1217.92,1418.84,1390.39,,1172
2021-01-01,,,,,,,,,1172
