10 Comunitat Valenciana;2020-03-20;17
11 Extremadura;2020-03-20;2
12 Galicia;2020-03-20;4
13 Madrid, Comunidad de;2020-03-20;176
19 Melilla;2020-03-20;0
14 Murcia, Región de;2020-03-20;1
15 Navarra, Comunidad Foral de;2020-03-20;4
16 País Vasco;2020-03-20;14
17 Rioja, La;2020-03-20;8
01 Andalucía;2020-03-21;7
02 Aragón;2020-03-21;2
03 Asturias, Principado de;2020-03-21;5
04 Balears, Illes;2020-03-21;0
05 Canarias;2020-03-21;2
06 Cantabria;2020-03-21;3
08 Castilla - La Mancha;2020-03-21;28
07 Castilla y León;2020-03-21;19
09 Cataluña;2020-03-21;39
18 Ceuta;2020-03-21;0
10 Comunitat Valenciana;2020-03-21;19
11 Extremadura;2020-03-21;2
12 Galicia;2020-03-21;3
13 Madrid, Comunidad de;2020-03-21;217
19 Melilla;2020-03-21;0
14 Murcia, Región de;2020-03-21;0
15 Navarra, Comunidad Foral de;2020-03-21;5
16 País Vasco;2020-03-21;12
17 Rioja, La;2020-03-21;3
01 Andalucía;2020-03-22;11
02 Aragón;2020-03-22;8
03 Asturias, Principado de;2020-03-22;10
04 Balears, Illes;2020-03-22;6
05 Canarias;2020-03-22;2
06 Cantabria;2020-03-22;1
08 Castilla - La Mancha;2020-03-22;33
07 Castilla y León;2020-03-22;28
09 Cataluña;2020-03-22;17
18 Ceuta;2020-03-22;0
10 Comunitat Valenciana;2020-03-22;25
11 Extremadura;2020-03-22;4
12 Galicia;2020-03-22;6
13 Madrid, Comunidad de;2020-03-22;242
19 Melilla;2020-03-22;0
14 Murcia, Región de;2020-03-22;1
15 Navarra, Comunidad Foral de;2020-03-22;10
16 País Vasco;2020-03-22;23
17 Rioja, La;2020-03-22;4
01 Andalucía;2020-03-23;29
02 Aragón;2020-03-23;5
03 Asturias, Principado de;2020-03-23;4
04 Balears, Illes;2020-03-23;0
05 Canarias;2020-03-23;5
06 Cantabria;2020-03-23;3
08 Castilla - La Mancha;2020-03-23;71
07 Castilla y León;2020-03-23;22
09 Cataluña;2020-03-23;94
18 Ceuta;2020-03-23;0
10 Comunitat Valenciana;2020-03-23;21
11 Extremadura;2020-03-23;8
12 Galicia;2020-03-23;2
13 Madrid, Comunidad de;2020-03-23;272
19 Melilla;2020-03-23;0
14 Murcia, Región de;2020-03-23;1
15 Navarra, Comunidad Foral de;2020-03-23;7
16 País Vasco;2020-03-23;13
17 Rioja, La;2020-03-23;8
01 Andalucía;2020-03-24;26
02 Aragón;2020-03-24;3
03 Asturias, Principado de;2020-03-24;3
04 Balears, Illes;2020-03-24;3
05 Canarias;2020-03-24;5
06 Cantabria;2020-03-24;5
08 Castilla - La Mancha;2020-03-24;47
07 Castilla y León;2020-03-24;41
09 Cataluña;2020-03-24;92
18 Ceuta;2020-03-24;0
10 Comunitat Valenciana;2020-03-24;28
11 Extremadura;2020-03-24;13
12 Galicia;2020-03-24;7
13 Madrid, Comunidad de;2020-03-24;290
19 Melilla;2020-03-24;0
14 Murcia, Región de;2020-03-24;2
15 Navarra, Comunidad Foral de;2020-03-24;2
16 País Vasco;2020-03-24;22
17 Rioja, La;2020-03-24;7
01 Andalucía;2020-03-25;21
02 Aragón;2020-03-25;8
03 Asturias, Principado de;2020-03-25;0
04 Balears, Illes;2020-03-25;4
05 Canarias;2020-03-25;3
06 Cantabria;2020-03-25;3
08 Castilla - La Mancha;2020-03-25;53
07 Castilla y León;2020-03-25;41
09 Cataluña;2020-03-25;116
18 Ceuta;2020-03-25;0
10 Comunitat Valenciana;2020-03-25;24
11 Extremadura;2020-03-25;19
12 Galicia;2020-03-25;5
13 Madrid, Comunidad de;2020-03-25;265
19 Melilla;2020-03-25;1
14 Murcia, Región de;2020-03-25;3
15 Navarra, Comunidad Foral de;2020-03-25;16
16 País Vasco;2020-03-25;25
17 Rioja, La;2020-03-25;6
01 Andalucía;2020-03-26;10
02 Aragón;2020-03-26;10
03 Asturias, Principado de;2020-03-26;10
04 Balears, Illes;2020-03-26;5
05 Canarias;2020-03-26;3
06 Cantabria;2020-03-26;4
08 Castilla - La Mancha;2020-03-26;51
07 Castilla y León;2020-03-26;46
09 Cataluña;2020-03-26;184
18 Ceuta;2020-03-26;0
10 Comunitat Valenciana;2020-03-26;31
11 Extremadura;2020-03-26;11
12 Galicia;2020-03-26;11
13 Madrid, Comunidad de;2020-03-26;322
19 Melilla;2020-03-26;0
14 Murcia, Región de;2020-03-26;7
15 Navarra, Comunidad Foral de;2020-03-26;9
16 País Vasco;2020-03-26;27
17 Rioja, La;2020-03-26;12
01 Andalucía;2020-03-27;31
02 Aragón;2020-03-27;35
03 Asturias, Principado de;2020-03-27;5
04 Balears, Illes;2020-03-27;4
05 Canarias;2020-03-27;9
06 Cantabria;2020-03-27;1
08 Castilla - La Mancha;2020-03-27;81
07 Castilla y León;2020-03-27;69
09 Cataluña;2020-03-27;142
18 Ceuta;2020-03-27;1
10 Comunitat Valenciana;2020-03-27;36
11 Extremadura;2020-03-27;19
12 Galicia;2020-03-27;4
13 Madrid, Comunidad de;2020-03-27;345
19 Melilla;2020-03-27;0
14 Murcia, Región de;2020-03-27;2
15 Navarra, Comunidad Foral de;2020-03-27;12
16 País Vasco;2020-03-27;34
17 Rioja, La;2020-03-27;10
01 Andalucía;2020-03-28;32
02 Aragón;2020-03-28;11
03 Asturias, Principado de;2020-03-28;3
04 Balears, Illes;2020-03-28;3
05 Canarias;2020-03-28;3
06 Cantabria;2020-03-28;4
08 Castilla - La Mancha;2020-03-28;91
07 Castilla y León;2020-03-28;59
09 Cataluña;2020-03-28;77
18 Ceuta;2020-03-28;0
10 Comunitat Valenciana;2020-03-28;33
11 Extremadura;2020-03-28;12
12 Galicia;2020-03-28;13
13 Madrid, Comunidad de;2020-03-28;325
19 Melilla;2020-03-28;0
14 Murcia, Región de;2020-03-28;3
15 Navarra, Comunidad Foral de;2020-03-28;14
16 País Vasco;2020-03-28;24
17 Rioja, La;2020-03-28;3
01 Andalucía;2020-03-29;29
02 Aragón;2020-03-29;2
03 Asturias, Principado de;2020-03-29;12
04 Balears, Illes;2020-03-29;8
05 Canarias;2020-03-29;1
06 Cantabria;2020-03-29;1
08 Castilla - La Mancha;2020-03-29;83
07 Castilla y León;2020-03-29;62
09 Cataluña;2020-03-29;79
18 Ceuta;2020-03-29;0
10 Comunitat Valenciana;2020-03-29;43
11 Extremadura;2020-03-29;6
12 Galicia;2020-03-29;6
13 Madrid, Comunidad de;2020-03-29;310
19 Melilla;2020-03-29;0
14 Murcia, Región de;2020-03-29;5
15 Navarra, Comunidad Foral de;2020-03-29;18
