2022,82682
2021,453926
2020,498701
2019,414914
2018,423994
2017,420589
2016,406128
2015,427851
2014,392255
2013,387254
2012,398739
2011,384854
2010,379188
2009,390740
2008,381348
2007,382093
2006,368166
2005,383220
2004,376337
2003,380924
2002,365140
2001,356305
2000,355073
