Fecha;Austria;Belgium;Denmark;Estonia;Finland;France;Germany (Berlin);Germany (Hesse);Greece;Hungary;Ireland;Italy;Luxembourg;Malta;Netherlands;Norway;Portugal;Spain;Sweden;Switzerland;UK (England);UK (Northern Ireland);UK (Scotland);UK (Wales)
2018-12-24;1.12;0.68;-0.93;0.37;1.16;-0.68;-1.27;-0.63;2.17;1.49;-0.55;1.8;-1.36;3.55;-1.25;1.32;2.42;2.66;-1.95;0.21;0.01;0.6;3.69;-1.26
2018-12-31;0.67;1.31;1.93;1.1;1.33;2.91;0.01;0;2.53;2.11;0.67;3.05;-1.35;3.28;0.31;1.42;4.76;3.73;0.74;-0.01;0.99;1.61;1.95;0.41
2019-01-07;1.64;1.61;2.2;0.31;-0.65;4.41;0.23;-0.83;4.73;2.22;1.77;3.5;-1.34;2.22;2.23;0.46;7.27;7.04;-0.99;0.91;1.59;0.89;3.67;0.21
2019-01-14;0.26;1.07;1.63;2.07;0.28;3.78;-0.24;0.55;4.27;2.05;-0.02;5;-1.34;4.86;1.05;-0.02;7.97;8.65;-0.94;0.3;1.45;-0.41;1.54;-0.52
2019-01-21;1.32;2.01;0.34;-0.28;-0.17;5.2;-0.22;0.58;3.18;2.57;2.12;4.36;-1.33;3.88;1.29;0.31;8.34;7.1;-1.21;1.21;1.61;-2.07;0.76;0.35
2019-01-28;1.67;2.15;3.48;-0.41;-0.23;5.87;0.73;2.62;3.34;3.1;1.74;4.98;-1.33;3.47;0.92;1.6;7.05;6.65;-1.25;1.96;2.01;-0.05;0.82;0.24
2019-02-04;2.57;3.74;4.65;-0.13;0.26;7.29;1.93;1.65;2.6;2.8;1.82;3.14;-1.32;1.88;1.39;0.4;5.92;5.26;-0.2;2.85;2.76;2.48;0.82;-0.15
2019-02-11;3.04;2.25;2.98;-0.61;-1.42;5.65;2.78;1.84;1.34;2.16;1.45;4.24;-1.32;1.16;2.16;2.65;5.36;4.09;-1.75;4.38;1.2;1.26;1.63;0.43
2019-02-18;2.1;2.57;1.17;-0.23;-1.72;5.4;1.73;2.38;1.93;1.84;-1.22;3.27;-1.32;2.08;1.97;0.15;3.74;3.35;-0.71;4;-0.13;0.06;0.39;-0.5
2019-02-25;2.43;2.72;0.55;-0.08;-1.16;4.19;2.99;2.78;2.57;2.01;0.03;3.79;-1.31;4.07;0.49;-0.22;2.72;2.53;-1.28;4.17;-0.11;-0.31;-0.61;-1.78
2019-03-04;3.38;2.41;-0.35;-0.87;-0.86;2.36;1.26;2.84;1.1;1.43;0.07;2.65;-1.31;2.22;1.8;0.43;1.79;1.55;-2.16;2.89;-1.12;-0.31;-0.01;-1.57
2019-03-11;3.02;1.83;0.44;-1.41;0.81;0.18;1.62;0.91;0.76;1.5;-1.06;1.55;-1.31;0.55;2.62;0.92;0.97;-0.16;0.2;1.62;-1.31;1.79;-0.6;0.13
2019-03-18;0.66;0.18;-0.64;-0.77;-1.23;0.2;0.56;0.19;0.26;0.75;-2.55;0.92;-1.31;2.2;0.87;-0.16;0.54;-0.77;-2.57;1.25;-2.13;-1.42;-0.83;-1.42
2019-03-25;1.42;-0.87;-0.81;-0.92;-0.73;-0.73;-0.7;0.57;-0.06;0.56;0.09;0.11;-1.3;0.73;0.82;-0.23;0.01;-0.02;-1.48;0.86;-2.89;-0.75;-2.24;-1.3
2019-04-01;0.76;0.97;0.82;-2.7;-1.04;0.17;0.2;0.39;0.6;0.7;-1.2;1.53;-1.3;0.88;-0.18;-0.51;-0.1;0.27;-0.69;2.36;-0.2;1.29;-1.41;-0.09
2019-04-08;0.19;-1.34;-0.95;-0.92;-0.31;-1.46;0.98;1.09;-0.07;0.65;0.7;0.86;-1.3;0.24;0.13;-0.85;0.38;0.01;-1.87;-0.87;0.23;0.37;-1.77;0.95
2019-04-15;0.57;0.58;0.26;-0.03;-0.75;0.36;0.04;0.85;-0.58;0.47;-0.11;0.33;-1.29;1.1;2.04;-0.36;0.55;-0.75;0.65;1.25;1.51;1.2;-0.33;1.6
2019-04-22;-0.1;0.06;-0.56;-0.6;-0.81;0.52;-0.82;0.25;0.77;0.9;-0.88;-0.89;-1.29;-0.14;1.43;1.32;0.34;-0.85;0.63;-0.19;0.35;1.21;-0.32;-0.5
2019-04-29;-1.16;-0.17;0.49;0.65;1.6;-0.71;-0.68;-0.26;0.53;0.62;0.3;-1.6;-1.28;0.87;-0.03;0.36;0.42;-0.25;-0.56;0.55;-1.2;2.33;-0.49;0.49
2019-05-06;-0.34;0.6;0.17;-0.69;-1.05;0.51;1.06;-0.93;0.35;0.54;1.46;0.71;-1.27;0.57;-0.12;0.65;-0.23;0.06;0.46;0.98;-0.72;0.98;1.65;0.46
2019-05-13;0.88;0.83;-1.37;1.88;-0.34;1.21;0.08;-0.38;0.12;0.22;-0.22;1.1;-1.26;-0.22;0.75;-0.79;-0.82;-0.61;-0.58;0.09;0.29;1.03;0.67;1.04
2019-05-20;0.34;0.71;-1.09;1.3;-1.76;0.98;-0.08;-0.17;-0.26;0.57;-0.19;0.24;-1.26;-1.84;1.67;-0.45;-0.75;-0.42;-1.4;1.48;1.15;-0.1;-0.85;-1.93
2019-05-27;0.57;0.17;-0.71;-0.2;-1.47;-0.26;0.5;0.42;0.36;0.12;1.71;0.56;-1.25;1.23;0.26;-0.47;-0.06;0.5;-0.09;1.05;-0.09;-1.22;-0.67;0.57
2019-06-03;1.49;0.72;0.02;1.08;1.83;-0.44;0.95;0.55;0.44;0.6;-1.12;2.6;-1.24;-1.19;0.56;-0.4;-1.28;0.4;0.39;1.33;-0.86;0.21;-1.13;0
2019-06-10;2.02;-0.69;-0.66;-1.18;-0.92;0.26;1.52;-0.2;2.39;1.75;0.6;2.03;-1.23;1.46;-0.28;0.29;-0.73;-1.71;-1.47;-0.38;0.45;1.42;-0.17;-0.97
2019-06-17;-0.03;0.58;1.18;0.5;-0.16;0.82;0.79;-0.65;1.23;0.38;2.39;0.62;-1.22;0.19;0.49;0.18;-0.07;0.08;0.56;0.62;0.16;-0.29;0.94;-0.68
2019-06-24;0.66;1.65;0.64;-0.27;-1.34;3.42;1;1.95;1.67;0.42;-0.21;2.83;-1.21;1.32;2.35;1.92;0.09;0.92;0.47;1.43;0.48;0.32;-0.16;0.36
2019-07-01;1.58;1.2;-1.57;-0.59;-0.03;1.64;-0.25;-1.09;1.39;0.42;1.07;2.07;-1.21;-0.72;1.16;0.98;-0.05;3.79;1.12;1.84;0.45;1.24;-0.95;-0.16
2019-07-08;-1.48;-0.65;-0.92;0.66;0.99;0.29;0.37;0.12;0.77;-0.26;-0.75;-0.05;-1.2;0.93;1.7;0.93;0.09;1.38;1.52;1.09;-0.05;-0.52;0.32;0.06
2019-07-15;-0.01;0.69;0.09;1.22;0.63;0.11;-0.6;1.28;-0.39;0.51;-0.48;-0.94;-1.19;-1.29;-0.38;1.44;-0.6;0.53;0.3;0.65;-0.29;0.55;-0.44;-0.57
2019-07-22;1.92;5.06;0.12;2.88;2.12;4.41;1.07;4.83;1.4;1.17;-0.32;1.51;-1.19;0.64;4.71;0.42;-0.26;1.13;0.93;1.83;2.84;-1.63;0.44;0.75
2019-07-29;0.24;0.22;-0.47;-0.76;-0.73;-0.75;0.77;1.48;1.73;0.08;-1.1;-1.33;-1.18;1.02;1.44;1.37;-0.29;0;0.48;-0.97;0.08;-0.33;-0.29;-1.15
2019-08-05;-0.32;-1.03;-0.95;0.22;0.33;-0.09;0.28;0.56;1.81;0.09;-1.78;-0.17;-1.18;1.4;0.15;-0.01;-0.33;1.08;1.41;-1.07;-0.66;0.28;-0.93;0.53
2019-08-12;-0.62;-0.65;-1.32;3.13;-0.82;-2.1;-0.29;-1.61;1.59;0.11;-0.13;-0.96;-1.18;-0.43;-0.14;0.89;-1.17;0.14;0.19;-1.09;-0.76;-0.77;0.38;-0.91
2019-08-19;0.34;0.14;0.68;-0.86;0.73;-0.6;-0.5;-0.54;1.01;0.1;0.21;-1.31;-1.17;-1.89;-0.21;-0.85;0.76;-1.15;0.85;1.27;0.32;-0.54;-0.61;1.14
2019-08-26;0.84;2.18;0.5;-0.13;-0.08;1.14;3.06;1.56;1.6;0.57;0.22;-1.87;-1.17;0.2;1.7;2.53;0.06;-1.14;2.5;-1.27;0.14;-0.57;-1.39;-0.1
2019-09-02;-0.61;-0.14;0.3;-0.6;-0.15;-1.93;-0.56;-1.26;-0.05;-0.1;-0.76;-1.15;-1.17;1.64;-1.28;-0.14;0.57;-0.78;-1.55;-0.87;-1.08;-0.02;0.11;-0.68
2019-09-09;-0.84;-0.55;-0.19;-1.23;-0.05;-0.68;-1.52;0.77;-0.35;-0.36;0.25;-0.91;-1.17;-0.08;-0.4;-0.71;-1.11;-0.84;0.5;0.76;0.3;-1.14;-0.33;0.3
2019-09-16;-0.24;0.21;1.03;0.04;0.3;0.59;-0.07;-0.62;-0.19;-0.15;-0.51;-2.02;-1.17;-1.02;-1.41;0.79;-0.14;-1.01;-0.26;1.53;-0.19;0.26;2.27;0.54
2019-09-23;1.59;-1.84;0.56;0.15;0.75;-1.2;0.41;-0.67;-0.33;0.33;-0.06;-0.08;-1.16;-1.72;0.42;2.72;-1.23;-1.02;1.33;-0.01;0.11;-0.34;0.73;0.83
2019-09-30;0.6;1.5;-0.4;1.28;0.9;-0.03;-1.15;0.22;0.09;-0.87;-0.1;-0.39;-1.16;0.32;-0.3;-0.9;-0.36;-1.26;0.72;-0.31;-0.01;-1.02;0.29;-0.81
2019-10-07;1.18;-0.05;1.08;-1.6;1.84;-0.02;-1.07;1.07;-0.67;-3.6;0.26;0.46;-1.16;-1.8;1.74;1.06;-1.2;0.09;0.69;0.45;1.35;0.17;2;0.45
2019-10-14;-0.47;0.06;-0.45;0.06;0.7;0.04;0.06;0.29;-0.33;-0.87;0.29;0.19;-1.16;0.11;1.05;0.91;-0.71;-0.17;-0.59;0.65;0.55;0.46;0.37;1.64
2019-10-21;-0.17;1.1;0.4;0.02;0.67;-0.65;-1.25;-1.6;-0.05;0.17;0.69;-0.48;-0.95;0.66;0.59;1;1.52;0.15;0.9;0.61;0.54;0.58;0.6;-0.52
2019-10-28;-0.6;-0.99;-1.46;-0.48;0.93;-0.01;-1.36;0.08;0.62;-0.11;0.9;-0.51;-1.15;-1.4;0.11;-0.02;1.43;0.77;-1.03;-1.45;1.32;0.53;0.53;-0.53
2019-11-04;-0.18;-0.41;0.62;-1.66;-2.13;0.3;-1.25;-0.13;0.62;0.4;0.04;0.35;-0.94;-0.31;1.64;0.14;0.76;0.52;-0.26;-0.78;0.18;0.97;0.33;-0.93
2019-11-11;-0.41;-0.59;0.04;-0.9;-1.9;0.34;0.35;1.13;-0.04;0.06;0.8;1;-0.94;0.36;1.83;2.07;1.18;1.66;-1.29;1.17;0.92;1.34;2.86;0.43
2019-11-18;-0.72;1.29;0.62;-0.43;-3.01;1.05;-1.72;0.12;-0.17;-0.13;1.85;0.5;-1.14;0.99;1.11;-0.53;1.83;2.01;-1;0.28;1.86;0.54;0.24;0.07
2019-11-25;-0.45;0.28;1.42;-1.15;-2.35;0.56;-1.37;1.12;1;0.04;0.5;-0.61;-0.93;1.14;0.98;-1.15;1.57;2.07;-1.83;0.99;0.27;1.57;-0.1;0.69
2019-12-02;-0.19;0.38;1.55;0.37;-0.73;-0.1;0.16;1.38;1.6;0.67;0.62;-0.03;-0.81;-0.9;0.46;0.75;0.13;0.36;-1.63;-2.45;2.05;2.09;2.99;-0.01
2019-12-09;0.57;0.89;1.05;-0.82;-1.95;0.43;-0.11;1.29;1.14;0.56;1.41;0.17;-1.12;-0.95;1.79;-1.54;1.68;1.47;-1.97;0.54;2.82;3.41;2.07;0.52
2019-12-16;-0.59;1.99;-0.23;-0.79;-1.1;0.84;-1.46;-0.07;0.97;0.63;3.38;2.1;-0.8;0.71;2.42;-1.56;1.45;0.73;-0.61;1.08;4.89;2.7;2.95;2.15
2019-12-23;-0.14;-0.25;-0.48;-1.2;-1.33;-0.57;-0.31;-0.81;0.96;0.46;2.8;0.83;1.85;1.92;-0.13;-0.82;1.51;-0.69;-2.21;-0.44;3.96;0.92;1.98;1.82
2019-12-30;-0.59;0.51;1.19;-1.84;-2.51;1.31;-1.07;0.33;2.53;0.86;2.39;1.45;2.16;0.71;0.55;0.53;3.28;1.73;-0.8;-0.96;4.61;1.48;2.26;3.32
2020-01-06;0.57;2.25;1.56;-0.06;-2.1;2.69;-0.44;0.54;3.48;0.78;3.21;2.46;2.61;2.7;3.1;2.89;4.7;4.58;-0.01;0.04;3.5;2.3;2.35;1.41
2020-01-13;2.25;1.19;-0.47;-0.98;-2.25;0.83;0.65;-0.53;3.09;0.77;1.14;3.22;2.84;3.98;0.88;0.13;5.59;6.34;-0.85;0.87;0.91;3.2;-0.07;-0.39
2020-01-20;1.71;-0.13;-1.44;-1.39;-2.91;0.19;0.42;0.75;2.52;1.19;0.27;2.36;2.78;1.91;-0.29;0.48;4.55;6.06;-2.43;1.01;0.09;-1.1;1.03;-0.33
2020-01-27;3.91;1.67;-0.05;-0.94;-2.26;1.16;-0.28;-0.43;3.7;1.45;0.31;1.91;2.92;0.97;0.9;-1.02;4.63;6.24;-0.66;1.23;-0.4;0.1;-0.06;1.35
2020-02-03;0.85;-0.47;-0.13;-2.88;-1.12;1.13;0.48;-0.08;2.83;1;0.43;1.16;2.81;2.16;1.25;-1.5;2.73;3.36;-2.29;0.6;-0.73;-0.27;0.28;-0.21
2020-02-10;3.44;1.04;-1.05;-0.27;-1.44;0.65;-1.24;0.99;2.42;1.38;1.11;1.3;2.34;0.31;1.38;0.22;0.58;1.76;-0.74;0.56;-0.31;-0.05;0;-0.56
2020-02-17;0.96;1.11;-1.39;0.4;-1.36;-1.27;-1.01;-0.75;0.52;0.94;0.7;0.26;2.71;0.51;-0.99;-0.85;1.45;-0.06;-1.28;0.31;-0.69;0.44;0.36;-2.16
2020-02-24;1.74;0.41;-1.75;-0.44;-2.35;0.28;0.37;0.19;1.02;1.58;0.33;1.36;2.47;-0.13;0.56;-0.1;0.9;0.07;-1.01;-0.01;-0.22;0.12;0.76;-2.05
2020-03-02;1.7;0.27;-0.99;-1.08;-0.9;0.86;-0.46;1.4;1.6;1.14;-0.5;2.52;2.97;0.2;0.79;-1.26;-0.29;0.73;-0.07;0.31;0.62;0.11;0.5;-0.35
2020-03-09;1.37;0.85;-0.34;1.2;-0.8;1.91;-0.62;1.62;1.36;1.15;-0.45;6.43;3.12;2.32;2.23;-0.28;1.77;4.72;-1.36;1.18;0.48;1.07;0.9;0.15
2020-03-16;3.04;4.66;1.17;-0.22;-0.18;6.35;-0.25;-0.04;1.12;1.91;0.06;11.58;2.96;3.56;6.58;-1.02;2.71;17.39;1.12;4.12;5.36;-0.11;1.69;1.61
2020-03-23;2.12;11.9;0.52;0.75;-0.14;13.81;1.44;0.2;0.53;1.32;3.1;14.6;3.68;1.36;15.28;0.66;4.07;40.44;4.2;6.17;15.33;2.49;4.87;6.12
2020-03-30;3.42;27.33;1.71;0.48;0.24;23.49;1.87;1.49;0.59;1.15;7.17;16.67;3.34;0.86;21.72;0.22;5.38;43.51;9.76;11.13;32.85;6.12;12.76;11.15
2020-04-06;2.79;30.41;1.89;0.37;2.39;20.11;1.95;2.58;0.04;1.38;7.45;13.01;4.37;1.13;21.23;0.76;5.18;32.83;13.06;6.83;41.55;9.37;15.92;19.94
2020-04-13;1.66;20.94;0.27;0.43;0.83;13.56;0.8;2.11;-0.53;1.19;5.89;8.78;3.08;2.86;15.09;0.98;2.98;20.02;13.82;6.31;36.32;6.56;14.77;16.35
2020-04-20;0.06;12;0.84;1.37;2.09;4.72;0.39;-0.47;-0.9;0.75;2.71;6.88;2.91;-1.32;11.43;0.18;2.37;10.08;9.7;2.31;29.55;5.55;13.67;12.53
2020-04-27;-1.05;4.44;-0.26;0.77;2.44;-0.23;-0.12;-0.89;-0.14;0.31;0.26;4.35;2.48;0.85;6.15;-0.53;1.06;4.7;9.64;-0.01;20.66;5.29;10.42;6.94
2020-05-04;-0.34;4.78;-0.67;0.99;1.08;-0.87;-0.52;1.18;-1.15;0.08;-1.02;3.23;3.14;0.62;1.93;0.2;1.32;2.64;9.15;-0.99;14.56;3.05;8.23;5.11
2020-05-11;-0.71;1.77;-2.19;0.22;2.24;-2.08;-0.68;1.71;1.21;-0.02;-1.9;1.3;2.66;0.84;-0.03;0.03;0.23;-1.46;6.25;-1.45;8.79;1.66;3.31;2.32
2020-05-18;-0.4;2.98;-1.25;0.11;-2.76;-1;-0.68;1.9;0.21;-1.04;-2.08;1.03;2.78;0.66;0.29;-0.71;0.52;-0.74;4.94;-0.34;6.97;1.33;1.85;0.93
2020-05-25;-1.24;4.93;-1.06;1.04;-4.11;-15.15;-0.65;1.88;-2.1;-1.34;-0.94;-1.84;2.82;0.46;0.93;-0.95;3.49;3.8;3.12;-3.01;5.86;-2.16;1.76;0.03
