2019-12-22,1093
2019-12-23,1147
2019-12-24,1185
2019-12-25,1136
2019-12-26,1110
2019-12-27,1196
2019-12-28,1150
2019-12-29,1123
2019-12-30,1119
2019-12-31,1142
2020-01-01,1159
2020-01-02,1224
2020-01-03,1226
2020-01-04,1240
2020-01-05,1198
2020-01-06,1166
2020-01-07,1181
2020-01-08,1333
2020-01-09,1272
2020-01-10,1376
2020-01-11,1350
2020-01-12,1259
2020-01-13,1260
2020-01-14,1337
2020-01-15,1353
2020-01-16,1332
2020-01-17,1478
2020-01-18,1377
2020-01-19,1291
2020-01-20,1231
2020-01-21,1388
2020-01-22,1389
2020-01-23,1360
2020-01-24,1403
2020-01-25,1334
2020-01-26,1295
2020-01-27,1334
2020-01-28,1354
2020-01-29,1399
2020-01-30,1395
2020-01-31,1406
2020-02-01,1314
2020-02-02,1272
2020-02-03,1284
2020-02-04,1305
2020-02-05,1303
2020-02-06,1265
2020-02-07,1270
2020-02-08,1193
2020-02-09,1151
2020-02-10,1152
2020-02-11,1236
2020-02-12,1234
2020-02-13,1285
2020-02-14,1192
2020-02-15,1209
2020-02-16,1075
2020-02-17,1121
2020-02-18,1129
2020-02-19,1091
2020-02-20,1184
2020-02-21,1158
2020-02-22,1173
2020-02-23,1089
2020-02-24,1141
2020-02-25,1125
2020-02-26,1127
2020-02-27,1225
2020-02-28,1130
2020-02-29,1153
2020-03-01,1061
2020-03-02,1125
2020-03-03,1156
2020-03-04,1151
2020-03-05,1184
2020-03-06,1187
2020-03-07,1157
2020-03-08,1132
2020-03-09,1108
2020-03-10,1212
2020-03-11,1279
2020-03-12,1279
2020-03-13,1380
2020-03-14,1370
2020-03-15,1374
2020-03-16,1403
2020-03-17,1497
2020-03-18,1584
2020-03-19,1690
2020-03-20,1905
2020-03-21,2006
2020-03-22,2039
2020-03-23,2315
2020-03-24,2546
2020-03-25,2662
2020-03-26,2617
2020-03-27,2848
2020-03-28,2807
2020-03-29,2662
2020-03-30,2797
2020-03-31,2965
2020-04-01,2893
2020-04-02,2755
2020-04-03,2748
2020-04-04,2474
2020-04-05,2528
2020-04-06,2457
2020-04-07,2537
2020-04-08,2418
2020-04-09,2234
2020-04-10,2186
2020-04-11,2069
2020-04-12,1978
2020-04-13,1942
2020-04-14,1911
2020-04-15,1831
2020-04-16,1715
2020-04-17,1758
2020-04-18,1658
2020-04-19,1527
2020-04-20,1487
2020-04-21,1594
2020-04-22,1397
2020-04-23,1341
2020-04-24,1438
2020-04-25,1341
2020-04-26,1231
2020-04-27,1272
2020-04-28,1293
2020-04-29,1204
2020-04-30,1209
2020-05-01,1182
2020-05-02,1202
2020-05-03,1158
2020-05-04,1132
2020-05-05,1278
2020-05-06,1168
2020-05-07,1175
2020-05-08,1194
2020-05-09,1108
2020-05-10,949
2020-05-11,1017
2020-05-12,1047
2020-05-13,1077
2020-05-14,1023
2020-05-15,1052
2020-05-16,949
2020-05-17,969
2020-05-18,942
2020-05-19,995
2020-05-20,1056
2020-05-21,1072
2020-05-22,1144
2020-05-23,1034
2020-05-24,1034
2020-05-25,1015
2020-05-26,1025
2020-05-27,1052
2020-05-28,1039
2020-05-29,1066
2020-05-30,1064
2020-05-31,966
2020-06-01,992
2020-06-02,1009
2020-06-03,994
2020-06-04,1011
2020-06-05,965
2020-06-06,916
2020-06-07,867
2020-06-08,888
2020-06-09,915
2020-06-10,979
2020-06-11,926
2020-06-12,1027
2020-06-13,921
2020-06-14,843
2020-06-15,952
2020-06-16,960
2020-06-17,948
2020-06-18,1004
2020-06-19,918
2020-06-20,976
2020-06-21,922
2020-06-22,924
2020-06-23,1088
2020-06-24,1062
2020-06-25,1031
2020-06-26,1070
2020-06-27,1034
2020-06-28,909
2020-06-29,971
2020-06-30,1083
2020-07-01,1065
2020-07-02,1083
2020-07-03,1038
2020-07-04,1007
2020-07-05,998
2020-07-06,1013
2020-07-07,1053
2020-07-08,1035
2020-07-09,1103
2020-07-10,1109
2020-07-11,1058
2020-07-12,961
2020-07-13,1003
2020-07-14,1029
2020-07-15,1015
2020-07-16,1010
2020-07-17,1075
2020-07-18,1094
2020-07-19,968
2020-07-20,1040
2020-07-21,1049
2020-07-22,1063
2020-07-23,1038
2020-07-24,1079
2020-07-25,1109
2020-07-26,1019
2020-07-27,1031
2020-07-28,1114
2020-07-29,1186
2020-07-30,1182
2020-07-31,1172
2020-08-01,1188
2020-08-02,1192
2020-08-03,1121
2020-08-04,1180
2020-08-05,1124
2020-08-06,1187
2020-08-07,1096
2020-08-08,1157
2020-08-09,1083
2020-08-10,1166
2020-08-11,1166
2020-08-12,1164
2020-08-13,1116
2020-08-14,1113
2020-08-15,1046
2020-08-16,966
2020-08-17,1032
2020-08-18,1022
2020-08-19,1086
2020-08-20,1080
2020-08-21,1139
2020-08-22,1102
2020-08-23,1026
2020-08-24,1057
2020-08-25,1071
2020-08-26,1093
2020-08-27,1084
2020-08-28,1189
2020-08-29,1076
2020-08-30,953
2020-08-31,963
2020-09-01,1036
2020-09-02,1072
2020-09-03,1070
2020-09-04,1115
2020-09-05,1079
2020-09-06,1033
2020-09-07,989
2020-09-08,1068
2020-09-09,1019
2020-09-10,1112
2020-09-11,1192
2020-09-12,1169
2020-09-13,1074
2020-09-14,1152
2020-09-15,1105
2020-09-16,1162
2020-09-17,1146
2020-09-18,1124
2020-09-19,1068
2020-09-20,1010
2020-09-21,1104
2020-09-22,1136
2020-09-23,1117
2020-09-24,1082
2020-09-25,1133
2020-09-26,1055
2020-09-27,1079
2020-09-28,1097
2020-09-29,1087
2020-09-30,1117
2020-10-01,1153
2020-10-02,1128
2020-10-03,1143
2020-10-04,1044
2020-10-05,1110
2020-10-06,1118
2020-10-07,1226
2020-10-08,1180
2020-10-09,1265
2020-10-10,1191
2020-10-11,1100
2020-10-12,1062
2020-10-13,1157
2020-10-14,1160
2020-10-15,1176
2020-10-16,1229
2020-10-17,1209
2020-10-18,1155
