Year,INDef,INE-6545 + INE-02001,INE-35177,MoMoOld files until 2020-05-27,MoMoOld2 files until 2022-04-26,MoMoOld3 files until 2022-12-20,MoMo files until the most current,INE2018
2015,422946,422568,427851,,,426758.61,426758.61
2016,409322,410611,406128,,,414998.83,414998.83
2017,422117,424523,420589,,,429206.56,429206.56
2018,428017,427721,423994,0,0,432577.71,432577.71
2019,418821,410280,414914,394250,398384,424482.65,424482.65
2020,493460,,498856,0,466006,496525.84,498058.77
2021,450106,,447772,,428986,454621.93,452053.33
2022,461080,,462769,,146179,425448.58,466601.07
2023,103079,,187010,,,,215771.5
