2018-04,12670
2018-05,31547
2018-06,30142
2018-07,30254
2018-08,30953
2018-09,28465
2018-10,31055
2018-11,32473
2018-12,34208
2019-01,42033
2019-02,35570
2019-03,35049
2019-04,32268
2019-05,32080
2019-06,29907
2019-07,31444
2019-08,29712
2019-09,28220
2019-10,30974
2019-11,32848
2019-12,34145
2020-01,40683
2020-02,34543
2020-03,48753
2020-04,50070
2020-05,23843
