Fecha;Austria;Belgium;Denmark;Estonia;Finland;France;Germany (Berlin);Germany (Hesse);Greece;Hungary;Ireland;Italy;Luxembourg;Malta;Netherlands;Norway;Portugal;Spain;Sweden;Switzerland;UK (England);UK (Northern Ireland);UK (Scotland);UK (Wales)
2017-06-26;0.72;-0.9;-0.69;0.26;1.27;-1.85;-0.54;0.7;4.13;-0.21;-0.67;0.1;0.34;0.48;1.02;0.81;-0.91;0.54;1.49;0.23;-0.28;1.17;1.13;-1.12
2017-07-03;0.68;0.79;-1.58;1.22;-0.03;2.02;-1.35;1.23;2.92;-0.23;0.28;-0.65;-0.53;0.4;1.2;1.94;-0.43;0.63;1.18;0.08;1.22;1.11;1.53;0.06
2017-07-10;-0.56;0.23;-0.28;-1.21;-0.44;0.04;-0.31;-1.3;2.15;0.29;-1.01;0.38;1.22;-2.22;-0.91;-0.5;-0.31;1.03;0.64;-1.58;-0.62;0.74;0.04;0.7
2017-07-17;1.32;0.23;-0.29;-1.36;-0.14;0.37;-1.06;1.15;-0.05;0.21;-0.41;-1.12;0.59;-0.55;1.11;1.99;-0.49;1.35;0.8;-0.09;-0.14;-1.09;-1.38;1.05
2017-07-24;0.17;0.83;-0.7;1.49;0.32;0.2;-0.36;0.34;0.38;-0.32;-1.09;-0.31;2.04;0.5;-0.19;1.15;-0.22;0.81;0.05;-0.83;-0.01;-0.91;-0.11;0.91
2017-07-31;3.96;0.02;-0.67;0.49;-0.17;0.83;1.34;1.55;1.59;1.49;-0.03;3.07;-0.75;2.21;-0.97;-0.24;-0.75;3.05;0.92;0.93;0.06;0.69;0.05;0.45
2017-08-07;-1;0.15;-0.23;1.84;0.66;-1.23;-0.17;1.19;4.38;0.11;0.15;3.11;-1.35;2.11;0.8;1.43;-1.02;1.41;1.2;-1.51;1.08;0.37;-0.19;-0.29
2017-08-14;-0.55;-0.67;-0.86;-0.5;0.34;-0.8;0.32;1.76;1.49;-0.46;-1.26;-0.27;-0.58;0.03;-0.75;0.5;-0.4;0.85;0.98;-0.95;0.83;-1.25;1.04;1.19
2017-08-21;1.2;1.44;0.35;0.07;-0.99;0.26;-1.8;0.56;-0.21;-0.39;0.35;-1.15;-0.06;0.16;-0.83;1.34;1.71;1.39;0.36;0.74;1.28;0.31;-0.48;-0.75
2017-08-28;-1.22;1.18;-0.23;1.82;-0.02;-0.02;-0.5;0.37;-0.03;-0.12;0.84;0.16;0.12;-0.36;-0.58;0.62;-1.64;0.41;0.95;-0.41;-0.63;0.06;-0.95;-0.73
2017-09-04;-1.54;0.37;-0.79;-0.77;1.28;-2.43;-0.92;0.4;-0.8;-0.39;-0.3;-1.37;-0.04;-0.38;-0.81;-0.27;-0.75;-1.44;1.08;-0.85;0.52;-1.45;-0.63;-0.11
2017-09-11;0.25;-0.62;1.36;-0.8;1.78;-1.04;0.36;0.52;0.18;-0.12;1.23;-0.62;0.34;-0.14;0.61;-0.3;-0.65;-1.37;0.71;-0.19;0;1.16;-0.54;-0.16
2017-09-18;-0.44;-0.03;0.41;-0.73;-1.22;0.87;1.12;1.09;-0.83;-0.03;1.13;0.26;-0.05;-2.36;0.51;-0.91;-0.94;0.31;-0.15;1.32;1.27;0.41;1.61;0.99
2017-09-25;0.57;0.7;0.41;-0.8;-0.39;2.16;-0.29;1.01;-1.24;0.03;-0.74;1.5;0.85;-1.27;-0.32;-0.27;0.83;1.72;-0.96;0.6;1.4;0.17;-0.81;-0.61
2017-10-02;0.33;0.19;0.36;-0.46;0.64;0.75;0.93;-0.47;-0.22;0.31;0.26;1.36;0.36;-0.63;-0.95;-0.03;1.12;1.46;1.59;1.54;0.78;0.65;0.92;1.43
2017-10-09;0.67;1.42;0.57;-1.2;-1.32;0.96;2.15;1.57;0.51;0.46;0.58;0.59;2.04;0.48;0.23;0.7;-0.54;0.23;0.87;0.69;1.29;0.72;1.99;1.83
2017-10-16;-0.66;0.54;-0.26;-0.65;0.22;-0.89;1.16;0.26;0.72;-0.08;0.82;0.62;0.21;0.18;-0.77;-1.9;1.05;1;-0.42;-0.86;0.33;0.57;-0.12;0.23
2017-10-23;-0.17;-1.1;-1.27;-0.46;-0.74;-0.72;-1.78;0.62;0.13;-0.2;1.5;0.46;0.76;-1.04;-1.47;1.33;-0.28;-0.2;-0.7;-1;-0.37;1.62;-0.61;-1.42
2017-10-30;0.55;-1.67;-0.56;1.28;-0.37;-1.05;0.23;-0.99;0.46;-0.05;-1.47;0.39;0.58;1.76;-1.17;-0.56;-0.63;0.54;0.7;-2.61;-0.16;-0.07;0.53;-1.92
2017-11-06;-0.39;-1.4;-1.23;-2.42;-1.99;-0.01;0.11;0.17;1.01;-0.27;-0.02;0.88;-0.22;-0.75;-0.62;-1.98;-0.97;0.79;-2.37;0.74;-0.2;0.76;0.28;0.52
2017-11-13;-0.48;0.19;2.14;-0.41;-2.67;-0.05;-1.03;-0.34;0.59;0.05;1.79;1.2;-1.35;1.84;0.46;-0.46;1.68;2.53;-0.37;-0.8;0.29;0.4;1.7;-0.43
2017-11-20;0.34;0.58;0.14;-2.42;-2.34;0.06;-1.78;-0.69;0.85;0.3;-0.13;0.96;1.64;-0.36;0.15;-0.25;1.58;2.73;-1.55;0.46;1.4;2.22;1.98;-0.92
2017-11-27;-0.43;-0.36;0.56;0.44;-2.58;0.68;-2;-0.03;0.91;0.07;-1.01;1.14;-1.13;0.42;-0.44;-0.65;1.61;2.53;-1.3;1.92;1.14;1.72;1.43;-0.25
2017-12-04;0.92;2.01;1.24;-1.19;-2.08;1.12;-1.03;-0.06;0.35;0.88;0.77;1.6;1.5;1.61;0.78;1.35;4.32;3.64;-1.23;1.63;2.93;3.11;4.2;0.47
2017-12-11;-0.32;1.92;2;-2.92;-1.48;2.91;1.76;-0.5;1.42;1.03;2.7;2.47;0.1;1.42;2.59;1.03;3.92;6.25;-0.89;0.81;4.51;1.76;5.23;1.23
2017-12-18;0.85;1.67;0.8;-1.23;-0.7;2.67;-0.22;-1.3;0.77;2.49;2.14;2.46;-0.43;1.57;0.92;2.8;4.32;7.27;-1.03;2.7;6.6;3.37;5.05;1.96
2017-12-25;1.12;2.21;2.61;-0.86;-0.49;5.01;0.26;1.05;1.54;1.63;4.65;3.49;0.5;2.86;1.94;2.33;6.41;10.06;0.66;0.99;7.8;4.36;10.01;3.36
2018-01-01;2.5;2.48;2.43;-0.15;-1.32;6.93;-0.37;-0.32;1.65;0.56;6.05;7.9;0.28;4.46;3.37;3.65;7.44;12.44;1.49;4.57;10.33;5.56;10.82;3.21
2018-01-08;3.53;1.48;2.1;-0.59;-1.15;5.83;0.25;-0.06;0.95;0.41;5.86;5.96;1.55;0.97;3.44;1.88;6.72;11.2;0.51;4.14;8.7;7.58;9.77;5.27
2018-01-15;2.8;1.59;2.83;-1.96;-1.23;3.9;2.05;0.05;0.68;0.83;5.97;4.64;-0.41;1.98;3.38;3.72;6.73;10.73;0.42;3.23;8.6;5.27;7.76;4.29
2018-01-22;1.58;0.66;1.48;0.24;-0.45;1.85;-0.17;-0.41;1.47;0.79;3.27;3.76;0.35;1.74;2.92;0.77;5.43;8.13;0.26;1.37;7.08;4.56;5.34;3
2018-01-29;3.92;1.8;2.76;0.3;0.71;0.9;1.92;-0.36;1.88;1.07;4.61;2.7;0.54;1.19;3.76;1.3;4.73;6.85;-0.66;1.42;4.7;3.87;2.35;2.41
2018-02-05;-0.12;1.96;3.15;0.49;-0.69;2.88;1.59;0.42;1.44;1.4;3.49;2.23;2.36;2;4.91;2.54;6.34;7.21;1.21;2.37;3.53;1.77;2.79;2.7
2018-02-12;3.38;4.16;5.76;0.75;0.17;2.92;2.54;2.7;0.88;2.11;3.33;2.34;2.56;3.3;6.48;3.13;6.67;7.11;2.03;2.82;4.69;3.94;2.04;3.72
2018-02-19;5.36;4.95;5.05;2.99;1.07;4.77;5.12;5;1.05;2.55;1.05;2.6;2.7;4.09;6.95;3.11;6.34;4.82;3.39;3.36;3.65;2.29;1.9;1.81
2018-02-26;6.63;9.49;6.7;3.08;3.02;7.9;4.46;6.66;1.75;2.79;3.18;3.86;2.4;2.53;9.58;2.87;5.35;5.23;4.85;6.61;5.95;1.97;3.38;4.15
2018-03-05;6.19;9.5;7.35;3.21;2.35;9.22;7.8;9.09;1.33;2.83;4.35;3.6;4.2;2.56;11.44;4.35;2.72;4.22;5.34;4.81;7;1.31;1.71;5.72
2018-03-12;5.83;6.84;5.28;2.97;3.31;5.51;6.08;6.73;0.69;2.31;1.93;1.61;0.48;1.11;8.14;2.47;2.75;2.83;4.07;4.04;3.84;1.73;2;2.74
2018-03-19;1.75;5.57;6.1;2.39;2.93;4.59;5.55;4.68;0.12;1.9;1.26;-0.6;1.51;1.03;5.35;3.5;1.3;0.87;3.09;2.18;3.5;0.97;0.04;2.16
2018-03-26;3.48;4.18;3.81;0.6;2.07;3.74;3.4;2.43;0.36;1.59;1.52;0.82;-1.25;-1.16;3.4;1.08;2.78;1.43;2.77;1.73;2.77;0.65;1.02;1.8
2018-04-02;1.41;1.48;3.48;1.29;4.14;2.69;3.26;2.64;0.2;1.02;1.98;0.36;-0.56;1.68;1.66;0.94;3.06;1.99;3.92;1.77;1.39;1.38;1.52;1.58
2018-04-09;0.77;1.4;3.74;0.92;1.02;1.98;2.62;0.56;0.38;0.79;0.5;0.16;0.44;-0.36;-0.1;1.63;2.56;1.81;1.04;1.16;0.77;0.75;0.64;0.75
2018-04-16;1;0.03;0.91;1.05;1.38;1.77;0.4;-0.29;0.24;-0.46;1.15;0.46;0.31;0.41;-1;0.5;1.73;0.97;-0.13;-0.19;-0.66;-1.14;-1.04;-0.22
2018-04-23;-1.67;-0.88;-0.23;-1.11;-0.06;-0.52;0.46;-0.15;-0.7;-2.56;0.5;-0.95;-1.7;0.34;-1.84;0.66;1.07;-0.38;-0.62;-1.85;-1.52;-1.69;-1.27;-0.35
2018-04-30;-0.75;-1.79;0.4;-1.36;0.08;-0.54;-0.65;-0.99;-0.22;-4.56;-1.17;-1.6;-0.96;1;-1.78;0.3;-0.04;-1.92;0.33;0.18;-0.65;-0.62;0.23;-1.92
2018-05-07;-1.44;0.26;0.26;-1.27;-0.86;-0.82;1.02;-0.74;-1.93;-1.65;-2.47;-1.33;0.2;0.09;-1.48;-0.11;-0.15;-0.14;-0.84;-0.21;-0.7;-0.19;-1.83;-0.57
2018-05-14;-2.13;-1;0.48;0.87;-0.46;-0.48;0.16;-0.13;-0.88;-0.82;-0.76;-1.44;-0.5;1;-1.63;-0.84;1.22;-0.31;-1.9;-1.96;-0.97;-1.45;-0.34;-0.32
2018-05-21;-1.34;0.31;-1.34;-0.15;-1.9;1.49;0.15;-1.83;-1.42;-1.3;1.19;-0.78;0.96;0.58;-0.52;-1.29;0.33;0.01;-1.98;0.69;-0.46;-1.43;-0.4;0.62
2018-05-28;-0.34;0.66;-0.06;-0.86;-1.17;0.85;0.99;-1.04;0.07;-3.81;0.43;-0.33;-2.24;0.15;1;0.95;-0.57;-0.57;-1.24;-0.63;-0.07;-1.78;0.38;0.17
2018-06-04;-0.03;-1.47;0.71;-0.51;-0.9;-0.26;0.18;-0.62;0.76;-1.24;-0.28;-1.63;1.68;0.33;0.03;-0.33;0.71;-1.15;-0.36;-0.05;-1.3;0.74;-2.6;0.05
2018-06-11;-0.61;-2.13;-0.71;0.65;-0.98;-0.89;-0.3;-1.66;0.07;0.25;-0.19;0.18;-0.4;1.59;-1.23;-1.44;0.43;-0.54;-1.26;-1.31;-0.02;-1.56;-1.44;-1.76
2018-06-18;-0.13;-1.04;-0.63;0.37;0.21;-0.34;0.36;-1.49;-0.62;0.09;-1.82;1.47;-1.86;-0.19;-0.48;-0.32;2.6;2.1;-0.18;-1.03;-0.67;-0.11;0.08;-0.68
2018-06-25;0.23;1.38;-1.5;-0.35;0.1;2.88;-1.85;0.5;-0.74;-0.11;1.63;-1.6;0.32;0.48;-0.06;1.38;0.67;2.23;2.58;0.3;1.97;0.6;0.13;2
2018-07-02;0.79;3.21;1.31;-2.4;0.49;2.53;-0.02;0.2;1.55;0.2;1.43;0.38;0.66;0.16;1.42;2.7;-1.26;0.88;1.91;-0.33;1.52;-1.87;0.63;1.65
2018-07-09;-0.13;0.04;0.13;0.69;1.07;0.7;-1.2;-0.76;0.18;0.4;-0.83;-0.61;-1.09;0.07;0.84;0.97;-1;1.45;1.73;-2.05;0.04;0.86;-1.02;0.36
2018-07-16;1.72;2.26;0.78;2.45;3.07;1.65;-0.32;0.3;1.62;0.31;0.46;-0.21;-0.41;1.09;1.26;1.22;-0.45;0.25;4.53;1.3;0.39;-0.56;-1.96;-0.84
2018-07-23;0.91;3.84;3.78;1.49;2.62;3.63;2.72;2.53;0.52;0.73;-0.59;0.54;1.19;0.75;2.05;2.42;-0.11;0.15;2.89;1.24;2.1;-0.2;-1.94;-0.12
2018-07-30;3.46;4.2;3.23;2.95;3.43;2.36;6.44;5.6;0.86;1.03;-1.36;2.07;1.8;-0.22;1.96;-0.63;4.73;3.08;4.26;2.12;0.16;2.04;-1.97;-0.47
2018-08-06;2.17;2.97;2.09;2.25;-0.6;2.19;3.99;4.06;1.3;0.9;-0.71;3.3;1.88;-0.6;1.78;-0.06;4.31;4.51;-0.67;1.09;-0.83;-1.3;-0.49;-2.31
2018-08-13;0.43;0.76;1.45;-1.82;1.07;-1.6;3.26;0.94;1.22;0.13;-2.05;-0.61;1.03;0.05;-0.02;0.11;1.18;0.9;0.23;0.18;-0.84;-0.06;-1.67;-0.81
2018-08-20;0.77;-0.19;0.55;-0.27;-0.13;0.34;0.06;2.19;1.12;0.66;-1.12;0.02;-2.61;0.56;-0.01;1.75;1.37;-0.26;0.04;-0.93;-1.45;0.04;-2.17;0.52
2018-08-27;-0.11;-0.11;-0.67;-0.98;-0.2;-0.74;1.35;-0.03;0.52;0.56;-0.43;-0.62;-0.11;0.8;-1.31;0.44;-1.21;-1.57;1.38;0.32;-0.76;-1.44;-2.24;1.09
2018-09-03;-1.06;0.75;0.33;0.33;-0.59;0.46;0.91;0.79;0.65;1.62;-0.99;-0.54;1.01;-0.48;-0.47;-0.64;-0.29;-0.67;1.8;-0.5;-1.01;-0.3;-0.84;-0.01
2018-09-10;-0.02;-0.9;-0.54;-0.71;-1.78;0.18;0.61;1.36;-0.27;4.4;0.24;-1.06;-1.56;1.02;-1.59;-0.44;-0.97;-1.17;-0.42;0.5;-0.91;-1.23;-0.9;0.61
2018-09-17;-0.88;1.17;0.84;0.72;0.27;-0.61;0.56;0.31;-0.07;1.66;-0.32;-0.45;-1.86;-0.39;0.25;-0.12;-0.24;0;1.64;-0.93;-0.74;0.45;-0.87;0.19
2018-09-24;-0.65;-1;-0.79;0.13;0.39;-1.1;-1.19;-0.67;-0.72;0.22;-0.88;-0.75;0.83;0.21;-0.1;-1.11;-0.81;0.04;-0.32;-0.35;-0.05;0.94;-0.85;0.07
2018-10-01;1.16;0.52;1.62;-0.65;0.95;1.23;-0.05;-0.45;0.34;0.7;-0.12;-0.43;0.97;0.05;0.96;-0.59;-0.28;0.19;0.14;-0.28;-0.66;-0.4;-0.46;-0.46
2018-10-08;-0.09;0.85;0.11;0.89;-0.3;1.24;-0.43;-0.38;0.83;0.61;-0.66;-0.34;1.21;1.12;0.07;-1.37;0.14;0.78;1.59;-0.33;0.98;0.59;-0.02;0.28
2018-10-15;-0.35;0.02;-1.16;-0.48;-1.26;-1.2;-1.37;0.04;0.1;0.32;0.52;-0.51;0.51;-1.22;-0.49;-0.04;-0.14;0.07;-1.81;-1.07;-2.29;-1.21;-2.13;0.17
2018-10-22;-0.56;-0.77;-0.76;0.34;-1.15;-1;0.38;-1.18;0.71;0.2;-0.99;-0.43;-2.19;1.25;-1.65;-2.06;0.27;-0.34;-0.23;-0.8;-2.15;-1.82;-0.29;-1.37
2018-10-29;0.25;-1.42;0.14;-0.62;-0.68;-0.41;0.31;-1.04;0.87;-0.03;-0.89;-0.04;0.15;-1.58;-0.25;1.64;0.63;1.72;0.03;-0.16;0.27;-0.42;0.5;0.98
2018-11-05;-0.86;0.33;-0.58;-2.32;-1.04;0.47;0.03;-0.66;0.33;-0.06;1.06;-0.05;2.25;1.35;-0.74;-0.53;1.39;2.24;-1.63;-0.57;-0.2;-1.75;0.37;-0.68
2018-11-12;-0.25;-0.57;-1.84;-1.41;-2.36;-0.89;-0.92;-1.98;1.32;0.09;-0.57;0.12;-1.04;0.34;-1.52;-1.16;0.67;1.63;-3.7;-1.1;-2.04;-1.14;-0.85;0.87
2018-11-19;-0.89;-0.45;-0.51;-0.93;-2.79;-0.75;1.06;-0.64;1.49;0.54;-0.35;1.07;0.15;-0.95;-0.69;-1.76;0.18;0.84;-4.11;-0.59;-2.01;-1.43;-1.87;-0.02
2018-11-26;-1;-0.07;-0.73;-1.43;-1.44;-0.64;0.07;-0.39;0.61;0.55;-0.87;0.74;-1.35;0.56;-0.35;0.24;0.68;0.86;-0.58;0.11;-0.94;-0.89;0.47;-0.06
2018-12-03;0.66;0.49;1.26;-0.09;-1.11;-1.87;0.48;-0.21;1.34;0.77;-0.42;1.63;-1.08;0.83;0.09;0.81;0.75;0.6;-0.65;1.36;-1.25;-0.1;-0.12;-0.39
2018-12-10;0.18;0.98;0.05;0.06;-1.27;-1.8;-1.57;-1.06;1.58;0.95;0.48;1.31;0.36;1.54;0.33;-1.77;0.14;1.5;-2.41;0.54;-1.35;-0.56;0.63;-1.14
2018-12-17;0.64;1.1;1.82;-0.32;-2.12;-0.11;0.34;1.87;1.67;1.4;-0.75;1.3;0.6;-0.9;0.43;-0.28;1.3;0.66;-2.01;-0.26;0.02;1.35;1.21;1.09
2018-12-24;1.12;0.68;-0.93;0.42;1.16;-0.69;-1.27;-0.72;2.15;1.49;-0.53;1.66;-0.68;3.55;-1.25;1.1;2.42;0.72;-1.9;0.21;0.04;0.69;3.7;-1.19
2018-12-31;0.67;1.31;1.93;1.15;1.33;2.9;0.01;-0.11;2.51;2.11;0.69;3.06;1.08;3.28;0.31;1.68;4.76;3.46;0.79;-0.01;1.02;1.68;2;0.47
2019-01-07;1.64;1.61;2.21;0.36;-0.65;4.4;0.23;-0.94;4.69;2.22;1.79;3.58;-0.91;2.22;2.23;0.41;7.27;7.24;-0.94;0.92;1.62;0.97;3.68;0.27
2019-01-14;0.26;1.07;1.61;2.12;0.28;3.77;-0.23;0.42;4.23;2.05;0;5.02;-0.15;4.86;1.05;-0.1;7.97;8.87;-0.89;0.3;1.48;-0.31;1.59;-0.46
2019-01-21;1.32;2.01;0.35;-0.22;-0.17;5.19;-0.22;0.44;3.15;2.57;2.14;4.32;0.13;3.88;1.29;0.26;8.34;7.3;-1.16;1.21;1.64;-1.94;0.83;0.41
2019-01-28;1.67;2.16;3.48;-0.35;-0.23;5.87;0.74;2.45;3.31;3.1;1.76;4.97;1.49;3.47;0.92;1.53;7.05;6.85;-1.21;1.96;2.05;0.04;0.88;0.29
2019-02-04;2.57;3.74;4.65;-0.07;0.26;7.28;1.93;1.49;2.57;2.8;1.84;3.21;2.03;1.88;1.39;0.34;5.92;5.44;-0.15;2.85;2.81;2.52;0.88;-0.1
2019-02-11;3.04;2.25;2.99;-0.55;-1.42;5.65;2.78;1.68;1.33;2.16;1.47;4.26;2.15;1.16;2.16;2.66;5.36;4.26;-1.71;4.38;1.23;1.32;1.67;0.48
2019-02-18;2.1;2.57;1.18;-0.17;-1.72;5.4;1.74;2.21;1.9;1.84;-1.21;3.25;0.11;2.08;1.97;0.06;3.74;3.51;-0.67;4;-0.11;0.14;0.45;-0.45
2019-02-25;2.44;2.72;0.55;-0.02;-1.16;4.18;2.99;2.61;2.54;2.01;0.04;3.86;0.71;4.07;0.49;-0.2;2.72;2.68;-1.24;4.17;-0.1;-0.23;-0.53;-1.72
2019-03-04;3.39;2.41;-0.35;-0.8;-0.86;2.35;1.26;2.67;1.09;1.43;0.04;2.69;0;2.22;1.8;0.57;1.79;1.68;-2.12;2.89;-1.11;-0.24;0.05;-1.52
2019-03-11;3.02;1.83;0.45;-1.35;0.81;0.18;1.62;0.77;0.74;1.5;-1.06;1.62;-0.05;0.55;2.62;1.2;0.97;-0.04;0.23;1.62;-1.3;1.82;-0.53;0.17
2019-03-18;0.66;0.18;-0.64;-0.71;-1.23;0.19;0.56;0.07;0.26;0.75;-2.56;0.86;-0.4;2.2;0.87;-0.03;0.54;-0.65;-2.54;1.25;-2.13;-1.33;-0.75;-1.38
2019-03-25;1.42;-0.86;-0.8;-0.86;-0.73;-0.73;-0.73;0.44;-0.07;0.56;0.07;0.22;1.42;0.73;0.82;0.02;0.01;0.1;-1.45;0.86;-2.9;-0.68;-2.14;-1.26
2019-04-01;0.76;0.97;0.82;-2.64;-1.04;0.17;0.21;0.27;0.58;0.7;-1.22;1.55;-0.69;0.88;-0.18;-0.31;-0.1;0.41;-0.66;2.36;-0.19;1.31;-1.33;-0.06
2019-04-08;0.17;-1.34;-0.94;-0.86;-0.31;-1.46;0.99;0.98;-0.07;0.65;0.6;0.66;-1.28;0.24;0.13;-0.68;0.38;0.14;-1.85;-0.87;0.24;0.41;-1.69;0.97
2019-04-15;0.57;0.58;0.21;0.02;-0.75;0.36;0.04;0.74;-0.58;0.47;-0.14;0.3;-0.57;1.1;2.04;-0.38;0.55;-0.63;0.67;1.25;1.53;1.21;-0.29;1.61
2019-04-22;-0.1;0.06;-0.55;-0.55;-0.81;0.51;-0.85;0.16;0.75;0.9;-0.92;-0.92;0.34;-0.14;1.43;1.21;0.34;-0.74;0.64;-0.19;0.37;1.21;-0.29;-0.48
2019-04-29;-1.16;-0.16;0.5;0.69;1.6;-0.71;-0.68;-0.32;0.52;0.62;0.26;-1.59;0.41;0.87;-0.03;0.24;0.42;-0.11;-0.55;0.55;-1.2;2.3;-0.46;0.5
2019-05-06;-0.34;0.6;0.18;-0.65;-1.05;0.51;1.06;-0.98;0.34;0.54;1.42;0.7;-1.14;0.57;-0.12;0.92;-0.23;0.19;0.46;0.98;-0.71;0.98;1.63;0.47
2019-05-13;0.88;0.83;-1.37;1.92;-0.34;1.21;0.09;-0.42;0.11;0.22;-0.27;0.95;-0.1;-0.22;0.75;-0.71;-0.82;-0.49;-0.58;0.09;0.31;1.02;0.66;1.04
2019-05-20;0.34;0.72;-1.09;1.33;-1.76;0.98;-0.07;-0.21;-0.26;0.57;-0.25;0.26;0.71;-1.84;1.67;-0.28;-0.75;-0.29;-1.4;1.48;1.17;-0.09;-0.83;-1.91
2019-05-27;0.57;0.16;-0.74;-0.17;-1.47;-0.26;0.5;0.38;0.35;0.12;1.65;0.56;0.76;1.23;0.26;-0.33;-0.06;0.65;-0.09;1.05;-0.09;-1.25;-0.66;0.57
2019-06-03;1.48;0.72;0.02;1.11;1.83;-0.43;0.96;0.52;0.44;0.6;-0.45;2.65;-0.8;-1.19;0.56;-0.46;-1.28;0.52;0.39;1.33;-0.88;0.21;-1.11;0
2019-06-10;2.02;-0.68;-0.66;-1.16;-0.92;0.26;1.49;-0.21;2.37;1.75;0.56;2.06;-1.21;1.46;-0.28;0.26;-0.73;-1.61;-1.47;-0.38;0.44;1.39;-0.18;-0.96
2019-06-17;-0.03;0.57;1.18;0.53;-0.16;0.82;0.79;-0.65;1.22;0.38;2.27;0.5;-0.94;0.19;0.49;0.29;-0.07;0.22;0.55;0.62;0.16;-0.29;0.91;-0.67
2019-06-24;0.66;1.66;0.64;-0.25;-1.34;3.43;0.97;1.92;1.65;0.42;-0.27;2.83;2.14;1.32;2.35;1.9;0.09;1.06;0.47;1.43;0.49;0.3;-0.16;0.36
2019-07-01;1.58;1.21;-1.57;-0.57;-0.03;1.64;-0.25;-1.07;1.38;0.42;1.01;2.09;-0.23;-0.72;1.16;0.9;-0.05;3.96;1.11;1.84;0.46;1.21;-0.94;-0.16
2019-07-08;-1.48;-0.65;-0.92;0.67;0.99;0.29;0.38;0.12;0.77;-0.26;-0.84;-0.08;1.37;0.93;1.7;0.89;0.09;1.52;1.51;1.09;-0.07;-0.57;0.3;0.06
2019-07-15;-0.01;0.68;0.1;1.24;0.63;0.12;-0.6;1.27;-0.39;0.51;-0.57;-0.97;-0.1;-1.29;-0.38;1.5;-0.6;0.66;0.3;0.65;-0.3;0.54;-0.44;-0.56
2019-07-22;1.92;5.05;0.12;2.89;2.12;4.41;1.07;4.78;1.39;1.17;-0.41;1.53;0.33;0.64;4.71;0.64;-0.26;1.25;0.92;1.83;2.86;-1.59;0.43;0.75
2019-07-29;0.25;0.22;-0.47;-0.74;-0.73;-0.74;0.74;1.48;1.72;0.08;-1.16;-1.39;-0.32;1.02;1.44;1.39;-0.29;0.13;0.48;-0.97;0.08;-0.32;-0.29;-1.14
2019-08-05;-0.32;-1.03;-0.98;0.23;0.33;-0.09;0.25;0.57;1.8;0.08;-1.92;-0.22;0.41;1.4;0.15;0.19;-0.33;1.23;1.41;-1.07;-0.69;0.28;-0.91;0.53
2019-08-12;-0.62;-0.65;-1.32;3.14;-0.82;-2.09;-0.29;-1.57;1.58;0.11;-0.21;-0.97;0.28;-0.43;-0.14;1.02;-1.17;0.27;0.19;-1.09;-0.78;-0.74;0.38;-0.89
2019-08-19;0.34;0.15;0.68;-0.85;0.7;-0.6;-0.5;-0.52;1.01;0.1;0.16;-1.25;-0.95;-1.89;-0.21;-0.89;0.76;-1.04;0.86;1.27;0.31;-0.51;-0.58;1.15
2019-08-26;0.85;2.17;0.5;-0.11;-0.08;1.14;3.06;1.55;1.59;0.57;0.19;-1.84;0.2;0.2;1.7;2.48;0.06;-1.03;2.51;-1.27;0.14;-0.53;-1.34;-0.08
2019-09-02;-0.61;-0.14;0.3;-0.59;-0.15;-1.92;-0.56;-1.23;-0.05;-0.1;-0.85;-0.78;-0.17;1.64;-1.28;0;0.57;-0.66;-1.53;-0.87;-1.1;0.01;0.13;-0.72
2019-09-09;-0.83;-0.55;-0.19;-1.21;-0.05;-0.68;-1.51;0.76;-0.35;-0.36;0.19;-0.76;0.52;-0.08;-0.4;-0.73;-1.11;-0.72;0.51;0.76;0.3;-1.08;-0.28;0.33
2019-09-16;-0.24;0.19;1.04;0.05;0.3;0.59;-0.07;-0.62;-0.19;-0.15;-0.57;-1.99;-0.72;-1.02;-1.41;0.68;-0.14;-0.92;-0.24;1.53;-0.19;0.3;2.26;0.54
2019-09-23;1.59;-1.84;0.56;0.17;0.75;-1.2;0.41;-0.67;-0.33;0.33;-0.08;-0.02;1.12;-1.72;0.42;2.65;-1.23;-0.9;1.36;-0.01;0.1;-0.28;0.77;0.86
2019-09-30;0.6;1.51;-0.4;1.3;0.9;-0.03;-1.15;0.2;0.09;-0.87;-0.14;-0.3;0.95;0.32;-0.3;-0.74;-0.36;-1.14;0.75;-0.3;-0.01;-0.94;0.34;-0.76
2019-10-07;1.18;-0.05;1.08;-1.58;1.84;-0.02;-1.07;1.03;-0.67;-3.6;0.26;0.44;0.26;-1.8;1.74;1.23;-1.2;0.21;0.73;0.45;1.36;0.18;2.02;0.49
2019-10-14;-0.47;0.06;-0.44;0.09;0.7;0.04;0.06;0.25;-0.33;-0.87;0.23;0.22;-2.35;0.11;1.05;0.88;-0.71;-0.04;-0.55;0.65;0.56;0.53;0.44;1.69
2019-10-21;-0.17;1.11;0.41;0.05;0.67;-0.65;-1.24;-1.62;-0.06;0.17;0.51;-0.45;0.72;0.66;0.59;1.23;1.52;0.27;0.95;0.61;0.53;0.66;0.67;-0.46
2019-10-28;-0.6;-0.98;-1.46;-0.45;0.93;-0.01;-1.36;0.03;0.61;-0.11;0.89;-0.59;1.73;-1.4;0.11;-0.02;1.43;0.91;-0.98;-1.47;1.32;0.56;0.61;-0.46
