pooled;;0to14;nbc;2018-51;287
pooled;;0to14;nbc;2018-52;244
pooled;;0to14;nbc;2019-01;293
pooled;;0to14;nbc;2019-02;293
pooled;;0to14;nbc;2019-03;281
pooled;;0to14;nbc;2019-04;271
pooled;;0to14;nbc;2019-05;313
pooled;;0to14;nbc;2019-06;303
pooled;;0to14;nbc;2019-07;306
pooled;;0to14;nbc;2019-08;300
pooled;;0to14;nbc;2019-09;279
pooled;;0to14;nbc;2019-10;281
pooled;;0to14;nbc;2019-11;262
pooled;;0to14;nbc;2019-12;267
pooled;;0to14;nbc;2019-13;259
pooled;;0to14;nbc;2019-14;278
pooled;;0to14;nbc;2019-15;300
pooled;;0to14;nbc;2019-16;250
pooled;;0to14;nbc;2019-17;270
pooled;;0to14;nbc;2019-18;276
pooled;;0to14;nbc;2019-19;240
pooled;;0to14;nbc;2019-20;260
pooled;;0to14;nbc;2019-21;277
pooled;;0to14;nbc;2019-22;245
pooled;;0to14;nbc;2019-23;272
pooled;;0to14;nbc;2019-24;261
pooled;;0to14;nbc;2019-25;255
pooled;;0to14;nbc;2019-26;265
pooled;;0to14;nbc;2019-27;272
pooled;;0to14;nbc;2019-28;286
pooled;;0to14;nbc;2019-29;260
pooled;;0to14;nbc;2019-30;284
pooled;;0to14;nbc;2019-31;309
pooled;;0to14;nbc;2019-32;250
pooled;;0to14;nbc;2019-33;266
pooled;;0to14;nbc;2019-34;290
pooled;;0to14;nbc;2019-35;272
pooled;;0to14;nbc;2019-36;253.37
pooled;;0to14;nbc;2019-37;257.53
pooled;;0to14;nbc;2019-38;290.69
pooled;;0to14;nbc;2019-39;247.66
pooled;;0to14;nbc;2019-40;270.28
pooled;;0to14;nbc;2019-41;258.63
pooled;;0to14;nbc;2019-42;265.23
pooled;;0to14;nbc;2019-43;291.96
pooled;;0to14;nbc;2019-44;232.62
pooled;;0to14;nbc;2019-45;281.87
pooled;;0to14;nbc;2019-46;277.42
pooled;;0to14;nbc;2019-47;282.9
pooled;;0to14;nbc;2019-48;307.53
pooled;;0to14;nbc;2019-49;293.38
pooled;;0to14;nbc;2019-50;311.52
pooled;;0to14;nbc;2019-51;309.35
pooled;;0to14;nbc;2019-52;295.49
pooled;;0to14;nbc;2020-01;256.76
pooled;;0to14;nbc;2020-02;284.6
pooled;;0to14;nbc;2020-03;277.25
pooled;;0to14;nbc;2020-04;299.29
pooled;;0to14;nbc;2020-05;280.4
pooled;;0to14;nbc;2020-06;268.37
pooled;;0to14;nbc;2020-07;275.16
pooled;;0to14;nbc;2020-08;273
pooled;;0to14;nbc;2020-09;249.82
pooled;;0to14;nbc;2020-10;269.05
pooled;;0to14;nbc;2020-11;299.17
pooled;;0to14;nbc;2020-12;278.01
pooled;;0to14;nbc;2020-13;293.08
pooled;;0to14;nbc;2020-14;271.47
pooled;;0to14;nbc;2020-15;264.27
pooled;;0to14;nbc;2020-16;252.58
pooled;;0to14;nbc;2020-17;244.26
pooled;;0to14;nbc;2020-18;265.56
pooled;;0to14;nbc;2020-19;258.79
pooled;;0to14;nbc;2020-20;264.89
pooled;;0to14;nbc;2020-21;249.62
pooled;;0to14;nbc;2020-22;248.58
pooled;;0to14;nbc;2020-23;250.61
pooled;;0to14;nbc;2020-24;244.29
pooled;;0to14;nbc;2020-25;258.6
pooled;;0to14;nbc;2020-26;276.37
pooled;;0to14;nbc;2020-27;246.96
pooled;;0to14;nbc;2020-28;235.82
pooled;;0to14;nbc;2020-29;252.78
pooled;;0to14;nbc;2020-30;310.27
pooled;;0to14;nbc;2020-31;264.58
pooled;;0to14;nbc;2020-32;252.31
pooled;;0to14;nbc;2020-33;261.79
pooled;;0to14;nbc;2020-34;246.25
pooled;;0to14;nbc;2020-35;234.89
pooled;;0to14;nbc;2020-36;212.5
pooled;;0to14;pnb;2016-45;285.04
pooled;;0to14;pnb;2016-46;285.21
pooled;;0to14;pnb;2016-47;285.38
pooled;;0to14;pnb;2016-48;285.52
pooled;;0to14;pnb;2016-49;285.65
pooled;;0to14;pnb;2016-50;285.75
pooled;;0to14;pnb;2016-51;285.82
pooled;;0to14;pnb;2016-52;285.85
pooled;;0to14;pnb;2017-01;285.84
pooled;;0to14;pnb;2017-02;285.79
pooled;;0to14;pnb;2017-03;285.69
pooled;;0to14;pnb;2017-04;285.54
pooled;;0to14;pnb;2017-05;285.35
pooled;;0to14;pnb;2017-06;285.1
pooled;;0to14;pnb;2017-07;284.82
pooled;;0to14;pnb;2017-08;284.49
pooled;;0to14;pnb;2017-09;284.13
pooled;;0to14;pnb;2017-10;283.74
pooled;;0to14;pnb;2017-11;283.32
pooled;;0to14;pnb;2017-12;282.89
pooled;;0to14;pnb;2017-13;282.44
pooled;;0to14;pnb;2017-14;281.98
pooled;;0to14;pnb;2017-15;281.53
pooled;;0to14;pnb;2017-16;281.07
pooled;;0to14;pnb;2017-17;280.63
pooled;;0to14;pnb;2017-18;280.19
pooled;;0to14;pnb;2017-19;279.78
pooled;;0to14;pnb;2017-20;279.38
pooled;;0to14;pnb;2017-21;279
pooled;;0to14;pnb;2017-22;278.65
pooled;;0to14;pnb;2017-23;278.32
pooled;;0to14;pnb;2017-24;278.02
pooled;;0to14;pnb;2017-25;277.75
pooled;;0to14;pnb;2017-26;277.51
pooled;;0to14;pnb;2017-27;277.29
pooled;;0to14;pnb;2017-28;277.1
pooled;;0to14;pnb;2017-29;276.95
pooled;;0to14;pnb;2017-30;276.82
pooled;;0to14;pnb;2017-31;276.72
pooled;;0to14;pnb;2017-32;276.65
pooled;;0to14;pnb;2017-33;276.6
pooled;;0to14;pnb;2017-34;276.59
pooled;;0to14;pnb;2017-35;276.6
pooled;;0to14;pnb;2017-36;276.64
pooled;;0to14;pnb;2017-37;276.7
pooled;;0to14;pnb;2017-38;276.79
pooled;;0to14;pnb;2017-39;276.9
pooled;;0to14;pnb;2017-40;277.03
pooled;;0to14;pnb;2017-41;277.17
pooled;;0to14;pnb;2017-42;277.33
pooled;;0to14;pnb;2017-43;277.5
pooled;;0to14;pnb;2017-44;277.68
pooled;;0to14;pnb;2017-45;277.86
pooled;;0to14;pnb;2017-46;278.03
pooled;;0to14;pnb;2017-47;278.2
pooled;;0to14;pnb;2017-48;278.36
pooled;;0to14;pnb;2017-49;278.49
pooled;;0to14;pnb;2017-50;278.6
pooled;;0to14;pnb;2017-51;278.68
pooled;;0to14;pnb;2017-52;278.72
pooled;;0to14;pnb;2018-01;278.73
pooled;;0to14;pnb;2018-02;278.69
pooled;;0to14;pnb;2018-03;278.61
pooled;;0to14;pnb;2018-04;278.48
pooled;;0to14;pnb;2018-05;278.31
pooled;;0to14;pnb;2018-06;278.09
pooled;;0to14;pnb;2018-07;277.83
pooled;;0to14;pnb;2018-08;277.53
pooled;;0to14;pnb;2018-09;277.19
pooled;;0to14;pnb;2018-10;276.82
pooled;;0to14;pnb;2018-11;276.43
pooled;;0to14;pnb;2018-12;276.02
pooled;;0to14;pnb;2018-13;275.59
pooled;;0to14;pnb;2018-14;275.16
pooled;;0to14;pnb;2018-15;274.72
pooled;;0to14;pnb;2018-16;274.28
pooled;;0to14;pnb;2018-17;273.86
pooled;;0to14;pnb;2018-18;273.44
pooled;;0to14;pnb;2018-19;273.04
pooled;;0to14;pnb;2018-20;272.65
pooled;;0to14;pnb;2018-21;272.29
pooled;;0to14;pnb;2018-22;271.95
pooled;;0to14;pnb;2018-23;271.63
pooled;;0to14;pnb;2018-24;271.34
pooled;;0to14;pnb;2018-25;271.08
pooled;;0to14;pnb;2018-26;270.84
pooled;;0to14;pnb;2018-27;270.63
pooled;;0to14;pnb;2018-28;270.45
pooled;;0to14;pnb;2018-29;270.3
pooled;;0to14;pnb;2018-30;270.17
pooled;;0to14;pnb;2018-31;270.08
pooled;;0to14;pnb;2018-32;270.01
pooled;;0to14;pnb;2018-33;269.96
pooled;;0to14;pnb;2018-34;269.95
pooled;;0to14;pnb;2018-35;269.96
pooled;;0to14;pnb;2018-36;270
pooled;;0to14;pnb;2018-37;270.06
pooled;;0to14;pnb;2018-38;270.14
pooled;;0to14;pnb;2018-39;270.25
pooled;;0to14;pnb;2018-40;270.38
pooled;;0to14;pnb;2018-41;270.52
pooled;;0to14;pnb;2018-42;270.68
pooled;;0to14;pnb;2018-43;270.85
pooled;;0to14;pnb;2018-44;271.02
pooled;;0to14;pnb;2018-45;271.2
pooled;;0to14;pnb;2018-46;271.38
pooled;;0to14;pnb;2018-47;271.55
pooled;;0to14;pnb;2018-48;271.71
pooled;;0to14;pnb;2018-49;271.85
pooled;;0to14;pnb;2018-50;271.97
pooled;;0to14;pnb;2018-51;272.06
pooled;;0to14;pnb;2018-52;272.11
pooled;;0to14;pnb;2019-01;272.13
pooled;;0to14;pnb;2019-02;272.11
pooled;;0to14;pnb;2019-03;272.05
pooled;;0to14;pnb;2019-04;271.94
pooled;;0to14;pnb;2019-05;271.79
pooled;;0to14;pnb;2019-06;271.59
pooled;;0to14;pnb;2019-07;271.35
pooled;;0to14;pnb;2019-08;271.07
pooled;;0to14;pnb;2019-09;270.76
pooled;;0to14;pnb;2019-10;270.41
pooled;;0to14;pnb;2019-11;270.04
pooled;;0to14;pnb;2019-12;269.65
pooled;;0to14;pnb;2019-13;269.25
pooled;;0to14;pnb;2019-14;268.83
pooled;;0to14;pnb;2019-15;268.41
pooled;;0to14;pnb;2019-16;267.99
pooled;;0to14;pnb;2019-17;267.58
pooled;;0to14;pnb;2019-18;267.18
pooled;;0to14;pnb;2019-19;266.79
pooled;;0to14;pnb;2019-20;266.42
pooled;;0to14;pnb;2019-21;266.07
pooled;;0to14;pnb;2019-22;265.74
pooled;;0to14;pnb;2019-23;265.44
pooled;;0to14;pnb;2019-24;265.15
pooled;;0to14;pnb;2019-25;264.9
pooled;;0to14;pnb;2019-26;264.67
pooled;;0to14;pnb;2019-27;264.46
pooled;;0to14;pnb;2019-28;264.29
pooled;;0to14;pnb;2019-29;264.14
pooled;;0to14;pnb;2019-30;264.02
pooled;;0to14;pnb;2019-31;263.92
pooled;;0to14;pnb;2019-32;263.86
pooled;;0to14;pnb;2019-33;263.81
pooled;;0to14;pnb;2019-34;263.8
pooled;;0to14;pnb;2019-35;263.81
pooled;;0to14;pnb;2019-36;263.85
pooled;;0to14;pnb;2019-37;263.91
pooled;;0to14;pnb;2019-38;263.99
pooled;;0to14;pnb;2019-39;264.09
pooled;;0to14;pnb;2019-40;264.22
pooled;;0to14;pnb;2019-41;264.36
pooled;;0to14;pnb;2019-42;264.51
pooled;;0to14;pnb;2019-43;264.68
pooled;;0to14;pnb;2019-44;264.85
pooled;;0to14;pnb;2019-45;265.03
pooled;;0to14;pnb;2019-46;265.21
pooled;;0to14;pnb;2019-47;265.38
pooled;;0to14;pnb;2019-48;265.55
pooled;;0to14;pnb;2019-49;265.69
pooled;;0to14;pnb;2019-50;265.82
pooled;;0to14;pnb;2019-51;265.92
pooled;;0to14;pnb;2019-52;265.98
pooled;;0to14;pnb;2020-01;266.02
pooled;;0to14;pnb;2020-02;266.01
pooled;;0to14;pnb;2020-03;265.96
pooled;;0to14;pnb;2020-04;265.87
pooled;;0to14;pnb;2020-05;265.74
pooled;;0to14;pnb;2020-06;265.56
pooled;;0to14;pnb;2020-07;265.34
pooled;;0to14;pnb;2020-08;265.09
pooled;;0to14;pnb;2020-09;264.8
pooled;;0to14;pnb;2020-10;264.47
pooled;;0to14;pnb;2020-11;264.12
pooled;;0to14;pnb;2020-12;263.75
pooled;;0to14;pnb;2020-13;263.37
pooled;;0to14;pnb;2020-14;262.97
pooled;;0to14;pnb;2020-15;262.57
pooled;;0to14;pnb;2020-16;262.17
pooled;;0to14;pnb;2020-17;261.77
pooled;;0to14;pnb;2020-18;261.39
pooled;;0to14;pnb;2020-19;261.01
pooled;;0to14;pnb;2020-20;260.65
pooled;;0to14;pnb;2020-21;260.31
pooled;;0to14;pnb;2020-22;259.99
pooled;;0to14;pnb;2020-23;259.7
pooled;;0to14;pnb;2020-24;259.42
pooled;;0to14;pnb;2020-25;259.17
pooled;;0to14;pnb;2020-26;258.95
pooled;;0to14;pnb;2020-27;258.75
pooled;;0to14;pnb;2020-28;258.58
pooled;;0to14;pnb;2020-29;258.44
pooled;;0to14;pnb;2020-30;258.32
pooled;;0to14;pnb;2020-31;258.23
pooled;;0to14;pnb;2020-32;258.16
pooled;;0to14;pnb;2020-33;258.12
pooled;;0to14;pnb;2020-34;258.1
pooled;;0to14;pnb;2020-35;258.11
pooled;;0to14;pnb;2020-36;258.15
pooled;;0to14;excess;2016-45;1.95
pooled;;0to14;excess;2016-46;-7.22
pooled;;0to14;excess;2016-47;-16.39
pooled;;0to14;excess;2016-48;25.47
pooled;;0to14;excess;2016-49;26.34
pooled;;0to14;excess;2016-50;6.24
pooled;;0to14;excess;2016-51;23.17
pooled;;0to14;excess;2016-52;32.14
pooled;;0to14;excess;2017-01;11.15
pooled;;0to14;excess;2017-02;3.2
pooled;;0to14;excess;2017-03;-5.7
pooled;;0to14;excess;2017-04;13.45
pooled;;0to14;excess;2017-05;35.64
pooled;;0to14;excess;2017-06;21.89
pooled;;0to14;excess;2017-07;3.17
pooled;;0to14;excess;2017-08;-5.5
pooled;;0to14;excess;2017-09;13.86
pooled;;0to14;excess;2017-10;30.25
pooled;;0to14;excess;2017-11;5.67
pooled;;0to14;excess;2017-12;-25.9
pooled;;0to14;excess;2017-13;-6.45
pooled;;0to14;excess;2017-14;5.01
pooled;;0to14;excess;2017-15;36.46
pooled;;0to14;excess;2017-16;9.92
pooled;;0to14;excess;2017-17;14.36
pooled;;0to14;excess;2017-18;13.8
pooled;;0to14;excess;2017-19;-15.79
pooled;;0to14;excess;2017-20;-6.39
pooled;;0to14;excess;2017-21;-13.01
pooled;;0to14;excess;2017-22;0.34
pooled;;0to14;excess;2017-23;23.67
pooled;;0to14;excess;2017-24;60.97
pooled;;0to14;excess;2017-25;-13.76
pooled;;0to14;excess;2017-26;26.48
pooled;;0to14;excess;2017-27;27.7
pooled;;0to14;excess;2017-28;-1.11
