2020-01-01;1159
2020-01-02;1224
2020-01-03;1226
2020-01-04;1240
2020-01-05;1196
2020-01-06;1166
2020-01-07;1180
2020-01-08;1332
2020-01-09;1271
2020-01-10;1375
2020-01-11;1348
2020-01-12;1256
2020-01-13;1260
2020-01-14;1337
2020-01-15;1352
2020-01-16;1332
2020-01-17;1478
2020-01-18;1376
2020-01-19;1291
2020-01-20;1231
2020-01-21;1388
2020-01-22;1388
2020-01-23;1360
2020-01-24;1402
2020-01-25;1334
2020-01-26;1295
2020-01-27;1334
2020-01-28;1354
2020-01-29;1398
2020-01-30;1394
2020-01-31;1406
2020-02-01;1312
2020-02-02;1272
2020-02-03;1284
2020-02-04;1304
2020-02-05;1302
2020-02-06;1264
2020-02-07;1270
2020-02-08;1191
2020-02-09;1150
2020-02-10;1152
2020-02-11;1235
2020-02-12;1232
2020-02-13;1284
2020-02-14;1192
2020-02-15;1208
2020-02-16;1074
2020-02-17;1121
2020-02-18;1129
2020-02-19;1089
2020-02-20;1184
2020-02-21;1157
2020-02-22;1173
2020-02-23;1088
2020-02-24;1141
2020-02-25;1124
2020-02-26;1126
2020-02-27;1219
2020-02-28;1124
2020-02-29;1142
2020-03-01;1054
2020-03-02;1111
2020-03-03;1147
2020-03-04;1137
2020-03-05;1172
2020-03-06;1172
2020-03-07;1147
2020-03-08;1119
2020-03-09;1097
2020-03-10;1200
2020-03-11;1237
2020-03-12;1209
2020-03-13;1283
2020-03-14;1250
2020-03-15;1269
2020-03-16;1273
2020-03-17;1348
2020-03-18;1416
2020-03-19;1560
2020-03-20;1722
2020-03-21;1811
2020-03-22;1711
2020-03-23;1905
2020-03-24;2145
2020-03-25;2233
2020-03-26;2256
2020-03-27;2383
2020-03-28;2398
2020-03-29;2205
2020-03-30;2317
2020-03-31;2466
2020-04-01;2429
2020-04-02;2361
2020-04-03;2378
2020-04-04;2121
2020-04-05;2145
2020-04-06;2092
2020-04-07;2211
2020-04-08;2162
2020-04-09;1998
2020-04-10;1963
2020-04-11;1838
2020-04-12;1731
2020-04-13;1754
2020-04-14;1696
2020-04-15;1657
2020-04-16;1563
2020-04-17;1582
2020-04-18;1523
2020-04-19;1386
2020-04-20;1338
2020-04-21;1457
2020-04-22;1291
2020-04-23;1235
2020-04-24;1308
2020-04-25;1233
2020-04-26;1138
2020-04-27;1193
2020-04-28;1178
2020-04-29;1134
2020-04-30;1101
2020-05-01;1097
2020-05-02;1133
2020-05-03;1098
2020-05-04;1078
2020-05-05;1191
2020-05-06;1124
2020-05-07;1140
2020-05-08;1081
