Fecha,2015,2016,2017,2018,2019,2020,2021,2022,2023,INE2018
2020-09-23,951.48,1056.45,1097.03,954.37,981.3,1197.61,1103.99,1109.08,,1172
2020-09-24,1022.58,1029.56,1050.03,1040.23,1030.45,1158.19,1154.8,1049.64,,1172
2020-09-25,1003.93,913.36,1107.94,1042.45,1037.92,1208.54,1119.22,988.59,,1172
2020-09-26,992.99,1005.05,1072.55,1114.27,1019.08,1127.34,938.96,1037.36,,1172
2020-09-27,946.35,990.87,1075.14,1058.6,1097.47,1151.43,981.77,1068.3,,1172
2020-09-28,957.72,1043.55,1059.32,1074.24,1039,1183.16,1093.52,1120.35,,1172
2020-09-29,970.41,1019.89,1138.83,1064.78,976.95,1158.22,1034.43,1106.47,,1172
2020-09-30,958.84,1044.25,1091.45,991.61,980.37,1202.87,1145.38,1055.02,,1172
2020-10-01,1039.87,1051.19,1011.82,1025.11,1093.93,1234.74,1115,1142.88,,1172
2020-10-02,992.56,998.76,1050.18,1044.91,1053.19,1205.54,1156.79,1042.17,,1172
2020-10-03,1021.41,1026.57,1139.25,1093.11,1006.41,1226.39,1068.55,1136.97,,1172
2020-10-04,991.59,1025.28,1053.8,1060.71,1050.8,1107.12,1027.39,1151.3,,1172
2020-10-05,1030.32,1032.29,1102.45,1066.49,998.87,1189.38,1049.94,1159.99,,1172
2020-10-06,1090.65,1021.41,1118.56,1069.45,937.4,1194.76,1185.2,1165.33,,1172
2020-10-07,1005.57,1073.94,1082.95,986.65,1022.33,1310.24,1088.81,1186.78,,1172
2020-10-08,1014.56,1054.91,999.78,968.31,1060.78,1251.44,1184.4,1123.91,,1172
2020-10-09,1098.55,986.55,1008.26,1090.45,1105.27,1343.51,1064.51,1111.65,,1172
2020-10-10,986.27,963.69,1047.69,1133.22,1073.08,1261.92,995.31,1130.97,,1172
2020-10-11,971.97,1090.73,1068.95,1083.68,1142.26,1177.19,1046.5,1105.72,,1172
2020-10-12,987,1033.62,1100.53,1142.99,1102.15,1126.79,1039.67,1140.42,,1172
2020-10-13,1044.19,1027.33,1071.39,1095.79,983.08,1237.69,1083.04,1123.39,,1172
2020-10-14,1016.95,1024.3,1066.63,1032.97,1051.97,1244.1,1118.97,1168.57,,1172
2020-10-15,1050.37,1031.06,989.32,1008.73,1048.75,1245.53,1144.18,1140.17,,1172
2020-10-16,1041.85,1009.34,1038.46,1066.58,1143.18,1316.1,1184.55,1054.24,,1172
2020-10-17,1076.07,1005.69,1146.25,1129.87,1149.26,1289.98,1072.96,1166.43,,1172
2020-10-18,1012.47,1069.02,1150.3,1109.61,1117.31,1238.78,1058.15,1201.49,,1172
2020-10-19,1000.29,1060.72,1062.41,1094.16,1025.16,1350.41,1204.99,1171.82,,1172
2020-10-20,1077.86,1065.73,1087.1,1056.41,986.34,1393.85,1243.54,1237.42,,1172
2020-10-21,1091.21,1059.89,1098.2,1030.24,1041.39,1424.75,1129.82,1164.92,,1172
2020-10-22,1050.89,1044.18,1004.84,988.42,1193.95,1378.39,1120.52,1185.61,,1172
2020-10-23,1096.03,990.26,965.28,1106.55,1073.51,1387.26,1089.94,1105.16,,1172
2020-10-24,1017.96,1066.6,1079.94,1023.52,1133.61,1355.95,977.49,1118.2,,1172
2020-10-25,1062.26,1061.69,1062.28,1052.91,1092.96,1335.35,1081.09,1184.68,,1172
2020-10-26,1098.59,1126.11,1112.7,1088.11,1127.01,1311.44,1182.23,1136.4,,1172
2020-10-27,1019.28,1126.87,1101.91,1112.7,1024.88,1389.16,1139.27,1188.26,,1172
2020-10-28,1046.25,1158.82,1091.06,1125.44,1087.87,1336.49,1188.51,1135.09,,1172
2020-10-29,1074.25,1089.49,999.05,1099.87,1139.26,1409.9,1192.25,1167.82,,1172
2020-10-30,1096.7,1018.1,1067.9,1104.88,1072.96,1465,1255.69,1123.93,,1172
2020-10-31,1044.83,1013.79,1106.46,1170.73,1120.15,1506.63,1232.7,1165.49,,1172
2020-11-01,1128.9,1050.87,1129.65,1141.45,1179.77,1346.8,1098.39,1027.42,,1172
2020-11-02,1044.8,1048.1,1080.66,1129.34,1175.25,1463.78,1095.04,1127.09,,1172
2020-11-03,1089.6,1044.75,1150.77,1211.22,1067.41,1535.22,1098.81,1173.82,,1172
2020-11-04,1092,1100.61,1061.81,1126.82,1131.09,1500.12,1134.6,1129.79,,1172
2020-11-05,1066.32,1094.33,1027.82,1094.28,1150.9,1520.59,1190.52,1067.58,,1172
2020-11-06,1137.6,1010.76,1060.55,1170.31,1077.25,1576.16,1188.01,1052.81,,1172
2020-11-07,1067.19,1032.23,1056.7,1183.5,1068.57,1471.04,1068.95,1101.59,,1172
2020-11-08,1040.97,1024.46,1166.68,1142.98,1176.98,1458.03,1201.58,1170.11,,1172
2020-11-09,1056.53,1082.48,1091.06,1218.13,1130.83,1449.49,1363.24,1233.88,,1172
2020-11-10,1077.38,1188.72,1059.77,1170.79,1094.51,1507.1,1307.64,1196.9,,1172
2020-11-11,1117.94,1208.86,1179.61,1186.11,1095.2,1476.05,1257.86,1269.67,,1172
2020-11-12,1053.54,1150.45,1163.72,1154.19,1177.47,1457.15,1272.22,1151.25,,1172
2020-11-13,1033.36,1168.15,1083.56,1210.35,1207.03,1516.53,1226.34,1164.28,,1172
2020-11-14,1069.13,1178.06,1191.75,1109.2,1237.61,1364.17,1176.41,1179.86,,1172
2020-11-15,1040.14,1119.51,1152.79,1173.3,1176.66,1415.82,1234.82,1204.54,,1172
2020-11-16,1059.62,1172.23,1189.81,1223.07,1176.91,1451.84,1285.68,1239.84,,1172
2020-11-17,1001.57,1110.02,1213.57,1197.33,1140.57,1462.64,1306.64,1268.42,,1172
2020-11-18,1129.93,1269.79,1239.55,1065.18,1125.97,1454.91,1259.24,1290.87,,1172
2020-11-19,1107.69,1198.88,1157.96,1111.64,1238.13,1434.79,1271.94,1171.53,,1172
2020-11-20,1033.52,1160.04,1152.8,1183.24,1252.55,1458.73,1271.43,1121.61,,1172
2020-11-21,1134.79,1146.72,1164.94,1142.03,1210.81,1334.17,1220.72,1171.6,,1172
2020-11-22,1084.51,1187.97,1222.99,1167.53,1260.57,1268.04,1351.28,1287.1,,1172
2020-11-23,1010.91,1200.66,1174.39,1162.35,1238.24,1389.32,1374.58,1239.37,,1172
2020-11-24,1092.17,1134.27,1255.44,1164.84,1076.96,1377.13,1270.77,1202.24,,1172
2020-11-25,1149.45,1142.05,1222.69,1101.94,1179.07,1381.64,1247.88,1276.15,,1172
2020-11-26,1220.17,1195.65,1168.99,1148.45,1274.65,1514.5,1285.75,1231.59,,1172
2020-11-27,1163.07,1202.2,1087.79,1143.35,1231.15,1456.6,1247.31,1165.68,,1172
2020-11-28,1191.59,1131.46,1237.93,1152.87,1264.36,1338.93,1132.06,1267.82,,1172
2020-11-29,1133.04,1190.72,1253.21,1213.14,1269.39,1240.1,1265.9,1247.42,,1172
2020-11-30,1126.39,1169.12,1205.28,1189.7,1174.06,1299.12,1373.28,1297.42,,1172
2020-12-01,1149.54,1265.05,1228.07,1191.57,1123.95,1362.86,1411.79,1331.21,,1172
2020-12-02,1193.8,1296.8,1218.69,1107.1,1134.83,1450.82,1375.34,1360.01,,1172
2020-12-03,1176.79,1256.57,1165.67,1144.66,1217.22,1459.14,1374.94,1328.67,,1172
2020-12-04,1218.06,1153.93,1226.28,1184.71,1181.58,1447.45,1344.62,1252.59,,1172
2020-12-05,1225.98,1177.17,1265.28,1303.25,1181.52,1365.08,1275.95,1386.05,,1172
2020-12-06,1138.95,1209.19,1218.9,1164.07,1175.42,1323.36,1237.81,1324.7,,1172
2020-12-07,1163.07,1228.09,1215.61,1135.35,1120.88,1287.37,1316.67,1350.69,,1172
2020-12-08,1162.12,1165.69,1277.02,1164.26,1145.39,1353.9,1298.45,1372.45,,1172
2020-12-09,1155.43,1176.81,1238.89,1050.86,1169.18,1401.86,1272.94,1373.57,,1172
2020-12-10,1150.04,1206.68,1286.63,1192.02,1161.84,1443.98,1317.51,1389.8,,1172
2020-12-11,1220.53,1123.88,1370.77,1129.88,1249.34,1477.88,1344.17,1363.6,,1172
2020-12-12,1171.58,1145.18,1291.72,1309.2,1243.43,1360.27,1284.67,1355.32,,1172
2020-12-13,1146.76,1227.24,1347.75,1263.3,1318.87,1322.65,1280.21,1413.02,,1172
2020-12-14,1186.21,1245.18,1358.18,1243.97,1196.11,1379,1364.46,1431.69,,1172
2020-12-15,1193.84,1291.77,1404.1,1191.75,1192.56,1419.54,1390.78,1469.03,,1172
2020-12-16,1240.05,1290.54,1375.65,1140.74,1182.21,1334.24,1397.89,1349.2,,1172
2020-12-17,1231.02,1317.53,1295.07,1153,1183.49,1302.78,1461.87,1330.49,,1172
2020-12-18,1217.44,1226.47,1284.17,1209.85,1266.32,1427.91,1358.88,1209.11,,1172
2020-12-19,1238.21,1258.21,1361.02,1231.11,1218.7,1317.76,1296.2,1366.06,,1172
2020-12-20,1151.9,1286.63,1401.53,1293.24,1347.72,1303.9,1391.07,1445.81,,1172
2020-12-21,1158.2,1247.01,1437.46,1222.57,1271.03,1262.76,1443.92,1415.84,,1172
2020-12-22,1181.46,1342.63,1475.71,1269.98,1158.5,1344.97,1406.26,1415.43,,1172
2020-12-23,1168.68,1324.65,1462.48,1237.85,1212.56,1401.36,1486.79,1477.29,,1172
2020-12-24,1175.69,1307.15,1349.43,1194.46,1262.08,1301.79,1415.58,1429.66,,1172
2020-12-25,1184.7,1359.76,1383.19,1189.2,1204.92,1318.63,1355.57,1268.96,,1172
2020-12-26,1130.27,1342.99,1488.94,1244.68,1176.09,1270.13,1357.13,1340.84,,1172
2020-12-27,1162.18,1410.68,1569.6,1308.81,1271.87,1269.56,1404.6,1351.94,,1172
2020-12-28,1194.82,1399.12,1513.12,1342.48,1216.95,1354.11,1469.49,1444.4,,1172
2020-12-29,1279.5,1436.29,1585.5,1307.27,1194.7,1363.65,1443.39,1480.79,,1172
2020-12-30,1269.93,1450.78,1527.98,1230.52,1185.43,1406.5,1416.82,1400.46,,1172
2020-12-31,1220.87,1529.19,1494.4,1181.88,1217.92,1433.9,1380.91,1345.83,,1172
2021-01-01,,,,,,,,,,1172
