2018;427721
2017;424523
2016;410611
2015;422568
2014;395830
2013;390419
2012;402950
2011;387911
2010;382047
2009;384933
2008;386324
2007;385361
2006;371478
2005;387355
2004;371934
2003;384828
2002;368618
2001;360131
2000;360391
1999;371102
1998;360511
1997;349521
1996;351449
1995;346227
1994;338242
1993;339661
1992;331515
