Fecha,MoMoOld fitxers fins 2020-05-27,MoMoOld2 fitxers fins 2022-04-26,MoMoOld3 fitxers fins 2022-12-20,MoMo fitxers fins el més actual,INE2018
2018-12-12,1214,1229,1309.2,1309.2,1172
2018-12-13,1168,1189,1263.3,1263.3,1172
2018-12-14,1160,1172,1243.97,1243.97,1172
2018-12-15,1108,1124,1191.75,1191.75,1172
2018-12-16,1044,1072,1140.74,1140.74,1172
2018-12-17,1066,1088,1153,1153,1172
2018-12-18,1110,1138,1209.85,1209.85,1172
2018-12-19,1125,1161,1231.11,1231.11,1172
2018-12-20,1152,1217,1293.24,1293.24,1172
2018-12-21,1093,1156,1222.57,1222.57,1172
2018-12-22,1131,1197,1269.98,1269.98,1172
2018-12-23,1075,1165,1237.85,1237.85,1172
2018-12-24,1037,1129,1194.46,1194.46,1172
2018-12-25,1039,1112,1189.2,1189.2,1172
2018-12-26,1124,1173,1244.68,1244.68,1172
2018-12-27,1179,1227,1308.81,1308.81,1172
2018-12-28,1218,1263,1342.48,1342.48,1172
2018-12-29,1159,1237,1307.27,1307.27,1172
2018-12-30,1072,1163,1230.52,1230.52,1172
2018-12-31,1012,1111,1181.88,1181.88,1172
2019-01-01,1166,1166,1253.69,1253.69,1172
2019-01-02,1233,1233,1328.16,1328.16,1172
2019-01-03,1270,1270,1383.67,1383.67,1172
2019-01-04,1308,1308,1402.3,1402.3,1172
2019-01-05,1305,1305,1402.08,1402.08,1172
2019-01-06,1225,1226,1327.27,1327.27,1172
2019-01-07,1291,1291,1387.57,1387.57,1172
2019-01-08,1322,1322,1418.04,1418.04,1172
2019-01-09,1450,1450,1568.58,1568.58,1172
2019-01-10,1372,1372,1468.49,1468.49,1172
2019-01-11,1316,1316,1420.4,1420.4,1172
2019-01-12,1391,1391,1493.88,1493.88,1172
2019-01-13,1343,1343,1445.82,1445.82,1172
2019-01-14,1362,1362,1453.81,1453.81,1172
2019-01-15,1429,1429,1530.55,1530.55,1172
2019-01-16,1517,1517,1622.84,1622.84,1172
2019-01-17,1376,1376,1485.22,1485.22,1172
2019-01-18,1449,1449,1543.78,1543.78,1172
2019-01-19,1484,1484,1587.84,1587.84,1172
2019-01-20,1327,1327,1427,1427,1172
2019-01-21,1357,1357,1449.33,1449.33,1172
2019-01-22,1331,1331,1427.34,1427.34,1172
2019-01-23,1375,1375,1479.44,1479.44,1172
2019-01-24,1387,1387,1509.96,1509.96,1172
2019-01-25,1385,1385,1494.68,1494.68,1172
2019-01-26,1386,1386,1519.25,1519.25,1172
2019-01-27,1371,1371,1494.45,1494.45,1172
2019-01-28,1330,1330,1427.18,1427.18,1172
2019-01-29,1364,1364,1451.27,1451.27,1172
2019-01-30,1320,1320,1422.94,1422.94,1172
2019-01-31,1491,1491,1590.05,1590.05,1172
2019-02-01,1471,1471,1580.3,1580.3,1172
2019-02-02,1307,1307,1396.58,1396.58,1172
2019-02-03,1224,1224,1304.17,1304.17,1172
2019-02-04,1256,1256,1347.77,1347.77,1172
2019-02-05,1323,1323,1416.77,1416.77,1172
2019-02-06,1391,1391,1487.27,1487.27,1172
2019-02-07,1302,1302,1398.03,1398.03,1172
2019-02-08,1392,1392,1479.07,1479.07,1172
2019-02-09,1321,1321,1425.04,1425.04,1172
2019-02-10,1187,1188,1276.45,1276.45,1172
2019-02-11,1261,1261,1343.99,1343.99,1172
2019-02-12,1269,1269,1371.67,1371.67,1172
2019-02-13,1349,1349,1445.58,1445.58,1172
2019-02-14,1297,1297,1403.96,1403.96,1172
2019-02-15,1278,1278,1371.53,1371.53,1172
2019-02-16,1246,1246,1347.5,1347.5,1172
2019-02-17,1187,1187,1273.15,1273.15,1172
2019-02-18,1228,1228,1325.86,1325.86,1172
2019-02-19,1338,1338,1451.81,1451.81,1172
2019-02-20,1291,1291,1395.32,1395.32,1172
2019-02-21,1233,1233,1328.13,1328.13,1172
2019-02-22,1215,1215,1318.65,1318.65,1172
2019-02-23,1233,1233,1327.58,1327.58,1172
2019-02-24,1159,1159,1240.31,1240.31,1172
2019-02-25,1111,1111,1203.45,1203.45,1172
2019-02-26,1213,1213,1291.09,1291.09,1172
2019-02-27,1279,1279,1387.7,1387.7,1172
2019-02-28,1209,1209,1300.28,1300.28,1172
2019-03-01,1283,1283,1372.86,1372.86,1172
2019-03-02,1168,1168,1255.81,1255.81,1172
2019-03-03,1218,1219,1303.93,1303.93,1172
2019-03-04,1248,1248,1330.17,1330.17,1172
2019-03-05,1229,1229,1305.05,1305.05,1172
2019-03-06,1239,1239,1318.68,1318.68,1172
2019-03-07,1182,1182,1275,1275,1172
2019-03-08,1116,1116,1197.26,1197.26,1172
2019-03-09,1118,1118,1201.01,1201.01,1172
2019-03-10,1089,1090,1159.59,1159.59,1172
2019-03-11,1139,1139,1214.52,1214.52,1172
2019-03-12,1187,1187,1268.37,1268.37,1172
2019-03-13,1112,1112,1197.08,1197.08,1172
2019-03-14,1066,1066,1146.54,1146.54,1172
2019-03-15,1122,1122,1202.87,1202.87,1172
2019-03-16,1156,1156,1241.49,1241.49,1172
2019-03-17,1015,1015,1093.52,1093.52,1172
2019-03-18,1068,1068,1152.87,1152.87,1172
2019-03-19,1131,1131,1206.51,1206.51,1172
2019-03-20,1094,1094,1176.46,1176.46,1172
2019-03-21,1137,1137,1212.36,1212.36,1172
2019-03-22,1102,1102,1185.28,1185.28,1172
2019-03-23,1029,1029,1114.04,1114.04,1172
2019-03-24,1061,1061,1141.15,1141.15,1172
2019-03-25,1057,1057,1138.63,1138.63,1172
2019-03-26,1155,1155,1241.67,1241.67,1172
2019-03-27,1098,1098,1190.39,1190.39,1172
2019-03-28,1142,1142,1223.32,1223.32,1172
2019-03-29,1110,1110,1199.65,1199.65,1172
2019-03-30,1132,1133,1224.14,1224.14,1172
2019-03-31,1046,1046,1118.82,1118.82,1172
2019-04-01,1113,1113,1205.58,1205.58,1172
2019-04-02,1080,1080,1157.6,1157.6,1172
2019-04-03,1154,1157,1228.1,1228.1,1172
2019-04-04,1097,1107,1171.86,1171.86,1172
2019-04-05,1140,1148,1212.73,1212.73,1172
2019-04-06,1165,1176,1245.31,1245.31,1172
2019-04-07,1002,1012,1078.45,1078.45,1172
2019-04-08,1083,1101,1169.33,1169.33,1172
2019-04-09,1042,1049,1111.45,1111.45,1172
2019-04-10,1144,1155,1226.69,1226.69,1172
2019-04-11,1095,1105,1175.16,1175.16,1172
2019-04-12,1124,1135,1204.06,1204.06,1172
2019-04-13,1092,1105,1172.55,1172.55,1172
2019-04-14,1052,1066,1132.49,1132.49,1172
2019-04-15,1142,1150,1219.56,1219.56,1172
2019-04-16,1114,1131,1204.25,1204.25,1172
2019-04-17,1076,1092,1155.67,1155.67,1172
2019-04-18,1112,1130,1197.37,1197.37,1172
2019-04-19,993,1013,1071.18,1071.18,1172
2019-04-20,982,998,1059.58,1059.58,1172
2019-04-21,989,1011,1075.39,1075.39,1172
2019-04-22,1015,1039,1107.67,1107.67,1172
2019-04-23,1017,1050,1114.76,1114.76,1172
2019-04-24,1019,1041,1104.96,1104.96,1172
2019-04-25,1081,1101,1171.3,1171.3,1172
2019-04-26,1062,1088,1154.25,1154.25,1172
2019-04-27,1100,1120,1187.83,1187.83,1172
2019-04-28,1025,1049,1109.8,1109.8,1172
2019-04-29,1059,1083,1154.3,1154.3,1172
2019-04-30,1099,1122,1192.03,1192.03,1172
2019-05-01,1062,1073,1147.34,1147.34,1172
2019-05-02,1052,1050,1114.48,1114.48,1172
2019-05-03,1069,1071,1140.32,1140.32,1172
2019-05-04,1094,1102,1170.22,1170.22,1172
2019-05-05,942,946,1004.08,1004.08,1172
2019-05-06,1001,1008,1066.19,1066.19,1172
2019-05-07,1122,1128,1201.14,1201.14,1172
2019-05-08,1118,1127,1199.26,1199.26,1172
2019-05-09,1072,1085,1149.68,1149.68,1172
2019-05-10,1051,1061,1122.64,1122.64,1172
2019-05-11,1034,1045,1110.17,1110.17,1172
2019-05-12,968,977,1034.19,1034.19,1172
2019-05-13,1015,1028,1093.33,1093.33,1172
2019-05-14,1055,1067,1130.79,1130.79,1172
2019-05-15,1109,1112,1181.92,1181.92,1172
2019-05-16,1057,1065,1134.37,1134.37,1172
2019-05-17,1016,1024,1094.22,1094.22,1172
2019-05-18,974,980,1050.07,1050.07,1172
2019-05-19,932,941,995.12,995.12,1172
2019-05-20,977,986,1046.14,1046.14,1172
2019-05-21,1025,1035,1101.83,1101.83,1172
2019-05-22,1057,1067,1137.96,1137.96,1172
2019-05-23,1054,1063,1132.15,1132.15,1172
2019-05-24,1049,1063,1128.27,1128.27,1172
2019-05-25,978,991,1049.37,1049.37,1172
2019-05-26,986,998,1058.58,1058.58,1172
2019-05-27,1005,1018,1082.59,1082.59,1172
2019-05-28,1043,1055,1123.44,1123.44,1172
2019-05-29,1057,1075,1138.87,1138.87,1172
2019-05-30,1015,1023,1083.57,1083.57,1172
2019-05-31,1091,1097,1163.43,1163.43,1172
2019-06-01,1058,1071,1135.76,1135.76,1172
2019-06-02,975,982,1043.49,1043.49,1172
2019-06-03,1022,1027,1090.03,1090.03,1172
2019-06-04,1106,1110,1182.79,1182.79,1172
2019-06-05,1053,1056,1122.6,1122.6,1172
2019-06-06,1077,1078,1147.09,1147.09,1172
2019-06-07,996,1009,1076,1076,1172
2019-06-08,988,999,1054.82,1054.82,1172
2019-06-09,910,916,972.64,972.64,1172
2019-06-10,920,930,992.3,992.3,1172
2019-06-11,964,979,1043.26,1043.26,1172
2019-06-12,953,955,1013.46,1013.46,1172
2019-06-13,948,958,1014.73,1014.73,1172
2019-06-14,1023,1036,1101.81,1101.81,1172
2019-06-15,1007,1015,1082.16,1082.16,1172
2019-06-16,854,868,924.63,924.63,1172
2019-06-17,934,944,1008.98,1008.98,1172
2019-06-18,1027,1036,1102.77,1102.77,1172
2019-06-19,1028,1039,1103.95,1103.95,1172
2019-06-20,1041,1050,1111.85,1111.85,1172
2019-06-21,960,973,1036.61,1036.61,1172
2019-06-22,983,1002,1058.63,1058.63,1172
2019-06-23,996,1026,1087.34,1087.34,1172
2019-06-24,938,962,1026.83,1026.83,1172
2019-06-25,999,1012,1078.46,1078.46,1172
2019-06-26,1009,1029,1096.95,1096.95,1172
2019-06-27,1072,1086,1152.13,1152.13,1172
2019-06-28,1055,1086,1158.87,1158.87,1172
2019-06-29,1042,1059,1127.53,1127.53,1172
2019-06-30,969,998,1063.34,1063.34,1172
2019-07-01,1074,1078,1149.97,1149.97,1172
2019-07-02,1115,1126,1209.04,1209.04,1172
2019-07-03,1067,1075,1144.23,1144.23,1172
2019-07-04,1093,1106,1179.78,1179.78,1172
2019-07-05,1120,1127,1195.03,1195.03,1172
2019-07-06,1117,1122,1193.77,1193.77,1172
2019-07-07,1036,1046,1116.81,1116.81,1172
2019-07-08,1026,1029,1087.45,1087.45,1172
2019-07-09,992,1000,1060.32,1060.32,1172
2019-07-10,988,999,1061.72,1061.72,1172
2019-07-11,1031,1039,1103.1,1103.1,1172
2019-07-12,1085,1101,1165.71,1165.71,1172
2019-07-13,1035,1046,1117.63,1117.63,1172
2019-07-14,930,938,996.69,996.69,1172
2019-07-15,956,969,1026.3,1026.3,1172
2019-07-16,1052,1060,1124.81,1124.81,1172
2019-07-17,968,993,1051.99,1051.99,1172
2019-07-18,979,992,1053.2,1053.2,1172
2019-07-19,994,1005,1068.9,1068.9,1172
2019-07-20,977,997,1056.63,1056.63,1172
2019-07-21,955,969,1039.06,1039.06,1172
2019-07-22,926,936,1000.13,1000.13,1172
2019-07-23,1017,1049,1121.11,1121.11,1172
2019-07-24,1028,1050,1112.48,1112.48,1172
2019-07-25,1069,1088,1156.01,1156.01,1172
2019-07-26,1037,1052,1121.65,1121.65,1172
2019-07-27,967,985,1046.44,1046.44,1172
2019-07-28,928,948,1002.65,1002.65,1172
2019-07-29,945,965,1021.97,1021.97,1172
2019-07-30,953,969,1025.55,1025.55,1172
2019-07-31,984,1004,1063.84,1063.84,1172
2019-08-01,999,1011,1077.77,1077.77,1172
2019-08-02,1002,1005,1063.85,1063.85,1172
2019-08-03,942,950,1012.05,1012.05,1172
2019-08-04,904,912,968.16,968.16,1172
2019-08-05,909,912,967.99,967.99,1172
2019-08-06,984,993,1054.44,1054.44,1172
2019-08-07,1051,1068,1130.96,1130.96,1172
2019-08-08,1072,1075,1143.73,1143.73,1172
2019-08-09,1037,1043,1109.81,1109.81,1172
2019-08-10,964,975,1026.57,1026.57,1172
2019-08-11,919,931,987.9,987.9,1172
2019-08-12,895,909,965.64,965.64,1172
2019-08-13,970,981,1040.41,1040.41,1172
2019-08-14,953,963,1025.93,1025.93,1172
2019-08-15,1018,1031,1089.69,1089.69,1172
2019-08-16,902,912,966.51,966.51,1172
2019-08-17,1036,1050,1114.19,1114.19,1172
2019-08-18,969,973,1031.57,1031.57,1172
2019-08-19,922,943,998.32,998.32,1172
2019-08-20,934,944,1002.84,1002.84,1172
2019-08-21,921,942,1002.19,1002.19,1172
2019-08-22,925,943,1001.74,1001.74,1172
2019-08-23,966,993,1060.51,1060.51,1172
2019-08-24,915,941,996.85,996.85,1172
2019-08-25,910,943,1004.9,1004.9,1172
2019-08-26,924,939,992.21,992.21,1172
2019-08-27,947,955,1015.18,1015.18,1172
2019-08-28,909,931,989.24,989.24,1172
2019-08-29,947,958,1016.34,1016.34,1172
2019-08-30,989,1016,1079.91,1079.91,1172
2019-08-31,977,976,1027.58,1027.58,1172
2019-09-01,815,821,874.44,874.44,1172
2019-09-02,935,940,1002.51,1002.51,1172
2019-09-03,940,945,998.64,998.64,1172
2019-09-04,998,1005,1068.18,1068.18,1172
2019-09-05,990,995,1058.06,1058.06,1172
2019-09-06,950,955,1011.03,1011.03,1172
2019-09-07,889,901,955.52,955.52,1172
2019-09-08,899,908,958.49,958.49,1172
2019-09-09,905,915,968,968,1172
2019-09-10,971,981,1048.41,1048.41,1172
2019-09-11,912,916,972.06,972.06,1172
2019-09-12,950,960,1020.59,1020.59,1172
2019-09-13,1008,1015,1079.27,1079.27,1172
2019-09-14,977,988,1050.15,1050.15,1172
2019-09-15,895,912,963.98,963.98,1172
2019-09-16,917,931,985.49,985.49,1172
2019-09-17,990,1001,1071.72,1071.72,1172
2019-09-18,928,940,989.31,989.31,1172
2019-09-19,1009,1026,1085.45,1085.45,1172
2019-09-20,920,937,996.57,996.57,1172
2019-09-21,940,953,1005.58,1005.58,1172
2019-09-22,911,928,982.38,982.38,1172
2019-09-23,916,929,981.3,981.3,1172
2019-09-24,954,972,1030.45,1030.45,1172
2019-09-25,959,976,1037.92,1037.92,1172
2019-09-26,940,959,1019.08,1019.08,1172
2019-09-27,1018,1032,1097.47,1097.47,1172
2019-09-28,960,978,1039,1039,1172
2019-09-29,915,920,976.95,976.95,1172
2019-09-30,909,926,980.37,980.37,1172
2019-10-01,1027,1034,1093.93,1093.93,1172
2019-10-02,996,998,1053.19,1053.19,1172
2019-10-03,940,949,1006.41,1006.41,1172
2019-10-04,987,991,1050.8,1050.8,1172
2019-10-05,931,940,998.87,998.87,1172
2019-10-06,873,884,937.4,937.4,1172
2019-10-07,950,963,1022.33,1022.33,1172
2019-10-08,988,999,1060.78,1060.78,1172
2019-10-09,1031,1037,1105.27,1105.27,1172
2019-10-10,999,1011,1073.08,1073.08,1172
2019-10-11,1069,1073,1142.26,1142.26,1172
2019-10-12,1028,1034,1102.15,1102.15,1172
2019-10-13,917,926,983.08,983.08,1172
2019-10-14,978,991,1051.97,1051.97,1172
2019-10-15,969,982,1048.75,1048.75,1172
2019-10-16,1065,1076,1143.18,1143.18,1172
2019-10-17,1067,1078,1149.26,1149.26,1172
2019-10-18,1046,1050,1117.31,1117.31,1172
2019-10-19,954,966,1025.16,1025.16,1172
2019-10-20,915,930,986.34,986.34,1172
2019-10-21,978,984,1041.39,1041.39,1172
2019-10-22,1102,1123,1193.95,1193.95,1172
2019-10-23,987,1006,1073.51,1073.51,1172
2019-10-24,1049,1066,1133.61,1133.61,1172
2019-10-25,1010,1028,1092.96,1092.96,1172
2019-10-26,1045,1057,1127.01,1127.01,1172
2019-10-27,949,969,1024.88,1024.88,1172
2019-10-28,1012,1029,1087.87,1087.87,1172
2019-10-29,1068,1074,1139.26,1139.26,1172
2019-10-30,990,1012,1072.96,1072.96,1172
2019-10-31,1054,1058,1120.15,1120.15,1172
2019-11-01,1106,1112,1179.77,1179.77,1172
2019-11-02,1097,1103,1175.25,1175.25,1172
2019-11-03,992,1006,1067.41,1067.41,1172
2019-11-04,1061,1065,1131.09,1131.09,1172
2019-11-05,1071,1084,1150.9,1150.9,1172
2019-11-06,1005,1021,1077.25,1077.25,1172
2019-11-07,1012,1016,1068.57,1068.57,1172
2019-11-08,1108,1114,1176.98,1176.98,1172
2019-11-09,1061,1062,1130.83,1130.83,1172
2019-11-10,1025,1031,1094.51,1094.51,1172
2019-11-11,1017,1030,1095.2,1095.2,1172
2019-11-12,1102,1110,1177.47,1177.47,1172
2019-11-13,1119,1133,1207.03,1207.03,1172
2019-11-14,1160,1168,1237.61,1237.61,1172
2019-11-15,1105,1113,1176.66,1176.66,1172
2019-11-16,1095,1110,1176.91,1176.91,1172
2019-11-17,1058,1071,1140.57,1140.57,1172
2019-11-18,1055,1063,1125.97,1125.97,1172
2019-11-19,1152,1169,1238.13,1238.13,1172
2019-11-20,1162,1179,1252.55,1252.55,1172
2019-11-21,1131,1142,1210.81,1210.81,1172
2019-11-22,1177,1191,1260.57,1260.57,1172
2019-11-23,1150,1166,1238.24,1238.24,1172
2019-11-24,987,1017,1076.96,1076.96,1172
2019-11-25,1083,1112,1179.07,1179.07,1172
2019-11-26,1179,1203,1274.65,1274.65,1172
2019-11-27,1144,1157,1231.15,1231.15,1172
2019-11-28,1172,1194,1264.36,1264.36,1172
2019-11-29,1176,1195,1269.39,1269.39,1172
2019-11-30,1086,1105,1174.06,1174.06,1172
2019-12-01,1061,1062,1123.95,1123.95,1172
2019-12-02,1061,1074,1134.83,1134.83,1172
2019-12-03,1135,1146,1217.22,1217.22,1172
2019-12-04,1099,1114,1181.58,1181.58,1172
2019-12-05,1102,1117,1181.52,1181.52,1172
2019-12-06,1099,1109,1175.42,1175.42,1172
2019-12-07,1046,1054,1120.88,1120.88,1172
2019-12-08,1067,1079,1145.39,1145.39,1172
2019-12-09,1089,1102,1169.18,1169.18,1172
2019-12-10,1084,1100,1161.84,1161.84,1172
2019-12-11,1166,1179,1249.34,1249.34,1172
2019-12-12,1156,1171,1243.43,1243.43,1172
2019-12-13,1215,1240,1318.87,1318.87,1172
2019-12-14,1113,1127,1196.11,1196.11,1172
2019-12-15,1104,1127,1192.56,1192.56,1172
2019-12-16,1088,1115,1182.21,1182.21,1172
2019-12-17,1086,1117,1183.49,1183.49,1172
2019-12-18,1162,1191,1266.32,1266.32,1172
2019-12-19,1108,1149,1218.7,1218.7,1172
2019-12-20,1217,1274,1347.72,1347.72,1172
2019-12-21,1130,1194,1271.03,1271.03,1172
2019-12-22,1042,1093,1158.5,1158.5,1172
2019-12-23,1066,1147,1212.56,1212.56,1172
2019-12-24,1114,1185,1262.08,1262.08,1172
2019-12-25,1079,1136,1204.92,1204.92,1172
2019-12-26,1063,1110,1176.09,1176.09,1172
2019-12-27,1153,1196,1271.87,1271.87,1172
2019-12-28,1055,1150,1216.95,1216.95,1172
2019-12-29,1038,1123,1194.7,1194.7,1172
2019-12-30,1042,1119,1185.43,1185.43,1172
2019-12-31,1105,1142,1217.92,1217.92,1172
2020-01-01,1159,1159,1234.57,1253.07,1172
2020-01-02,1224,1224,1295.89,1320.64,1172
2020-01-03,1226,1226,1297.03,1299.94,1172
2020-01-04,1240,1240,1317.14,1323.15,1172
2020-01-05,1196,1197,1270.81,1284.85,1172
2020-01-06,1166,1166,1239.68,1248.48,1172
2020-01-07,1180,1181,1255.72,1268.2,1172
2020-01-08,1332,1333,1414.44,1436.41,1172
2020-01-09,1271,1272,1352.69,1365.14,1172
2020-01-10,1375,1376,1456.1,1473.21,1172
2020-01-11,1348,1350,1424.39,1425.52,1172
2020-01-12,1256,1259,1343.85,1353.28,1172
2020-01-13,1260,1260,1338.37,1346.16,1172
2020-01-14,1337,1337,1423.13,1431.18,1172
2020-01-15,1352,1353,1431.41,1438.04,1172
2020-01-16,1332,1332,1418.44,1429.71,1172
2020-01-17,1478,1478,1567.09,1581,1172
2020-01-18,1376,1377,1457.98,1476.95,1172
2020-01-19,1291,1291,1368.7,1374.75,1172
2020-01-20,1231,1231,1306.76,1323.42,1172
2020-01-21,1388,1388,1471.61,1487.59,1172
2020-01-22,1388,1389,1468.22,1472.56,1172
2020-01-23,1360,1360,1437.71,1457.2,1172
2020-01-24,1402,1403,1488.51,1513.46,1172
2020-01-25,1334,1334,1416.01,1434.02,1172
2020-01-26,1295,1295,1373.03,1394.45,1172
2020-01-27,1334,1334,1418.46,1441.1,1172
2020-01-28,1354,1354,1436.66,1445.91,1172
2020-01-29,1398,1399,1480.66,1499.37,1172
2020-01-30,1394,1395,1481.33,1491.03,1172
2020-01-31,1406,1406,1485.83,1481.31,1172
2020-02-01,1312,1314,1387.55,1394.35,1172
2020-02-02,1272,1272,1350.04,1354.61,1172
2020-02-03,1284,1284,1364.15,1368.22,1172
2020-02-04,1304,1305,1379.36,1385.46,1172
2020-02-05,1302,1303,1374.88,1380.92,1172
2020-02-06,1264,1265,1350.02,1351.45,1172
2020-02-07,1270,1270,1352.64,1353.91,1172
2020-02-08,1191,1193,1264.26,1272.61,1172
2020-02-09,1150,1151,1216.91,1219.75,1172
2020-02-10,1152,1152,1219.57,1228.82,1172
2020-02-11,1235,1236,1307.54,1317.26,1172
2020-02-12,1232,1234,1308.18,1320.06,1172
2020-02-13,1284,1285,1364.64,1366.01,1172
2020-02-14,1192,1192,1265.24,1297.25,1172
2020-02-15,1208,1209,1284.04,1287.14,1172
2020-02-16,1074,1075,1133.94,1135.37,1172
2020-02-17,1121,1121,1192.78,1203.03,1172
2020-02-18,1129,1129,1201.44,1209.51,1172
2020-02-19,1089,1091,1154.7,1173.45,1172
2020-02-20,1184,1184,1254.62,1262.96,1172
2020-02-21,1157,1158,1232.09,1241.66,1172
2020-02-22,1173,1173,1243.24,1260.38,1172
2020-02-23,1088,1089,1152.97,1156.78,1172
2020-02-24,1141,1141,1211.58,1226.9,1172
2020-02-25,1124,1125,1192.31,1207.2,1172
2020-02-26,1126,1127,1195.8,1208.58,1172
2020-02-27,1219,1225,1300.13,1305.82,1172
2020-02-28,1124,1130,1200.85,1198.2,1172
2020-02-29,1142,1153,1221.36,1217.5,1172
2020-03-01,1054,1061,1121.42,1129.23,1172
2020-03-02,1111,1125,1192.42,1199.34,1172
2020-03-03,1147,1156,1228.87,1223.5,1172
2020-03-04,1137,1151,1224.38,1227.03,1172
2020-03-05,1172,1184,1256.38,1256.85,1172
2020-03-06,1172,1187,1253.32,1247.96,1172
2020-03-07,1147,1157,1225.73,1240.03,1172
2020-03-08,1119,1132,1198.85,1195.93,1172
2020-03-09,1097,1108,1174.61,1183.34,1172
2020-03-10,1200,1212,1290.11,1293.88,1172
2020-03-11,1237,1279,1366.18,1365.86,1172
2020-03-12,1209,1279,1360.48,1358.19,1172
2020-03-13,1283,1380,1475.28,1482.31,1172
2020-03-14,1250,1370,1457.56,1478.26,1172
2020-03-15,1269,1374,1471.34,1470.84,1172
2020-03-16,1273,1403,1508.73,1507.68,1172
2020-03-17,1348,1497,1606.7,1609.89,1172
2020-03-18,1416,1584,1695.2,1698.37,1172
2020-03-19,1560,1690,1815.39,1816.72,1172
2020-03-20,1722,1905,2055.11,2060.04,1172
2020-03-21,1811,2006,2167.15,2171.96,1172
2020-03-22,1711,2039,2207.87,2231.42,1172
2020-03-23,1905,2315,2512.22,2510.85,1172
2020-03-24,2145,2546,2760.82,2758.91,1172
2020-03-25,2233,2662,2889.92,2916.17,1172
2020-03-26,2256,2617,2832.69,2842.63,1172
2020-03-27,2383,2848,3076.99,3077.52,1172
2020-03-28,2398,2807,3040.27,3051.94,1172
2020-03-29,2205,2662,2884.11,2883.33,1172
2020-03-30,2317,2797,3025.16,3036.13,1172
2020-03-31,2466,2965,3209.51,3228.58,1172
2020-04-01,2429,2893,3144.39,3160.27,1172
2020-04-02,2361,2755,2986.47,2990.26,1172
2020-04-03,2378,2748,2968.11,2971.43,1172
2020-04-04,2121,2474,2669.06,2665.03,1172
2020-04-05,2145,2528,2737.98,2749.26,1172
2020-04-06,2092,2457,2653.76,2662.88,1172
2020-04-07,2211,2537,2739.42,2747.24,1172
2020-04-08,2162,2418,2603.01,2621.16,1172
2020-04-09,1998,2234,2393.89,2401.53,1172
2020-04-10,1963,2186,2350.68,2348.15,1172
2020-04-11,1833,2069,2230.95,2246.12,1172
2020-04-12,1726,1978,2124.69,2122.52,1172
2020-04-13,1748,1942,2092.36,2091.1,1172
2020-04-14,1690,1911,2052.52,2062.25,1172
2020-04-15,1651,1831,1961.04,1956.8,1172
2020-04-16,1557,1715,1835.24,1847.01,1172
2020-04-17,1576,1758,1880.77,1874.3,1172
2020-04-18,1515,1658,1775.42,1778.72,1172
2020-04-19,1377,1527,1641.25,1647.73,1172
2020-04-20,1329,1487,1602.58,1603.09,1172
2020-04-21,1448,1594,1709.27,1701.78,1172
2020-04-22,1282,1397,1491.15,1503.49,1172
2020-04-23,1228,1341,1442.1,1460.01,1172
2020-04-24,1301,1438,1533.99,1523.98,1172
2020-04-25,1226,1341,1438,1447.83,1172
2020-04-26,1131,1231,1311.46,1327.29,1172
2020-04-27,1180,1272,1355.2,1351.13,1172
2020-04-28,1170,1293,1376.33,1382.17,1172
2020-04-29,1117,1204,1285.86,1279.41,1172
2020-04-30,1125,1209,1289.49,1295.71,1172
2020-05-01,1158,1182,1248.81,1249.58,1172
2020-05-02,1178,1202,1284.49,1290.29,1172
2020-05-03,1133,1158,1230.74,1236.45,1172
2020-05-04,1105,1132,1209.49,1211.22,1172
2020-05-05,1257,1278,1360.41,1354.94,1172
2020-05-06,1154,1168,1242.31,1252.11,1172
2020-05-07,1147,1175,1253.97,1259.06,1172
2020-05-08,1176,1194,1270.37,1269.6,1172
2020-05-09,1100,1108,1181.37,1189.72,1172
2020-05-10,938,949,1004.75,1001.98,1172
2020-05-11,1000,1017,1083.39,1085.52,1172
2020-05-12,1048,1047,1114.25,1113.51,1172
2020-05-13,1080,1077,1143.12,1144.74,1172
2020-05-14,1032,1023,1081.99,1081.2,1172
2020-05-15,1069,1052,1117.7,1121.54,1172
2020-05-16,974,949,1006.31,1017.41,1172
2020-05-17,995,969,1036.48,1046.13,1172
2020-05-18,970,942,998.31,1002.68,1172
2020-05-19,1046,995,1055.05,1045.79,1172
2020-05-20,1128,1056,1121.99,1123.46,1172
2020-05-21,1135,1072,1137.95,1139.93,1172
2020-05-22,1020,1144,1217.49,1217.58,1172
2020-05-23,,1034,1096.19,1107.4,1172
2020-05-24,,1034,1098.95,1101.58,1172
2020-05-25,,1015,1078.85,1082.45,1172
2020-05-26,,1025,1090.57,1080.42,1172
2020-05-27,,1052,1117.79,1116.66,1172
2020-05-28,,1039,1099.86,1105.26,1172
2020-05-29,,1066,1132.57,1133.08,1172
2020-05-30,,1064,1133.03,1136.6,1172
2020-05-31,,966,1030.35,1030.12,1172
2020-06-01,,992,1058.07,1066.3,1172
2020-06-02,,1009,1071.24,1062.48,1172
2020-06-03,,994,1052.15,1051.39,1172
2020-06-04,,1011,1075.84,1083.89,1172
2020-06-05,,965,1027.72,1026.8,1172
2020-06-06,,916,967.87,961.41,1172
2020-06-07,,867,914.07,918.67,1172
2020-06-08,,888,938.25,939.84,1172
2020-06-09,,915,969.86,974.92,1172
2020-06-10,,979,1034.97,1033.11,1172
2020-06-11,,926,982.77,986.03,1172
2020-06-12,,1027,1090.18,1095.55,1172
