Sexo;Comunidades y provincias;Edad (hasta 100 y más);Total
Mujeres;Palmas, Las;45-49;51.743
Mujeres;Palmas, Las;50-54;48.554
Mujeres;Palmas, Las;55-59;42.961
Mujeres;Palmas, Las;60-64;32.976
Mujeres;Palmas, Las;65-69;27.916
Mujeres;Palmas, Las;70-74;22.999
Mujeres;Palmas, Las;75-79;17.337
Mujeres;Palmas, Las;80-84;12.556
Mujeres;Palmas, Las;85-89;9.237
Mujeres;Palmas, Las;90-94;3.576
Mujeres;Palmas, Las;95-99;962
Mujeres;Palmas, Las;100 y más;200
Mujeres;Santa Cruz de Tenerife;Total;531.290
Mujeres;Santa Cruz de Tenerife;0-4;18.288
Mujeres;Santa Cruz de Tenerife;5-9;21.916
Mujeres;Santa Cruz de Tenerife;10-14;25.226
Mujeres;Santa Cruz de Tenerife;15-19;25.187
Mujeres;Santa Cruz de Tenerife;20-24;27.717
Mujeres;Santa Cruz de Tenerife;25-29;31.694
Mujeres;Santa Cruz de Tenerife;30-34;34.588
Mujeres;Santa Cruz de Tenerife;35-39;39.984
Mujeres;Santa Cruz de Tenerife;40-44;44.910
Mujeres;Santa Cruz de Tenerife;45-49;46.070
Mujeres;Santa Cruz de Tenerife;50-54;44.027
Mujeres;Santa Cruz de Tenerife;55-59;39.869
Mujeres;Santa Cruz de Tenerife;60-64;32.320
Mujeres;Santa Cruz de Tenerife;65-69;27.092
Mujeres;Santa Cruz de Tenerife;70-74;23.230
Mujeres;Santa Cruz de Tenerife;75-79;19.287
Mujeres;Santa Cruz de Tenerife;80-84;13.892
Mujeres;Santa Cruz de Tenerife;85-89;10.441
Mujeres;Santa Cruz de Tenerife;90-94;4.257
Mujeres;Santa Cruz de Tenerife;95-99;1.013
Mujeres;Santa Cruz de Tenerife;100 y más;282
Mujeres;CANTABRIA;Total;300.279
Mujeres;CANTABRIA;0-4;10.145
Mujeres;CANTABRIA;5-9;12.648
Mujeres;CANTABRIA;10-14;14.186
Mujeres;CANTABRIA;15-19;13.167
Mujeres;CANTABRIA;20-24;11.834
Mujeres;CANTABRIA;25-29;12.634
Mujeres;CANTABRIA;30-34;15.273
Mujeres;CANTABRIA;35-39;20.112
Mujeres;CANTABRIA;40-44;24.943
Mujeres;CANTABRIA;45-49;24.004
Mujeres;CANTABRIA;50-54;23.136
Mujeres;CANTABRIA;55-59;22.391
Mujeres;CANTABRIA;60-64;21.544
Mujeres;CANTABRIA;65-69;18.545
Mujeres;CANTABRIA;70-74;16.490
Mujeres;CANTABRIA;75-79;12.522
Mujeres;CANTABRIA;80-84;10.422
Mujeres;CANTABRIA;85-89;9.691
Mujeres;CANTABRIA;90-94;4.912
Mujeres;CANTABRIA;95-99;1.458
Mujeres;CANTABRIA;100 y más;222
Mujeres;CASTILLA Y LEÓN;Total;1.215.174
Mujeres;CASTILLA Y LEÓN;0-4;38.689
Mujeres;CASTILLA Y LEÓN;5-9;46.630
Mujeres;CASTILLA Y LEÓN;10-14;50.985
Mujeres;CASTILLA Y LEÓN;15-19;49.936
Mujeres;CASTILLA Y LEÓN;20-24;50.357
Mujeres;CASTILLA Y LEÓN;25-29;51.901
Mujeres;CASTILLA Y LEÓN;30-34;58.527
Mujeres;CASTILLA Y LEÓN;35-39;72.431
Mujeres;CASTILLA Y LEÓN;40-44;88.258
Mujeres;CASTILLA Y LEÓN;45-49;90.849
Mujeres;CASTILLA Y LEÓN;50-54;94.613
Mujeres;CASTILLA Y LEÓN;55-59;94.976
Mujeres;CASTILLA Y LEÓN;60-64;85.865
Mujeres;CASTILLA Y LEÓN;65-69;71.863
Mujeres;CASTILLA Y LEÓN;70-74;68.823
Mujeres;CASTILLA Y LEÓN;75-79;61.082
Mujeres;CASTILLA Y LEÓN;80-84;52.927
Mujeres;CASTILLA Y LEÓN;85-89;49.681
Mujeres;CASTILLA Y LEÓN;90-94;27.013
Mujeres;CASTILLA Y LEÓN;95-99;8.475
Mujeres;CASTILLA Y LEÓN;100 y más;1.293
Mujeres;Ávila;Total;78.256
Mujeres;Ávila;0-4;2.493
Mujeres;Ávila;5-9;2.961
Mujeres;Ávila;10-14;3.478
Mujeres;Ávila;15-19;3.286
Mujeres;Ávila;20-24;3.463
Mujeres;Ávila;25-29;3.430
Mujeres;Ávila;30-34;3.801
Mujeres;Ávila;35-39;4.514
Mujeres;Ávila;40-44;5.507
Mujeres;Ávila;45-49;5.617
Mujeres;Ávila;50-54;6.055
Mujeres;Ávila;55-59;6.223
Mujeres;Ávila;60-64;5.248
Mujeres;Ávila;65-69;4.375
Mujeres;Ávila;70-74;4.333
Mujeres;Ávila;75-79;4.005
Mujeres;Ávila;80-84;3.494
Mujeres;Ávila;85-89;3.446
Mujeres;Ávila;90-94;1.860
Mujeres;Ávila;95-99;589
Mujeres;Ávila;100 y más;78
Mujeres;Burgos;Total;178.997
Mujeres;Burgos;0-4;6.301
Mujeres;Burgos;5-9;7.653
Mujeres;Burgos;10-14;8.250
Mujeres;Burgos;15-19;7.712
Mujeres;Burgos;20-24;7.608
Mujeres;Burgos;25-29;7.830
Mujeres;Burgos;30-34;9.054
Mujeres;Burgos;35-39;10.760
Mujeres;Burgos;40-44;13.413
Mujeres;Burgos;45-49;13.635
Mujeres;Burgos;50-54;13.814
Mujeres;Burgos;55-59;13.767
Mujeres;Burgos;60-64;12.339
Mujeres;Burgos;65-69;10.243
Mujeres;Burgos;70-74;9.582
Mujeres;Burgos;75-79;8.171
Mujeres;Burgos;80-84;6.861
Mujeres;Burgos;85-89;6.767
Mujeres;Burgos;90-94;3.857
Mujeres;Burgos;95-99;1.211
Mujeres;Burgos;100 y más;169
Mujeres;León;Total;234.423
Mujeres;León;0-4;6.511
Mujeres;León;5-9;7.929
Mujeres;León;10-14;8.697
Mujeres;León;15-19;8.857
Mujeres;León;20-24;8.749
Mujeres;León;25-29;9.309
Mujeres;León;30-34;10.956
Mujeres;León;35-39;14.051
Mujeres;León;40-44;16.519
Mujeres;León;45-49;17.161
Mujeres;León;50-54;18.233
Mujeres;León;55-59;19.072
Mujeres;León;60-64;17.399
Mujeres;León;65-69;14.426
Mujeres;León;70-74;13.833
Mujeres;León;75-79;12.287
Mujeres;León;80-84;11.597
Mujeres;León;85-89;11.078
Mujeres;León;90-94;5.832
Mujeres;León;95-99;1.647
Mujeres;León;100 y más;280
Mujeres;Palencia;Total;80.828
Mujeres;Palencia;0-4;2.570
Mujeres;Palencia;5-9;2.894
Mujeres;Palencia;10-14;3.159
Mujeres;Palencia;15-19;3.169
Mujeres;Palencia;20-24;3.347
Mujeres;Palencia;25-29;3.439
Mujeres;Palencia;30-34;4.018
Mujeres;Palencia;35-39;4.819
Mujeres;Palencia;40-44;5.666
Mujeres;Palencia;45-49;5.657
Mujeres;Palencia;50-54;6.160
Mujeres;Palencia;55-59;6.705
Mujeres;Palencia;60-64;6.353
Mujeres;Palencia;65-69;5.065
Mujeres;Palencia;70-74;4.420
Mujeres;Palencia;75-79;3.958
Mujeres;Palencia;80-84;3.335
Mujeres;Palencia;85-89;3.498
Mujeres;Palencia;90-94;1.911
Mujeres;Palencia;95-99;608
Mujeres;Palencia;100 y más;77
Mujeres;Salamanca;Total;169.122
Mujeres;Salamanca;0-4;5.105
Mujeres;Salamanca;5-9;6.067
Mujeres;Salamanca;10-14;6.799
Mujeres;Salamanca;15-19;6.788
Mujeres;Salamanca;20-24;7.178
Mujeres;Salamanca;25-29;7.693
Mujeres;Salamanca;30-34;8.090
Mujeres;Salamanca;35-39;9.775
Mujeres;Salamanca;40-44;11.310
Mujeres;Salamanca;45-49;12.492
Mujeres;Salamanca;50-54;13.280
Mujeres;Salamanca;55-59;13.233
Mujeres;Salamanca;60-64;11.809
Mujeres;Salamanca;65-69;9.886
Mujeres;Salamanca;70-74;9.948
Mujeres;Salamanca;75-79;8.986
Mujeres;Salamanca;80-84;7.913
Mujeres;Salamanca;85-89;7.195
Mujeres;Salamanca;90-94;4.013
Mujeres;Salamanca;95-99;1.344
Mujeres;Salamanca;100 y más;218
Mujeres;Segovia;Total;76.359
Mujeres;Segovia;0-4;2.785
Mujeres;Segovia;5-9;3.210
Mujeres;Segovia;10-14;3.622
Mujeres;Segovia;15-19;3.570
Mujeres;Segovia;20-24;3.680
Mujeres;Segovia;25-29;3.590
Mujeres;Segovia;30-34;3.845
Mujeres;Segovia;35-39;4.629
Mujeres;Segovia;40-44;5.582
Mujeres;Segovia;45-49;5.745
Mujeres;Segovia;50-54;6.138
Mujeres;Segovia;55-59;5.819
Mujeres;Segovia;60-64;4.999
Mujeres;Segovia;65-69;3.779
Mujeres;Segovia;70-74;3.613
Mujeres;Segovia;75-79;3.413
Mujeres;Segovia;80-84;3.112
Mujeres;Segovia;85-89;2.960
Mujeres;Segovia;90-94;1.665
Mujeres;Segovia;95-99;517
Mujeres;Segovia;100 y más;86
Mujeres;Soria;Total;43.949
Mujeres;Soria;0-4;1.539
Mujeres;Soria;5-9;1.792
Mujeres;Soria;10-14;1.879
Mujeres;Soria;15-19;1.943
Mujeres;Soria;20-24;2.050
Mujeres;Soria;25-29;1.991
Mujeres;Soria;30-34;2.208
Mujeres;Soria;35-39;2.534
Mujeres;Soria;40-44;3.090
Mujeres;Soria;45-49;3.058
Mujeres;Soria;50-54;3.389
Mujeres;Soria;55-59;3.358
Mujeres;Soria;60-64;2.843
Mujeres;Soria;65-69;2.365
Mujeres;Soria;70-74;2.164
Mujeres;Soria;75-79;2.080
Mujeres;Soria;80-84;1.981
Mujeres;Soria;85-89;2.028
Mujeres;Soria;90-94;1.178
Mujeres;Soria;95-99;402
Mujeres;Soria;100 y más;77
Mujeres;Valladolid;Total;267.047
Mujeres;Valladolid;0-4;9.268
Mujeres;Valladolid;5-9;11.535
Mujeres;Valladolid;10-14;12.178
Mujeres;Valladolid;15-19;11.490
Mujeres;Valladolid;20-24;10.988
Mujeres;Valladolid;25-29;11.088
Mujeres;Valladolid;30-34;12.729
Mujeres;Valladolid;35-39;16.814
Mujeres;Valladolid;40-44;21.487
Mujeres;Valladolid;45-49;21.713
Mujeres;Valladolid;50-54;21.084
Mujeres;Valladolid;55-59;19.956
Mujeres;Valladolid;60-64;18.637
Mujeres;Valladolid;65-69;16.258
Mujeres;Valladolid;70-74;15.470
Mujeres;Valladolid;75-79;12.896
Mujeres;Valladolid;80-84;9.512
Mujeres;Valladolid;85-89;8.101
Mujeres;Valladolid;90-94;4.248
Mujeres;Valladolid;95-99;1.390
Mujeres;Valladolid;100 y más;205
Mujeres;Zamora;Total;86.193
Mujeres;Zamora;0-4;2.117
Mujeres;Zamora;5-9;2.589
Mujeres;Zamora;10-14;2.923
Mujeres;Zamora;15-19;3.121
Mujeres;Zamora;20-24;3.294
Mujeres;Zamora;25-29;3.531
Mujeres;Zamora;30-34;3.826
Mujeres;Zamora;35-39;4.535
Mujeres;Zamora;40-44;5.684
Mujeres;Zamora;45-49;5.771
Mujeres;Zamora;50-54;6.460
Mujeres;Zamora;55-59;6.843
Mujeres;Zamora;60-64;6.238
Mujeres;Zamora;65-69;5.466
Mujeres;Zamora;70-74;5.460
Mujeres;Zamora;75-79;5.286
Mujeres;Zamora;80-84;5.122
Mujeres;Zamora;85-89;4.608
Mujeres;Zamora;90-94;2.449
Mujeres;Zamora;95-99;767
Mujeres;Zamora;100 y más;103
Mujeres;CASTILLA - LA MANCHA;Total;1.021.009
Mujeres;CASTILLA - LA MANCHA;0-4;41.876
Mujeres;CASTILLA - LA MANCHA;5-9;50.509
Mujeres;CASTILLA - LA MANCHA;10-14;54.871
Mujeres;CASTILLA - LA MANCHA;15-19;51.475
Mujeres;CASTILLA - LA MANCHA;20-24;51.596
Mujeres;CASTILLA - LA MANCHA;25-29;53.520
Mujeres;CASTILLA - LA MANCHA;30-34;59.118
Mujeres;CASTILLA - LA MANCHA;35-39;70.161
Mujeres;CASTILLA - LA MANCHA;40-44;81.049
Mujeres;CASTILLA - LA MANCHA;45-49;79.124
Mujeres;CASTILLA - LA MANCHA;50-54;77.905
Mujeres;CASTILLA - LA MANCHA;55-59;73.058
Mujeres;CASTILLA - LA MANCHA;60-64;60.595
Mujeres;CASTILLA - LA MANCHA;65-69;48.379
Mujeres;CASTILLA - LA MANCHA;70-74;45.007
Mujeres;CASTILLA - LA MANCHA;75-79;40.368
Mujeres;CASTILLA - LA MANCHA;80-84;33.642
Mujeres;CASTILLA - LA MANCHA;85-89;29.520
Mujeres;CASTILLA - LA MANCHA;90-94;14.734
Mujeres;CASTILLA - LA MANCHA;95-99;3.930
Mujeres;CASTILLA - LA MANCHA;100 y más;572
Mujeres;Albacete;Total;194.125
Mujeres;Albacete;0-4;7.582
Mujeres;Albacete;5-9;8.890
Mujeres;Albacete;10-14;9.809
Mujeres;Albacete;15-19;9.859
Mujeres;Albacete;20-24;10.139
Mujeres;Albacete;25-29;10.496
Mujeres;Albacete;30-34;11.081
Mujeres;Albacete;35-39;12.551
Mujeres;Albacete;40-44;14.899
Mujeres;Albacete;45-49;15.015
Mujeres;Albacete;50-54;15.454
Mujeres;Albacete;55-59;14.664
Mujeres;Albacete;60-64;11.871
Mujeres;Albacete;65-69;9.507
Mujeres;Albacete;70-74;8.759
Mujeres;Albacete;75-79;8.158
Mujeres;Albacete;80-84;6.598
Mujeres;Albacete;85-89;5.497
Mujeres;Albacete;90-94;2.565
Mujeres;Albacete;95-99;630
Mujeres;Albacete;100 y más;101
Mujeres;Ciudad Real;Total;250.112
Mujeres;Ciudad Real;0-4;9.581
Mujeres;Ciudad Real;5-9;11.507
Mujeres;Ciudad Real;10-14;12.626
Mujeres;Ciudad Real;15-19;11.891
Mujeres;Ciudad Real;20-24;12.928
Mujeres;Ciudad Real;25-29;13.531
Mujeres;Ciudad Real;30-34;14.372
Mujeres;Ciudad Real;35-39;16.006
Mujeres;Ciudad Real;40-44;18.210
Mujeres;Ciudad Real;45-49;18.554
Mujeres;Ciudad Real;50-54;19.180
Mujeres;Ciudad Real;55-59;18.795
Mujeres;Ciudad Real;60-64;15.767
Mujeres;Ciudad Real;65-69;12.644
Mujeres;Ciudad Real;70-74;12.226
Mujeres;Ciudad Real;75-79;10.756
Mujeres;Ciudad Real;80-84;9.152
Mujeres;Ciudad Real;85-89;7.776
Mujeres;Ciudad Real;90-94;3.570
Mujeres;Ciudad Real;95-99;900
Mujeres;Ciudad Real;100 y más;140
Mujeres;Cuenca;Total;97.629
Mujeres;Cuenca;0-4;3.309
Mujeres;Cuenca;5-9;4.008
Mujeres;Cuenca;10-14;4.434
Mujeres;Cuenca;15-19;4.672
Mujeres;Cuenca;20-24;5.010
Mujeres;Cuenca;25-29;5.150
Mujeres;Cuenca;30-34;5.339
Mujeres;Cuenca;35-39;5.878
Mujeres;Cuenca;40-44;6.696
Mujeres;Cuenca;45-49;6.978
Mujeres;Cuenca;50-54;7.565
Mujeres;Cuenca;55-59;7.550
Mujeres;Cuenca;60-64;5.984
Mujeres;Cuenca;65-69;4.947
Mujeres;Cuenca;70-74;4.649
Mujeres;Cuenca;75-79;4.945
Mujeres;Cuenca;80-84;4.201
Mujeres;Cuenca;85-89;3.828
Mujeres;Cuenca;90-94;1.911
Mujeres;Cuenca;95-99;499
Mujeres;Cuenca;100 y más;76
Mujeres;Guadalajara;Total;129.129
Mujeres;Guadalajara;0-4;5.917
Mujeres;Guadalajara;5-9;7.188
Mujeres;Guadalajara;10-14;7.557
Mujeres;Guadalajara;15-19;6.908
Mujeres;Guadalajara;20-24;6.285
Mujeres;Guadalajara;25-29;6.487
Mujeres;Guadalajara;30-34;7.663
Mujeres;Guadalajara;35-39;9.944
Mujeres;Guadalajara;40-44;11.880
Mujeres;Guadalajara;45-49;10.919
Mujeres;Guadalajara;50-54;9.863
Mujeres;Guadalajara;55-59;8.662
Mujeres;Guadalajara;60-64;7.094
Mujeres;Guadalajara;65-69;5.514
Mujeres;Guadalajara;70-74;4.584
Mujeres;Guadalajara;75-79;3.731
Mujeres;Guadalajara;80-84;3.279
Mujeres;Guadalajara;85-89;3.165
Mujeres;Guadalajara;90-94;1.838
Mujeres;Guadalajara;95-99;574
Mujeres;Guadalajara;100 y más;77
Mujeres;Toledo;Total;350.014
Mujeres;Toledo;0-4;15.487
Mujeres;Toledo;5-9;18.916
Mujeres;Toledo;10-14;20.445
Mujeres;Toledo;15-19;18.145
Mujeres;Toledo;20-24;17.234
Mujeres;Toledo;25-29;17.856
Mujeres;Toledo;30-34;20.663
Mujeres;Toledo;35-39;25.782
Mujeres;Toledo;40-44;29.364
Mujeres;Toledo;45-49;27.658
Mujeres;Toledo;50-54;25.843
Mujeres;Toledo;55-59;23.387
Mujeres;Toledo;60-64;19.879
Mujeres;Toledo;65-69;15.767
Mujeres;Toledo;70-74;14.789
Mujeres;Toledo;75-79;12.778
Mujeres;Toledo;80-84;10.412
Mujeres;Toledo;85-89;9.254
Mujeres;Toledo;90-94;4.850
Mujeres;Toledo;95-99;1.327
Mujeres;Toledo;100 y más;178
Mujeres;CATALUÑA;Total;3.952.385
Mujeres;CATALUÑA;0-4;165.642
Mujeres;CATALUÑA;5-9;192.446
Mujeres;CATALUÑA;10-14;207.174
Mujeres;CATALUÑA;15-19;192.932
Mujeres;CATALUÑA;20-24;191.389
Mujeres;CATALUÑA;25-29;218.192
Mujeres;CATALUÑA;30-34;240.280
Mujeres;CATALUÑA;35-39;279.779
Mujeres;CATALUÑA;40-44;328.774
Mujeres;CATALUÑA;45-49;314.349
Mujeres;CATALUÑA;50-54;286.145
Mujeres;CATALUÑA;55-59;262.127
Mujeres;CATALUÑA;60-64;235.175
Mujeres;CATALUÑA;65-69;204.716
Mujeres;CATALUÑA;70-74;193.798
Mujeres;CATALUÑA;75-79;155.231
Mujeres;CATALUÑA;80-84;117.069
Mujeres;CATALUÑA;85-89;101.325
Mujeres;CATALUÑA;90-94;49.676
Mujeres;CATALUÑA;95-99;14.097
Mujeres;CATALUÑA;100 y más;2.069
Mujeres;Barcelona;Total;2.938.572
Mujeres;Barcelona;0-4;120.892
Mujeres;Barcelona;5-9;140.047
Mujeres;Barcelona;10-14;150.962
Mujeres;Barcelona;15-19;141.793
Mujeres;Barcelona;20-24;141.974
Mujeres;Barcelona;25-29;165.577
Mujeres;Barcelona;30-34;180.731
Mujeres;Barcelona;35-39;208.688
Mujeres;Barcelona;40-44;244.949
Mujeres;Barcelona;45-49;235.584
Mujeres;Barcelona;50-54;212.794
Mujeres;Barcelona;55-59;193.032
Mujeres;Barcelona;60-64;174.079
Mujeres;Barcelona;65-69;152.029
Mujeres;Barcelona;70-74;145.702
Mujeres;Barcelona;75-79;117.042
Mujeres;Barcelona;80-84;88.458
Mujeres;Barcelona;85-89;75.421
Mujeres;Barcelona;90-94;36.742
Mujeres;Barcelona;95-99;10.532
Mujeres;Barcelona;100 y más;1.544
Mujeres;Girona;Total;390.244
Mujeres;Girona;0-4;17.741
Mujeres;Girona;5-9;20.544
Mujeres;Girona;10-14;21.838
Mujeres;Girona;15-19;20.070
Mujeres;Girona;20-24;19.373
Mujeres;Girona;25-29;21.114
Mujeres;Girona;30-34;23.556
Mujeres;Girona;35-39;27.884
Mujeres;Girona;40-44;32.286
Mujeres;Girona;45-49;30.381
Mujeres;Girona;50-54;28.109
Mujeres;Girona;55-59;26.289
Mujeres;Girona;60-64;23.462
Mujeres;Girona;65-69;19.949
Mujeres;Girona;70-74;17.752
Mujeres;Girona;75-79;13.895
Mujeres;Girona;80-84;10.528
Mujeres;Girona;85-89;9.352
Mujeres;Girona;90-94;4.657
Mujeres;Girona;95-99;1.266
Mujeres;Girona;100 y más;198
Mujeres;Lleida;Total;215.050
Mujeres;Lleida;0-4;9.323
Mujeres;Lleida;5-9;10.972
Mujeres;Lleida;10-14;11.539
Mujeres;Lleida;15-19;10.385
Mujeres;Lleida;20-24;10.427
Mujeres;Lleida;25-29;11.054
Mujeres;Lleida;30-34;12.396
Mujeres;Lleida;35-39;14.355
Mujeres;Lleida;40-44;17.316
Mujeres;Lleida;45-49;16.451
Mujeres;Lleida;50-54;15.559
Mujeres;Lleida;55-59;15.117
Mujeres;Lleida;60-64;12.795
Mujeres;Lleida;65-69;10.933
Mujeres;Lleida;70-74;10.194
Mujeres;Lleida;75-79;8.570
Mujeres;Lleida;80-84;6.733
Mujeres;Lleida;85-89;6.582
Mujeres;Lleida;90-94;3.281
Mujeres;Lleida;95-99;929
Mujeres;Lleida;100 y más;139
Mujeres;Tarragona;Total;408.519
Mujeres;Tarragona;0-4;17.686
Mujeres;Tarragona;5-9;20.883
Mujeres;Tarragona;10-14;22.835
Mujeres;Tarragona;15-19;20.684
Mujeres;Tarragona;20-24;19.615
Mujeres;Tarragona;25-29;20.447
Mujeres;Tarragona;30-34;23.597
Mujeres;Tarragona;35-39;28.852
Mujeres;Tarragona;40-44;34.223
Mujeres;Tarragona;45-49;31.933
Mujeres;Tarragona;50-54;29.683
Mujeres;Tarragona;55-59;27.689
Mujeres;Tarragona;60-64;24.839
Mujeres;Tarragona;65-69;21.805
Mujeres;Tarragona;70-74;20.150
Mujeres;Tarragona;75-79;15.724
Mujeres;Tarragona;80-84;11.350
Mujeres;Tarragona;85-89;9.970
Mujeres;Tarragona;90-94;4.996
Mujeres;Tarragona;95-99;1.370
Mujeres;Tarragona;100 y más;188
Mujeres;COMUNITAT VALENCIANA;Total;2.563.893
Mujeres;COMUNITAT VALENCIANA;0-4;100.292
Mujeres;COMUNITAT VALENCIANA;5-9;120.609
Mujeres;COMUNITAT VALENCIANA;10-14;134.905
Mujeres;COMUNITAT VALENCIANA;15-19;125.124
Mujeres;COMUNITAT VALENCIANA;20-24;121.884
Mujeres;COMUNITAT VALENCIANA;25-29;129.984
Mujeres;COMUNITAT VALENCIANA;30-34;145.155
Mujeres;COMUNITAT VALENCIANA;35-39;177.098
Mujeres;COMUNITAT VALENCIANA;40-44;211.863
Mujeres;COMUNITAT VALENCIANA;45-49;204.921
Mujeres;COMUNITAT VALENCIANA;50-54;195.884
Mujeres;COMUNITAT VALENCIANA;55-59;182.447
Mujeres;COMUNITAT VALENCIANA;60-64;162.068
Mujeres;COMUNITAT VALENCIANA;65-69;140.548
Mujeres;COMUNITAT VALENCIANA;70-74;131.014
Mujeres;COMUNITAT VALENCIANA;75-79;107.496
Mujeres;COMUNITAT VALENCIANA;80-84;77.777
Mujeres;COMUNITAT VALENCIANA;85-89;60.160
Mujeres;COMUNITAT VALENCIANA;90-94;26.837
Mujeres;COMUNITAT VALENCIANA;95-99;6.767
Mujeres;COMUNITAT VALENCIANA;100 y más;1.060
Mujeres;Alicante/Alacant;Total;947.430
Mujeres;Alicante/Alacant;0-4;37.211
Mujeres;Alicante/Alacant;5-9;44.360
Mujeres;Alicante/Alacant;10-14;49.848
Mujeres;Alicante/Alacant;15-19;46.268
Mujeres;Alicante/Alacant;20-24;45.077
Mujeres;Alicante/Alacant;25-29;47.785
Mujeres;Alicante/Alacant;30-34;54.575
Mujeres;Alicante/Alacant;35-39;65.567
Mujeres;Alicante/Alacant;40-44;76.267
Mujeres;Alicante/Alacant;45-49;74.597
Mujeres;Alicante/Alacant;50-54;71.910
Mujeres;Alicante/Alacant;55-59;67.907
Mujeres;Alicante/Alacant;60-64;61.297
Mujeres;Alicante/Alacant;65-69;53.857
Mujeres;Alicante/Alacant;70-74;50.660
Mujeres;Alicante/Alacant;75-79;40.066
Mujeres;Alicante/Alacant;80-84;28.031
Mujeres;Alicante/Alacant;85-89;20.491
Mujeres;Alicante/Alacant;90-94;9.005
Mujeres;Alicante/Alacant;95-99;2.252
Mujeres;Alicante/Alacant;100 y más;399
Mujeres;Castellón/Castelló;Total;294.772
Mujeres;Castellón/Castelló;0-4;11.986
Mujeres;Castellón/Castelló;5-9;14.183
Mujeres;Castellón/Castelló;10-14;15.593
Mujeres;Castellón/Castelló;15-19;14.443
Mujeres;Castellón/Castelló;20-24;13.912
Mujeres;Castellón/Castelló;25-29;14.570
Mujeres;Castellón/Castelló;30-34;16.552
Mujeres;Castellón/Castelló;35-39;20.464
Mujeres;Castellón/Castelló;40-44;24.996
Mujeres;Castellón/Castelló;45-49;23.679
Mujeres;Castellón/Castelló;50-54;22.824
Mujeres;Castellón/Castelló;55-59;20.676
Mujeres;Castellón/Castelló;60-64;17.991
Mujeres;Castellón/Castelló;65-69;15.561
Mujeres;Castellón/Castelló;70-74;14.417
Mujeres;Castellón/Castelló;75-79;12.186
Mujeres;Castellón/Castelló;80-84;8.829
Mujeres;Castellón/Castelló;85-89;7.437
Mujeres;Castellón/Castelló;90-94;3.478
Mujeres;Castellón/Castelló;95-99;867
Mujeres;Castellón/Castelló;100 y más;128
Mujeres;Valencia/València;Total;1.321.691
Mujeres;Valencia/València;0-4;51.095
Mujeres;Valencia/València;5-9;62.066
Mujeres;Valencia/València;10-14;69.464
Mujeres;Valencia/València;15-19;64.413
Mujeres;Valencia/València;20-24;62.895
Mujeres;Valencia/València;25-29;67.629
Mujeres;Valencia/València;30-34;74.028
Mujeres;Valencia/València;35-39;91.067
Mujeres;Valencia/València;40-44;110.600
Mujeres;Valencia/València;45-49;106.645
Mujeres;Valencia/València;50-54;101.150
Mujeres;Valencia/València;55-59;93.864
Mujeres;Valencia/València;60-64;82.780
Mujeres;Valencia/València;65-69;71.130
Mujeres;Valencia/València;70-74;65.937
Mujeres;Valencia/València;75-79;55.244
Mujeres;Valencia/València;80-84;40.917
Mujeres;Valencia/València;85-89;32.232
Mujeres;Valencia/València;90-94;14.354
Mujeres;Valencia/València;95-99;3.648
Mujeres;Valencia/València;100 y más;533
Mujeres;EXTREMADURA;Total;537.474
Mujeres;EXTREMADURA;0-4;19.883
Mujeres;EXTREMADURA;5-9;23.321
Mujeres;EXTREMADURA;10-14;25.913
Mujeres;EXTREMADURA;15-19;25.914
Mujeres;EXTREMADURA;20-24;26.527
Mujeres;EXTREMADURA;25-29;28.645
Mujeres;EXTREMADURA;30-34;30.457
Mujeres;EXTREMADURA;35-39;34.753
Mujeres;EXTREMADURA;40-44;38.748
Mujeres;EXTREMADURA;45-49;40.145
Mujeres;EXTREMADURA;50-54;42.249
Mujeres;EXTREMADURA;55-59;41.558
Mujeres;EXTREMADURA;60-64;34.387
Mujeres;EXTREMADURA;65-69;27.473
Mujeres;EXTREMADURA;70-74;26.288
Mujeres;EXTREMADURA;75-79;23.576
Mujeres;EXTREMADURA;80-84;20.317
Mujeres;EXTREMADURA;85-89;17.315
Mujeres;EXTREMADURA;90-94;7.764
Mujeres;EXTREMADURA;95-99;1.933
Mujeres;EXTREMADURA;100 y más;308
Mujeres;Badajoz;Total;339.895
Mujeres;Badajoz;0-4;13.464
Mujeres;Badajoz;5-9;15.588
Mujeres;Badajoz;10-14;17.101
Mujeres;Badajoz;15-19;16.966
Mujeres;Badajoz;20-24;17.509
Mujeres;Badajoz;25-29;19.034
Mujeres;Badajoz;30-34;19.851
Mujeres;Badajoz;35-39;22.651
Mujeres;Badajoz;40-44;25.197
Mujeres;Badajoz;45-49;25.689
Mujeres;Badajoz;50-54;26.493
Mujeres;Badajoz;55-59;25.588
Mujeres;Badajoz;60-64;20.775
Mujeres;Badajoz;65-69;16.766
Mujeres;Badajoz;70-74;16.236
Mujeres;Badajoz;75-79;14.184
Mujeres;Badajoz;80-84;11.874
Mujeres;Badajoz;85-89;9.712
Mujeres;Badajoz;90-94;4.090
Mujeres;Badajoz;95-99;996
Mujeres;Badajoz;100 y más;131
Mujeres;Cáceres;Total;197.579
Mujeres;Cáceres;0-4;6.419
Mujeres;Cáceres;5-9;7.733
Mujeres;Cáceres;10-14;8.812
Mujeres;Cáceres;15-19;8.948
Mujeres;Cáceres;20-24;9.018
Mujeres;Cáceres;25-29;9.611
Mujeres;Cáceres;30-34;10.606
Mujeres;Cáceres;35-39;12.102
