Sexo;Comunidades y ciudades autónomas;Edad (año a año);Total
Ambos sexos;Melilla;18 años;..
Ambos sexos;Melilla;19 años;2
Ambos sexos;Melilla;20 años;75
Ambos sexos;Melilla;21 años;48
Ambos sexos;Melilla;22 años;29
Ambos sexos;Melilla;23 años;29
Ambos sexos;Melilla;24 años;63
Ambos sexos;Melilla;25 años;24
Ambos sexos;Melilla;26 años;12
Ambos sexos;Melilla;27 años;41
Ambos sexos;Melilla;28 años;2
Ambos sexos;Melilla;29 años;33
Ambos sexos;Melilla;30 años;29
Ambos sexos;Melilla;31 años;3
Ambos sexos;Melilla;32 años;1
Ambos sexos;Melilla;33 años;16
Ambos sexos;Melilla;34 años;16
Ambos sexos;Melilla;35 años;..
Ambos sexos;Melilla;36 años;..
Ambos sexos;Melilla;37 años;12
Ambos sexos;Melilla;38 años;3
Ambos sexos;Melilla;39 años;33
Ambos sexos;Melilla;40 años;33
Ambos sexos;Melilla;41 años;19
Ambos sexos;Melilla;42 años;3
Ambos sexos;Melilla;43 años;33
Ambos sexos;Melilla;44 años;1
Ambos sexos;Melilla;45 años;..
Ambos sexos;Melilla;46 años;2
Ambos sexos;Melilla;47 años;2
Ambos sexos;Melilla;48 años;19
Ambos sexos;Melilla;49 años;..
Ambos sexos;Melilla;50 años;4
Ambos sexos;Melilla;51 años;2
Ambos sexos;Melilla;52 años;..
Ambos sexos;Melilla;53 años;5
Ambos sexos;Melilla;54 años;3
Ambos sexos;Melilla;55 años;..
Ambos sexos;Melilla;56 años;5
Ambos sexos;Melilla;57 años;1
Ambos sexos;Melilla;58 años;3
Ambos sexos;Melilla;59 años;3
Ambos sexos;Melilla;60 años;..
Ambos sexos;Melilla;61 años;..
Ambos sexos;Melilla;62 años;3
Ambos sexos;Melilla;63 años;..
Ambos sexos;Melilla;64 años;8
Ambos sexos;Melilla;65 años;..
Ambos sexos;Melilla;66 años;..
Ambos sexos;Melilla;67 años;6
Ambos sexos;Melilla;68 años;9
Ambos sexos;Melilla;69 años;..
Ambos sexos;Melilla;70 años;..
Ambos sexos;Melilla;71 años;2
Ambos sexos;Melilla;72 años;1
Ambos sexos;Melilla;73 años;1
Ambos sexos;Melilla;74 años;..
Ambos sexos;Melilla;75 años;15
Ambos sexos;Melilla;76 años;..
Ambos sexos;Melilla;77 años;1
Ambos sexos;Melilla;78 años;15
Ambos sexos;Melilla;79 años;12
Ambos sexos;Melilla;80 años;9
Ambos sexos;Melilla;81 años;16
Ambos sexos;Melilla;82 años;..
Ambos sexos;Melilla;83 años;34
Ambos sexos;Melilla;84 años;34
Ambos sexos;Melilla;85 años;52
Ambos sexos;Melilla;86 años;6
Ambos sexos;Melilla;87 años;25
Ambos sexos;Melilla;88 años;15
Ambos sexos;Melilla;89 años;25
Ambos sexos;Melilla;90 años;6
Ambos sexos;Melilla;91 años;..
Ambos sexos;Melilla;92 años;12
Ambos sexos;Melilla;93 años;..
Ambos sexos;Melilla;94 años;..
Ambos sexos;Melilla;95 años;..
Ambos sexos;Melilla;96 años;..
Ambos sexos;Melilla;97 años;..
Ambos sexos;Melilla;98 años;..
Ambos sexos;Melilla;99 años;..
Ambos sexos;Melilla;100 y más años;..
Hombre;TOTAL NACIONAL;Total;204.435
Hombre;TOTAL NACIONAL;0 años;43
Hombre;TOTAL NACIONAL;1 año;62
Hombre;TOTAL NACIONAL;2 años;51
Hombre;TOTAL NACIONAL;3 años;75
Hombre;TOTAL NACIONAL;4 años;59
Hombre;TOTAL NACIONAL;5 años;50
Hombre;TOTAL NACIONAL;6 años;61
Hombre;TOTAL NACIONAL;7 años;67
Hombre;TOTAL NACIONAL;8 años;110
Hombre;TOTAL NACIONAL;9 años;93
Hombre;TOTAL NACIONAL;10 años;119
Hombre;TOTAL NACIONAL;11 años;121
Hombre;TOTAL NACIONAL;12 años;83
Hombre;TOTAL NACIONAL;13 años;171
Hombre;TOTAL NACIONAL;14 años;197
Hombre;TOTAL NACIONAL;15 años;253
Hombre;TOTAL NACIONAL;16 años;287
Hombre;TOTAL NACIONAL;17 años;348
Hombre;TOTAL NACIONAL;18 años;636
Hombre;TOTAL NACIONAL;19 años;974
Hombre;TOTAL NACIONAL;20 años;1.626
Hombre;TOTAL NACIONAL;21 años;1.878
Hombre;TOTAL NACIONAL;22 años;2.781
Hombre;TOTAL NACIONAL;23 años;3.235
Hombre;TOTAL NACIONAL;24 años;3.267
Hombre;TOTAL NACIONAL;25 años;2.738
Hombre;TOTAL NACIONAL;26 años;3.298
Hombre;TOTAL NACIONAL;27 años;3.700
Hombre;TOTAL NACIONAL;28 años;3.343
Hombre;TOTAL NACIONAL;29 años;3.105
Hombre;TOTAL NACIONAL;30 años;3.684
Hombre;TOTAL NACIONAL;31 años;3.255
Hombre;TOTAL NACIONAL;32 años;3.374
Hombre;TOTAL NACIONAL;33 años;3.934
Hombre;TOTAL NACIONAL;34 años;3.281
Hombre;TOTAL NACIONAL;35 años;3.463
Hombre;TOTAL NACIONAL;36 años;2.588
Hombre;TOTAL NACIONAL;37 años;3.291
Hombre;TOTAL NACIONAL;38 años;2.965
Hombre;TOTAL NACIONAL;39 años;3.430
Hombre;TOTAL NACIONAL;40 años;2.789
Hombre;TOTAL NACIONAL;41 años;2.899
Hombre;TOTAL NACIONAL;42 años;2.271
Hombre;TOTAL NACIONAL;43 años;2.558
Hombre;TOTAL NACIONAL;44 años;2.878
Hombre;TOTAL NACIONAL;45 años;2.426
Hombre;TOTAL NACIONAL;46 años;2.040
Hombre;TOTAL NACIONAL;47 años;2.408
Hombre;TOTAL NACIONAL;48 años;2.246
Hombre;TOTAL NACIONAL;49 años;1.941
Hombre;TOTAL NACIONAL;50 años;2.081
Hombre;TOTAL NACIONAL;51 años;1.634
Hombre;TOTAL NACIONAL;52 años;1.680
Hombre;TOTAL NACIONAL;53 años;2.030
Hombre;TOTAL NACIONAL;54 años;1.768
Hombre;TOTAL NACIONAL;55 años;1.735
Hombre;TOTAL NACIONAL;56 años;1.411
Hombre;TOTAL NACIONAL;57 años;1.594
Hombre;TOTAL NACIONAL;58 años;1.355
Hombre;TOTAL NACIONAL;59 años;1.486
Hombre;TOTAL NACIONAL;60 años;1.465
Hombre;TOTAL NACIONAL;61 años;1.421
Hombre;TOTAL NACIONAL;62 años;1.712
Hombre;TOTAL NACIONAL;63 años;1.744
Hombre;TOTAL NACIONAL;64 años;1.633
Hombre;TOTAL NACIONAL;65 años;1.692
Hombre;TOTAL NACIONAL;66 años;1.740
Hombre;TOTAL NACIONAL;67 años;1.790
Hombre;TOTAL NACIONAL;68 años;1.488
Hombre;TOTAL NACIONAL;69 años;1.608
Hombre;TOTAL NACIONAL;70 años;1.752
Hombre;TOTAL NACIONAL;71 años;2.423
Hombre;TOTAL NACIONAL;72 años;1.535
Hombre;TOTAL NACIONAL;73 años;2.034
Hombre;TOTAL NACIONAL;74 años;2.177
Hombre;TOTAL NACIONAL;75 años;2.792
Hombre;TOTAL NACIONAL;76 años;3.078
Hombre;TOTAL NACIONAL;77 años;3.432
Hombre;TOTAL NACIONAL;78 años;3.623
Hombre;TOTAL NACIONAL;79 años;3.829
Hombre;TOTAL NACIONAL;80 años;3.771
Hombre;TOTAL NACIONAL;81 años;3.926
Hombre;TOTAL NACIONAL;82 años;4.346
Hombre;TOTAL NACIONAL;83 años;4.440
Hombre;TOTAL NACIONAL;84 años;4.495
Hombre;TOTAL NACIONAL;85 años;4.544
Hombre;TOTAL NACIONAL;86 años;4.649
Hombre;TOTAL NACIONAL;87 años;3.965
Hombre;TOTAL NACIONAL;88 años;4.144
Hombre;TOTAL NACIONAL;89 años;3.712
Hombre;TOTAL NACIONAL;90 años;2.864
Hombre;TOTAL NACIONAL;91 años;2.319
Hombre;TOTAL NACIONAL;92 años;1.626
Hombre;TOTAL NACIONAL;93 años;1.403
Hombre;TOTAL NACIONAL;94 años;970
Hombre;TOTAL NACIONAL;95 años;850
Hombre;TOTAL NACIONAL;96 años;694
Hombre;TOTAL NACIONAL;97 años;448
Hombre;TOTAL NACIONAL;98 años;401
Hombre;TOTAL NACIONAL;99 años;245
Hombre;TOTAL NACIONAL;100 y más años;326
Hombre;Andalucía;Total;29.791
Hombre;Andalucía;0 años;1
Hombre;Andalucía;1 año;6
Hombre;Andalucía;2 años;..
Hombre;Andalucía;3 años;13
Hombre;Andalucía;4 años;5
Hombre;Andalucía;5 años;5
Hombre;Andalucía;6 años;9
Hombre;Andalucía;7 años;6
Hombre;Andalucía;8 años;5
Hombre;Andalucía;9 años;12
Hombre;Andalucía;10 años;9
Hombre;Andalucía;11 años;11
Hombre;Andalucía;12 años;10
Hombre;Andalucía;13 años;9
Hombre;Andalucía;14 años;18
Hombre;Andalucía;15 años;21
Hombre;Andalucía;16 años;20
Hombre;Andalucía;17 años;14
Hombre;Andalucía;18 años;169
Hombre;Andalucía;19 años;366
Hombre;Andalucía;20 años;498
Hombre;Andalucía;21 años;274
Hombre;Andalucía;22 años;680
Hombre;Andalucía;23 años;527
Hombre;Andalucía;24 años;605
Hombre;Andalucía;25 años;628
Hombre;Andalucía;26 años;751
Hombre;Andalucía;27 años;411
Hombre;Andalucía;28 años;691
Hombre;Andalucía;29 años;507
Hombre;Andalucía;30 años;745
Hombre;Andalucía;31 años;431
Hombre;Andalucía;32 años;629
Hombre;Andalucía;33 años;815
Hombre;Andalucía;34 años;644
Hombre;Andalucía;35 años;597
Hombre;Andalucía;36 años;383
Hombre;Andalucía;37 años;698
Hombre;Andalucía;38 años;540
Hombre;Andalucía;39 años;482
Hombre;Andalucía;40 años;469
Hombre;Andalucía;41 años;724
Hombre;Andalucía;42 años;430
Hombre;Andalucía;43 años;424
Hombre;Andalucía;44 años;497
Hombre;Andalucía;45 años;428
Hombre;Andalucía;46 años;349
Hombre;Andalucía;47 años;422
Hombre;Andalucía;48 años;486
Hombre;Andalucía;49 años;331
Hombre;Andalucía;50 años;300
Hombre;Andalucía;51 años;230
Hombre;Andalucía;52 años;182
Hombre;Andalucía;53 años;382
Hombre;Andalucía;54 años;239
Hombre;Andalucía;55 años;204
Hombre;Andalucía;56 años;176
Hombre;Andalucía;57 años;237
Hombre;Andalucía;58 años;228
Hombre;Andalucía;59 años;221
Hombre;Andalucía;60 años;182
Hombre;Andalucía;61 años;176
Hombre;Andalucía;62 años;289
Hombre;Andalucía;63 años;228
Hombre;Andalucía;64 años;167
Hombre;Andalucía;65 años;317
Hombre;Andalucía;66 años;246
Hombre;Andalucía;67 años;212
Hombre;Andalucía;68 años;194
Hombre;Andalucía;69 años;213
Hombre;Andalucía;70 años;172
Hombre;Andalucía;71 años;285
Hombre;Andalucía;72 años;202
Hombre;Andalucía;73 años;253
Hombre;Andalucía;74 años;306
Hombre;Andalucía;75 años;315
Hombre;Andalucía;76 años;428
Hombre;Andalucía;77 años;401
Hombre;Andalucía;78 años;448
Hombre;Andalucía;79 años;579
Hombre;Andalucía;80 años;446
Hombre;Andalucía;81 años;361
Hombre;Andalucía;82 años;568
Hombre;Andalucía;83 años;472
Hombre;Andalucía;84 años;464
Hombre;Andalucía;85 años;430
Hombre;Andalucía;86 años;386
Hombre;Andalucía;87 años;345
Hombre;Andalucía;88 años;337
Hombre;Andalucía;89 años;267
Hombre;Andalucía;90 años;235
Hombre;Andalucía;91 años;166
Hombre;Andalucía;92 años;111
Hombre;Andalucía;93 años;127
Hombre;Andalucía;94 años;91
Hombre;Andalucía;95 años;50
Hombre;Andalucía;96 años;33
Hombre;Andalucía;97 años;28
Hombre;Andalucía;98 años;13
Hombre;Andalucía;99 años;13
Hombre;Andalucía;100 y más años;30
Hombre;Aragón;Total;11.187
Hombre;Aragón;0 años;..
Hombre;Aragón;1 año;1
Hombre;Aragón;2 años;1
Hombre;Aragón;3 años;3
Hombre;Aragón;4 años;1
Hombre;Aragón;5 años;..
Hombre;Aragón;6 años;..
Hombre;Aragón;7 años;8
Hombre;Aragón;8 años;10
Hombre;Aragón;9 años;..
Hombre;Aragón;10 años;3
Hombre;Aragón;11 años;2
Hombre;Aragón;12 años;..
Hombre;Aragón;13 años;4
Hombre;Aragón;14 años;3
Hombre;Aragón;15 años;8
Hombre;Aragón;16 años;3
Hombre;Aragón;17 años;4
Hombre;Aragón;18 años;1
Hombre;Aragón;19 años;36
Hombre;Aragón;20 años;139
Hombre;Aragón;21 años;238
Hombre;Aragón;22 años;174
Hombre;Aragón;23 años;269
Hombre;Aragón;24 años;176
Hombre;Aragón;25 años;140
Hombre;Aragón;26 años;272
Hombre;Aragón;27 años;227
Hombre;Aragón;28 años;318
Hombre;Aragón;29 años;184
Hombre;Aragón;30 años;111
Hombre;Aragón;31 años;220
Hombre;Aragón;32 años;379
Hombre;Aragón;33 años;220
Hombre;Aragón;34 años;195
Hombre;Aragón;35 años;133
Hombre;Aragón;36 años;134
Hombre;Aragón;37 años;151
Hombre;Aragón;38 años;132
Hombre;Aragón;39 años;264
Hombre;Aragón;40 años;132
Hombre;Aragón;41 años;167
Hombre;Aragón;42 años;120
Hombre;Aragón;43 años;47
Hombre;Aragón;44 años;107
Hombre;Aragón;45 años;72
Hombre;Aragón;46 años;13
Hombre;Aragón;47 años;98
Hombre;Aragón;48 años;97
Hombre;Aragón;49 años;99
Hombre;Aragón;50 años;96
Hombre;Aragón;51 años;100
Hombre;Aragón;52 años;39
Hombre;Aragón;53 años;95
Hombre;Aragón;54 años;97
Hombre;Aragón;55 años;82
Hombre;Aragón;56 años;31
Hombre;Aragón;57 años;102
Hombre;Aragón;58 años;88
Hombre;Aragón;59 años;74
Hombre;Aragón;60 años;101
Hombre;Aragón;61 años;44
Hombre;Aragón;62 años;77
Hombre;Aragón;63 años;57
Hombre;Aragón;64 años;90
Hombre;Aragón;65 años;63
Hombre;Aragón;66 años;42
Hombre;Aragón;67 años;61
Hombre;Aragón;68 años;65
Hombre;Aragón;69 años;76
Hombre;Aragón;70 años;58
Hombre;Aragón;71 años;97
Hombre;Aragón;72 años;71
Hombre;Aragón;73 años;126
Hombre;Aragón;74 años;136
Hombre;Aragón;75 años;144
Hombre;Aragón;76 años;150
Hombre;Aragón;77 años;170
Hombre;Aragón;78 años;212
Hombre;Aragón;79 años;264
Hombre;Aragón;80 años;232
Hombre;Aragón;81 años;254
Hombre;Aragón;82 años;235
Hombre;Aragón;83 años;244
Hombre;Aragón;84 años;201
Hombre;Aragón;85 años;325
Hombre;Aragón;86 años;279
Hombre;Aragón;87 años;247
Hombre;Aragón;88 años;246
Hombre;Aragón;89 años;232
Hombre;Aragón;90 años;124
Hombre;Aragón;91 años;137
Hombre;Aragón;92 años;103
Hombre;Aragón;93 años;73
Hombre;Aragón;94 años;44
Hombre;Aragón;95 años;44
Hombre;Aragón;96 años;36
Hombre;Aragón;97 años;29
Hombre;Aragón;98 años;29
Hombre;Aragón;99 años;14
Hombre;Aragón;100 y más años;32
Hombre;Asturias, Principado de;Total;4.148
Hombre;Asturias, Principado de;0 años;..
Hombre;Asturias, Principado de;1 año;..
Hombre;Asturias, Principado de;2 años;..
Hombre;Asturias, Principado de;3 años;..
Hombre;Asturias, Principado de;4 años;8
Hombre;Asturias, Principado de;5 años;4
Hombre;Asturias, Principado de;6 años;4
Hombre;Asturias, Principado de;7 años;4
Hombre;Asturias, Principado de;8 años;5
Hombre;Asturias, Principado de;9 años;6
Hombre;Asturias, Principado de;10 años;7
Hombre;Asturias, Principado de;11 años;2
Hombre;Asturias, Principado de;12 años;..
Hombre;Asturias, Principado de;13 años;11
Hombre;Asturias, Principado de;14 años;4
Hombre;Asturias, Principado de;15 años;11
Hombre;Asturias, Principado de;16 años;21
Hombre;Asturias, Principado de;17 años;5
Hombre;Asturias, Principado de;18 años;4
Hombre;Asturias, Principado de;19 años;1
Hombre;Asturias, Principado de;20 años;12
Hombre;Asturias, Principado de;21 años;5
Hombre;Asturias, Principado de;22 años;11
Hombre;Asturias, Principado de;23 años;46
Hombre;Asturias, Principado de;24 años;74
Hombre;Asturias, Principado de;25 años;55
Hombre;Asturias, Principado de;26 años;39
Hombre;Asturias, Principado de;27 años;97
Hombre;Asturias, Principado de;28 años;44
Hombre;Asturias, Principado de;29 años;29
Hombre;Asturias, Principado de;30 años;11
Hombre;Asturias, Principado de;31 años;4
Hombre;Asturias, Principado de;32 años;21
Hombre;Asturias, Principado de;33 años;23
Hombre;Asturias, Principado de;34 años;33
Hombre;Asturias, Principado de;35 años;4
Hombre;Asturias, Principado de;36 años;55
Hombre;Asturias, Principado de;37 años;9
Hombre;Asturias, Principado de;38 años;23
Hombre;Asturias, Principado de;39 años;67
Hombre;Asturias, Principado de;40 años;14
Hombre;Asturias, Principado de;41 años;18
Hombre;Asturias, Principado de;42 años;4
Hombre;Asturias, Principado de;43 años;82
Hombre;Asturias, Principado de;44 años;13
Hombre;Asturias, Principado de;45 años;14
Hombre;Asturias, Principado de;46 años;69
Hombre;Asturias, Principado de;47 años;28
Hombre;Asturias, Principado de;48 años;34
Hombre;Asturias, Principado de;49 años;70
Hombre;Asturias, Principado de;50 años;21
Hombre;Asturias, Principado de;51 años;36
Hombre;Asturias, Principado de;52 años;37
Hombre;Asturias, Principado de;53 años;47
Hombre;Asturias, Principado de;54 años;36
Hombre;Asturias, Principado de;55 años;43
Hombre;Asturias, Principado de;56 años;39
Hombre;Asturias, Principado de;57 años;21
Hombre;Asturias, Principado de;58 años;23
Hombre;Asturias, Principado de;59 años;26
Hombre;Asturias, Principado de;60 años;57
Hombre;Asturias, Principado de;61 años;59
Hombre;Asturias, Principado de;62 años;24
Hombre;Asturias, Principado de;63 años;36
Hombre;Asturias, Principado de;64 años;54
Hombre;Asturias, Principado de;65 años;41
Hombre;Asturias, Principado de;66 años;63
Hombre;Asturias, Principado de;67 años;32
Hombre;Asturias, Principado de;68 años;35
Hombre;Asturias, Principado de;69 años;26
Hombre;Asturias, Principado de;70 años;99
Hombre;Asturias, Principado de;71 años;45
Hombre;Asturias, Principado de;72 años;10
Hombre;Asturias, Principado de;73 años;55
Hombre;Asturias, Principado de;74 años;44
Hombre;Asturias, Principado de;75 años;83
Hombre;Asturias, Principado de;76 años;94
Hombre;Asturias, Principado de;77 años;73
Hombre;Asturias, Principado de;78 años;114
Hombre;Asturias, Principado de;79 años;70
Hombre;Asturias, Principado de;80 años;166
Hombre;Asturias, Principado de;81 años;169
Hombre;Asturias, Principado de;82 años;138
Hombre;Asturias, Principado de;83 años;135
Hombre;Asturias, Principado de;84 años;103
Hombre;Asturias, Principado de;85 años;148
Hombre;Asturias, Principado de;86 años;136
Hombre;Asturias, Principado de;87 años;117
Hombre;Asturias, Principado de;88 años;122
Hombre;Asturias, Principado de;89 años;85
Hombre;Asturias, Principado de;90 años;63
Hombre;Asturias, Principado de;91 años;44
Hombre;Asturias, Principado de;92 años;32
Hombre;Asturias, Principado de;93 años;25
Hombre;Asturias, Principado de;94 años;17
Hombre;Asturias, Principado de;95 años;24
Hombre;Asturias, Principado de;96 años;36
Hombre;Asturias, Principado de;97 años;20
Hombre;Asturias, Principado de;98 años;1
Hombre;Asturias, Principado de;99 años;5
Hombre;Asturias, Principado de;100 y más años;14
Hombre;Balears, Illes;Total;3.974
Hombre;Balears, Illes;0 años;..
Hombre;Balears, Illes;1 año;..
Hombre;Balears, Illes;2 años;..
Hombre;Balears, Illes;3 años;..
Hombre;Balears, Illes;4 años;..
Hombre;Balears, Illes;5 años;..
Hombre;Balears, Illes;6 años;1
Hombre;Balears, Illes;7 años;..
Hombre;Balears, Illes;8 años;..
Hombre;Balears, Illes;9 años;..
Hombre;Balears, Illes;10 años;..
Hombre;Balears, Illes;11 años;..
Hombre;Balears, Illes;12 años;..
Hombre;Balears, Illes;13 años;6
Hombre;Balears, Illes;14 años;2
Hombre;Balears, Illes;15 años;..
Hombre;Balears, Illes;16 años;15
Hombre;Balears, Illes;17 años;13
Hombre;Balears, Illes;18 años;10
Hombre;Balears, Illes;19 años;47
Hombre;Balears, Illes;20 años;71
Hombre;Balears, Illes;21 años;42
Hombre;Balears, Illes;22 años;97
Hombre;Balears, Illes;23 años;104
Hombre;Balears, Illes;24 años;76
Hombre;Balears, Illes;25 años;37
Hombre;Balears, Illes;26 años;153
Hombre;Balears, Illes;27 años;201
Hombre;Balears, Illes;28 años;113
Hombre;Balears, Illes;29 años;197
Hombre;Balears, Illes;30 años;55
Hombre;Balears, Illes;31 años;51
Hombre;Balears, Illes;32 años;49
Hombre;Balears, Illes;33 años;71
Hombre;Balears, Illes;34 años;86
Hombre;Balears, Illes;35 años;61
Hombre;Balears, Illes;36 años;74
Hombre;Balears, Illes;37 años;51
Hombre;Balears, Illes;38 años;49
Hombre;Balears, Illes;39 años;42
Hombre;Balears, Illes;40 años;58
Hombre;Balears, Illes;41 años;74
Hombre;Balears, Illes;42 años;7
Hombre;Balears, Illes;43 años;45
Hombre;Balears, Illes;44 años;64
Hombre;Balears, Illes;45 años;37
Hombre;Balears, Illes;46 años;76
Hombre;Balears, Illes;47 años;16
Hombre;Balears, Illes;48 años;41
Hombre;Balears, Illes;49 años;34
Hombre;Balears, Illes;50 años;81
Hombre;Balears, Illes;51 años;61
Hombre;Balears, Illes;52 años;35
Hombre;Balears, Illes;53 años;21
Hombre;Balears, Illes;54 años;23
Hombre;Balears, Illes;55 años;21
Hombre;Balears, Illes;56 años;43
Hombre;Balears, Illes;57 años;67
Hombre;Balears, Illes;58 años;8
Hombre;Balears, Illes;59 años;31
Hombre;Balears, Illes;60 años;23
Hombre;Balears, Illes;61 años;18
Hombre;Balears, Illes;62 años;30
Hombre;Balears, Illes;63 años;57
Hombre;Balears, Illes;64 años;9
Hombre;Balears, Illes;65 años;16
Hombre;Balears, Illes;66 años;17
Hombre;Balears, Illes;67 años;67
Hombre;Balears, Illes;68 años;32
Hombre;Balears, Illes;69 años;25
Hombre;Balears, Illes;70 años;24
Hombre;Balears, Illes;71 años;74
Hombre;Balears, Illes;72 años;13
Hombre;Balears, Illes;73 años;18
Hombre;Balears, Illes;74 años;38
Hombre;Balears, Illes;75 años;25
Hombre;Balears, Illes;76 años;82
Hombre;Balears, Illes;77 años;25
Hombre;Balears, Illes;78 años;45
Hombre;Balears, Illes;79 años;53
Hombre;Balears, Illes;80 años;63
Hombre;Balears, Illes;81 años;71
Hombre;Balears, Illes;82 años;23
Hombre;Balears, Illes;83 años;88
Hombre;Balears, Illes;84 años;44
Hombre;Balears, Illes;85 años;62
Hombre;Balears, Illes;86 años;55
Hombre;Balears, Illes;87 años;50
Hombre;Balears, Illes;88 años;27
Hombre;Balears, Illes;89 años;82
