Comunidades autónomas;Tipo de dato;Periodo;Total
18 Ceuta;Dato base;2005SM28;10
18 Ceuta;Dato base;2005SM27;9
18 Ceuta;Dato base;2005SM26;5
18 Ceuta;Dato base;2005SM25;6
18 Ceuta;Dato base;2005SM24;6
18 Ceuta;Dato base;2005SM23;6
18 Ceuta;Dato base;2005SM22;10
18 Ceuta;Dato base;2005SM21;11
18 Ceuta;Dato base;2005SM20;10
18 Ceuta;Dato base;2005SM19;15
18 Ceuta;Dato base;2005SM18;9
18 Ceuta;Dato base;2005SM17;10
18 Ceuta;Dato base;2005SM16;9
18 Ceuta;Dato base;2005SM15;12
18 Ceuta;Dato base;2005SM14;8
18 Ceuta;Dato base;2005SM13;13
18 Ceuta;Dato base;2005SM12;9
18 Ceuta;Dato base;2005SM11;12
18 Ceuta;Dato base;2005SM10;8
18 Ceuta;Dato base;2005SM09;9
18 Ceuta;Dato base;2005SM08;12
18 Ceuta;Dato base;2005SM07;10
18 Ceuta;Dato base;2005SM06;18
18 Ceuta;Dato base;2005SM05;18
18 Ceuta;Dato base;2005SM04;11
18 Ceuta;Dato base;2005SM03;15
18 Ceuta;Dato base;2005SM02;13
18 Ceuta;Dato base;2005SM01;14
18 Ceuta;Dato base;2004SM53;13
18 Ceuta;Dato base;2004SM52;17
18 Ceuta;Dato base;2004SM51;11
18 Ceuta;Dato base;2004SM50;8
18 Ceuta;Dato base;2004SM49;14
18 Ceuta;Dato base;2004SM48;8
18 Ceuta;Dato base;2004SM47;10
18 Ceuta;Dato base;2004SM46;7
18 Ceuta;Dato base;2004SM45;10
18 Ceuta;Dato base;2004SM44;10
18 Ceuta;Dato base;2004SM43;16
18 Ceuta;Dato base;2004SM42;6
18 Ceuta;Dato base;2004SM41;10
18 Ceuta;Dato base;2004SM40;6
18 Ceuta;Dato base;2004SM39;11
18 Ceuta;Dato base;2004SM38;11
18 Ceuta;Dato base;2004SM37;10
18 Ceuta;Dato base;2004SM36;12
18 Ceuta;Dato base;2004SM35;6
18 Ceuta;Dato base;2004SM34;4
18 Ceuta;Dato base;2004SM33;8
18 Ceuta;Dato base;2004SM32;7
18 Ceuta;Dato base;2004SM31;5
18 Ceuta;Dato base;2004SM30;12
18 Ceuta;Dato base;2004SM29;3
18 Ceuta;Dato base;2004SM28;6
18 Ceuta;Dato base;2004SM27;9
18 Ceuta;Dato base;2004SM26;8
18 Ceuta;Dato base;2004SM25;7
18 Ceuta;Dato base;2004SM24;9
18 Ceuta;Dato base;2004SM23;11
18 Ceuta;Dato base;2004SM22;13
18 Ceuta;Dato base;2004SM21;13
18 Ceuta;Dato base;2004SM20;10
18 Ceuta;Dato base;2004SM19;4
18 Ceuta;Dato base;2004SM18;10
18 Ceuta;Dato base;2004SM17;12
18 Ceuta;Dato base;2004SM16;7
18 Ceuta;Dato base;2004SM15;6
18 Ceuta;Dato base;2004SM14;9
18 Ceuta;Dato base;2004SM13;8
18 Ceuta;Dato base;2004SM12;10
18 Ceuta;Dato base;2004SM11;10
18 Ceuta;Dato base;2004SM10;11
18 Ceuta;Dato base;2004SM09;11
18 Ceuta;Dato base;2004SM08;9
18 Ceuta;Dato base;2004SM07;7
18 Ceuta;Dato base;2004SM06;5
18 Ceuta;Dato base;2004SM05;12
18 Ceuta;Dato base;2004SM04;11
18 Ceuta;Dato base;2004SM03;12
18 Ceuta;Dato base;2004SM02;16
18 Ceuta;Dato base;2004SM01;10
18 Ceuta;Dato base;2003SM52;13
18 Ceuta;Dato base;2003SM51;11
18 Ceuta;Dato base;2003SM50;9
18 Ceuta;Dato base;2003SM49;11
18 Ceuta;Dato base;2003SM48;15
18 Ceuta;Dato base;2003SM47;8
18 Ceuta;Dato base;2003SM46;12
18 Ceuta;Dato base;2003SM45;15
18 Ceuta;Dato base;2003SM44;8
18 Ceuta;Dato base;2003SM43;6
18 Ceuta;Dato base;2003SM42;10
18 Ceuta;Dato base;2003SM41;9
18 Ceuta;Dato base;2003SM40;6
18 Ceuta;Dato base;2003SM39;8
18 Ceuta;Dato base;2003SM38;3
18 Ceuta;Dato base;2003SM37;8
18 Ceuta;Dato base;2003SM36;7
18 Ceuta;Dato base;2003SM35;9
18 Ceuta;Dato base;2003SM34;7
18 Ceuta;Dato base;2003SM33;13
18 Ceuta;Dato base;2003SM32;9
18 Ceuta;Dato base;2003SM31;10
18 Ceuta;Dato base;2003SM30;10
18 Ceuta;Dato base;2003SM29;9
18 Ceuta;Dato base;2003SM28;9
18 Ceuta;Dato base;2003SM27;6
18 Ceuta;Dato base;2003SM26;13
18 Ceuta;Dato base;2003SM25;11
18 Ceuta;Dato base;2003SM24;14
18 Ceuta;Dato base;2003SM23;6
18 Ceuta;Dato base;2003SM22;11
18 Ceuta;Dato base;2003SM21;8
18 Ceuta;Dato base;2003SM20;7
18 Ceuta;Dato base;2003SM19;8
18 Ceuta;Dato base;2003SM18;7
18 Ceuta;Dato base;2003SM17;12
18 Ceuta;Dato base;2003SM16;14
18 Ceuta;Dato base;2003SM15;4
18 Ceuta;Dato base;2003SM14;3
18 Ceuta;Dato base;2003SM13;10
18 Ceuta;Dato base;2003SM12;9
18 Ceuta;Dato base;2003SM11;8
18 Ceuta;Dato base;2003SM10;9
18 Ceuta;Dato base;2003SM09;10
18 Ceuta;Dato base;2003SM08;12
18 Ceuta;Dato base;2003SM07;14
18 Ceuta;Dato base;2003SM06;12
18 Ceuta;Dato base;2003SM05;4
18 Ceuta;Dato base;2003SM04;15
18 Ceuta;Dato base;2003SM03;8
18 Ceuta;Dato base;2003SM02;15
18 Ceuta;Dato base;2003SM01;10
18 Ceuta;Dato base;2002SM52;9
18 Ceuta;Dato base;2002SM51;11
18 Ceuta;Dato base;2002SM50;10
18 Ceuta;Dato base;2002SM49;7
18 Ceuta;Dato base;2002SM48;10
18 Ceuta;Dato base;2002SM47;4
18 Ceuta;Dato base;2002SM46;8
18 Ceuta;Dato base;2002SM45;9
18 Ceuta;Dato base;2002SM44;11
18 Ceuta;Dato base;2002SM43;11
18 Ceuta;Dato base;2002SM42;4
18 Ceuta;Dato base;2002SM41;8
18 Ceuta;Dato base;2002SM40;8
18 Ceuta;Dato base;2002SM39;11
18 Ceuta;Dato base;2002SM38;7
18 Ceuta;Dato base;2002SM37;10
18 Ceuta;Dato base;2002SM36;8
18 Ceuta;Dato base;2002SM35;6
18 Ceuta;Dato base;2002SM34;7
18 Ceuta;Dato base;2002SM33;9
18 Ceuta;Dato base;2002SM32;6
18 Ceuta;Dato base;2002SM31;8
18 Ceuta;Dato base;2002SM30;12
18 Ceuta;Dato base;2002SM29;7
18 Ceuta;Dato base;2002SM28;10
18 Ceuta;Dato base;2002SM27;12
18 Ceuta;Dato base;2002SM26;12
18 Ceuta;Dato base;2002SM25;13
18 Ceuta;Dato base;2002SM24;8
18 Ceuta;Dato base;2002SM23;10
18 Ceuta;Dato base;2002SM22;8
18 Ceuta;Dato base;2002SM21;15
18 Ceuta;Dato base;2002SM20;7
18 Ceuta;Dato base;2002SM19;13
18 Ceuta;Dato base;2002SM18;5
18 Ceuta;Dato base;2002SM17;14
18 Ceuta;Dato base;2002SM16;6
18 Ceuta;Dato base;2002SM15;15
18 Ceuta;Dato base;2002SM14;8
18 Ceuta;Dato base;2002SM13;8
18 Ceuta;Dato base;2002SM12;7
18 Ceuta;Dato base;2002SM11;13
18 Ceuta;Dato base;2002SM10;24
18 Ceuta;Dato base;2002SM09;13
18 Ceuta;Dato base;2002SM08;5
18 Ceuta;Dato base;2002SM07;13
18 Ceuta;Dato base;2002SM06;9
18 Ceuta;Dato base;2002SM05;11
18 Ceuta;Dato base;2002SM04;15
18 Ceuta;Dato base;2002SM03;9
18 Ceuta;Dato base;2002SM02;12
18 Ceuta;Dato base;2002SM01;9
18 Ceuta;Dato base;2001SM52;11
18 Ceuta;Dato base;2001SM51;12
18 Ceuta;Dato base;2001SM50;12
18 Ceuta;Dato base;2001SM49;7
18 Ceuta;Dato base;2001SM48;9
18 Ceuta;Dato base;2001SM47;12
18 Ceuta;Dato base;2001SM46;3
18 Ceuta;Dato base;2001SM45;14
18 Ceuta;Dato base;2001SM44;4
18 Ceuta;Dato base;2001SM43;7
18 Ceuta;Dato base;2001SM42;9
18 Ceuta;Dato base;2001SM41;4
18 Ceuta;Dato base;2001SM40;9
18 Ceuta;Dato base;2001SM39;11
18 Ceuta;Dato base;2001SM38;9
18 Ceuta;Dato base;2001SM37;16
18 Ceuta;Dato base;2001SM36;6
18 Ceuta;Dato base;2001SM35;10
18 Ceuta;Dato base;2001SM34;6
18 Ceuta;Dato base;2001SM33;10
18 Ceuta;Dato base;2001SM32;7
18 Ceuta;Dato base;2001SM31;4
18 Ceuta;Dato base;2001SM30;7
18 Ceuta;Dato base;2001SM29;7
18 Ceuta;Dato base;2001SM28;11
18 Ceuta;Dato base;2001SM27;6
18 Ceuta;Dato base;2001SM26;12
18 Ceuta;Dato base;2001SM25;8
18 Ceuta;Dato base;2001SM24;7
18 Ceuta;Dato base;2001SM23;9
18 Ceuta;Dato base;2001SM22;8
18 Ceuta;Dato base;2001SM21;6
18 Ceuta;Dato base;2001SM20;11
18 Ceuta;Dato base;2001SM19;12
18 Ceuta;Dato base;2001SM18;6
18 Ceuta;Dato base;2001SM17;7
18 Ceuta;Dato base;2001SM16;10
18 Ceuta;Dato base;2001SM15;8
18 Ceuta;Dato base;2001SM14;12
18 Ceuta;Dato base;2001SM13;8
18 Ceuta;Dato base;2001SM12;9
18 Ceuta;Dato base;2001SM11;8
18 Ceuta;Dato base;2001SM10;11
18 Ceuta;Dato base;2001SM09;11
18 Ceuta;Dato base;2001SM08;11
18 Ceuta;Dato base;2001SM07;9
18 Ceuta;Dato base;2001SM06;8
18 Ceuta;Dato base;2001SM05;9
18 Ceuta;Dato base;2001SM04;8
18 Ceuta;Dato base;2001SM03;5
18 Ceuta;Dato base;2001SM02;8
18 Ceuta;Dato base;2001SM01;12
18 Ceuta;Dato base;2000SM52;7
18 Ceuta;Dato base;2000SM51;6
18 Ceuta;Dato base;2000SM50;4
18 Ceuta;Dato base;2000SM49;7
18 Ceuta;Dato base;2000SM48;3
18 Ceuta;Dato base;2000SM47;9
18 Ceuta;Dato base;2000SM46;10
18 Ceuta;Dato base;2000SM45;9
18 Ceuta;Dato base;2000SM44;7
18 Ceuta;Dato base;2000SM43;7
18 Ceuta;Dato base;2000SM42;12
18 Ceuta;Dato base;2000SM41;5
18 Ceuta;Dato base;2000SM40;9
18 Ceuta;Dato base;2000SM39;9
18 Ceuta;Dato base;2000SM38;3
18 Ceuta;Dato base;2000SM37;8
18 Ceuta;Dato base;2000SM36;4
18 Ceuta;Dato base;2000SM35;15
18 Ceuta;Dato base;2000SM34;8
18 Ceuta;Dato base;2000SM33;9
18 Ceuta;Dato base;2000SM32;7
18 Ceuta;Dato base;2000SM31;11
18 Ceuta;Dato base;2000SM30;13
18 Ceuta;Dato base;2000SM29;8
18 Ceuta;Dato base;2000SM28;8
18 Ceuta;Dato base;2000SM27;10
18 Ceuta;Dato base;2000SM26;9
18 Ceuta;Dato base;2000SM25;12
18 Ceuta;Dato base;2000SM24;12
18 Ceuta;Dato base;2000SM23;4
18 Ceuta;Dato base;2000SM22;9
18 Ceuta;Dato base;2000SM21;10
18 Ceuta;Dato base;2000SM20;8
18 Ceuta;Dato base;2000SM19;7
18 Ceuta;Dato base;2000SM18;9
18 Ceuta;Dato base;2000SM17;8
18 Ceuta;Dato base;2000SM16;11
18 Ceuta;Dato base;2000SM15;8
18 Ceuta;Dato base;2000SM14;7
18 Ceuta;Dato base;2000SM13;11
18 Ceuta;Dato base;2000SM12;8
18 Ceuta;Dato base;2000SM11;8
18 Ceuta;Dato base;2000SM10;8
18 Ceuta;Dato base;2000SM09;11
18 Ceuta;Dato base;2000SM08;13
18 Ceuta;Dato base;2000SM07;9
18 Ceuta;Dato base;2000SM06;3
18 Ceuta;Dato base;2000SM05;11
18 Ceuta;Dato base;2000SM04;11
18 Ceuta;Dato base;2000SM03;15
18 Ceuta;Dato base;2000SM02;11
18 Ceuta;Dato base;2000SM01;7
18 Ceuta;Acumulado en lo que va de año;2020SM41;477
18 Ceuta;Acumulado en lo que va de año;2020SM40;466
18 Ceuta;Acumulado en lo que va de año;2020SM39;456
18 Ceuta;Acumulado en lo que va de año;2020SM38;449
18 Ceuta;Acumulado en lo que va de año;2020SM37;433
18 Ceuta;Acumulado en lo que va de año;2020SM36;417
18 Ceuta;Acumulado en lo que va de año;2020SM35;409
18 Ceuta;Acumulado en lo que va de año;2020SM34;402
18 Ceuta;Acumulado en lo que va de año;2020SM33;394
18 Ceuta;Acumulado en lo que va de año;2020SM32;381
18 Ceuta;Acumulado en lo que va de año;2020SM31;368
18 Ceuta;Acumulado en lo que va de año;2020SM30;360
18 Ceuta;Acumulado en lo que va de año;2020SM29;354
18 Ceuta;Acumulado en lo que va de año;2020SM28;341
18 Ceuta;Acumulado en lo que va de año;2020SM27;329
18 Ceuta;Acumulado en lo que va de año;2020SM26;314
18 Ceuta;Acumulado en lo que va de año;2020SM25;303
18 Ceuta;Acumulado en lo que va de año;2020SM24;293
18 Ceuta;Acumulado en lo que va de año;2020SM23;283
18 Ceuta;Acumulado en lo que va de año;2020SM22;275
18 Ceuta;Acumulado en lo que va de año;2020SM21;271
18 Ceuta;Acumulado en lo que va de año;2020SM20;263
18 Ceuta;Acumulado en lo que va de año;2020SM19;254
18 Ceuta;Acumulado en lo que va de año;2020SM18;244
18 Ceuta;Acumulado en lo que va de año;2020SM17;232
18 Ceuta;Acumulado en lo que va de año;2020SM16;223
18 Ceuta;Acumulado en lo que va de año;2020SM15;207
18 Ceuta;Acumulado en lo que va de año;2020SM14;197
18 Ceuta;Acumulado en lo que va de año;2020SM13;181
18 Ceuta;Acumulado en lo que va de año;2020SM12;171
18 Ceuta;Acumulado en lo que va de año;2020SM11;161
18 Ceuta;Acumulado en lo que va de año;2020SM10;146
18 Ceuta;Acumulado en lo que va de año;2020SM09;132
18 Ceuta;Acumulado en lo que va de año;2020SM08;123
18 Ceuta;Acumulado en lo que va de año;2020SM07;105
18 Ceuta;Acumulado en lo que va de año;2020SM06;89
18 Ceuta;Acumulado en lo que va de año;2020SM05;71
18 Ceuta;Acumulado en lo que va de año;2020SM04;60
18 Ceuta;Acumulado en lo que va de año;2020SM03;39
18 Ceuta;Acumulado en lo que va de año;2020SM02;24
18 Ceuta;Acumulado en lo que va de año;2020SM01;12
18 Ceuta;Acumulado en lo que va de año;2019SM52;531
18 Ceuta;Acumulado en lo que va de año;2019SM51;519
18 Ceuta;Acumulado en lo que va de año;2019SM50;508
18 Ceuta;Acumulado en lo que va de año;2019SM49;493
18 Ceuta;Acumulado en lo que va de año;2019SM48;478
18 Ceuta;Acumulado en lo que va de año;2019SM47;470
18 Ceuta;Acumulado en lo que va de año;2019SM46;464
18 Ceuta;Acumulado en lo que va de año;2019SM45;450
18 Ceuta;Acumulado en lo que va de año;2019SM44;432
18 Ceuta;Acumulado en lo que va de año;2019SM43;421
18 Ceuta;Acumulado en lo que va de año;2019SM42;415
18 Ceuta;Acumulado en lo que va de año;2019SM41;409
18 Ceuta;Acumulado en lo que va de año;2019SM40;399
18 Ceuta;Acumulado en lo que va de año;2019SM39;395
18 Ceuta;Acumulado en lo que va de año;2019SM38;380
18 Ceuta;Acumulado en lo que va de año;2019SM37;371
18 Ceuta;Acumulado en lo que va de año;2019SM36;359
18 Ceuta;Acumulado en lo que va de año;2019SM35;348
18 Ceuta;Acumulado en lo que va de año;2019SM34;336
18 Ceuta;Acumulado en lo que va de año;2019SM33;329
18 Ceuta;Acumulado en lo que va de año;2019SM32;321
18 Ceuta;Acumulado en lo que va de año;2019SM31;310
18 Ceuta;Acumulado en lo que va de año;2019SM30;300
18 Ceuta;Acumulado en lo que va de año;2019SM29;295
18 Ceuta;Acumulado en lo que va de año;2019SM28;288
18 Ceuta;Acumulado en lo que va de año;2019SM27;273
18 Ceuta;Acumulado en lo que va de año;2019SM26;268
18 Ceuta;Acumulado en lo que va de año;2019SM25;260
18 Ceuta;Acumulado en lo que va de año;2019SM24;253
18 Ceuta;Acumulado en lo que va de año;2019SM23;248
18 Ceuta;Acumulado en lo que va de año;2019SM22;237
18 Ceuta;Acumulado en lo que va de año;2019SM21;225
18 Ceuta;Acumulado en lo que va de año;2019SM20;214
18 Ceuta;Acumulado en lo que va de año;2019SM19;211
18 Ceuta;Acumulado en lo que va de año;2019SM18;200
18 Ceuta;Acumulado en lo que va de año;2019SM17;191
18 Ceuta;Acumulado en lo que va de año;2019SM16;180
18 Ceuta;Acumulado en lo que va de año;2019SM15;174
18 Ceuta;Acumulado en lo que va de año;2019SM14;169
18 Ceuta;Acumulado en lo que va de año;2019SM13;161
18 Ceuta;Acumulado en lo que va de año;2019SM12;145
18 Ceuta;Acumulado en lo que va de año;2019SM11;134
18 Ceuta;Acumulado en lo que va de año;2019SM10;126
18 Ceuta;Acumulado en lo que va de año;2019SM09;110
18 Ceuta;Acumulado en lo que va de año;2019SM08;91
18 Ceuta;Acumulado en lo que va de año;2019SM07;84
18 Ceuta;Acumulado en lo que va de año;2019SM06;68
18 Ceuta;Acumulado en lo que va de año;2019SM05;60
18 Ceuta;Acumulado en lo que va de año;2019SM04;49
18 Ceuta;Acumulado en lo que va de año;2019SM03;42
18 Ceuta;Acumulado en lo que va de año;2019SM02;33
18 Ceuta;Acumulado en lo que va de año;2019SM01;18
18 Ceuta;Acumulado en lo que va de año;2018SM52;534
18 Ceuta;Acumulado en lo que va de año;2018SM51;524
18 Ceuta;Acumulado en lo que va de año;2018SM50;512
18 Ceuta;Acumulado en lo que va de año;2018SM49;504
18 Ceuta;Acumulado en lo que va de año;2018SM48;497
18 Ceuta;Acumulado en lo que va de año;2018SM47;487
18 Ceuta;Acumulado en lo que va de año;2018SM46;474
18 Ceuta;Acumulado en lo que va de año;2018SM45;467
18 Ceuta;Acumulado en lo que va de año;2018SM44;454
18 Ceuta;Acumulado en lo que va de año;2018SM43;441
18 Ceuta;Acumulado en lo que va de año;2018SM42;435
18 Ceuta;Acumulado en lo que va de año;2018SM41;425
18 Ceuta;Acumulado en lo que va de año;2018SM40;414
18 Ceuta;Acumulado en lo que va de año;2018SM39;404
18 Ceuta;Acumulado en lo que va de año;2018SM38;392
18 Ceuta;Acumulado en lo que va de año;2018SM37;380
18 Ceuta;Acumulado en lo que va de año;2018SM36;373
18 Ceuta;Acumulado en lo que va de año;2018SM35;368
18 Ceuta;Acumulado en lo que va de año;2018SM34;357
18 Ceuta;Acumulado en lo que va de año;2018SM33;348
18 Ceuta;Acumulado en lo que va de año;2018SM32;339
18 Ceuta;Acumulado en lo que va de año;2018SM31;328
18 Ceuta;Acumulado en lo que va de año;2018SM30;323
18 Ceuta;Acumulado en lo que va de año;2018SM29;315
18 Ceuta;Acumulado en lo que va de año;2018SM28;306
18 Ceuta;Acumulado en lo que va de año;2018SM27;297
18 Ceuta;Acumulado en lo que va de año;2018SM26;289
18 Ceuta;Acumulado en lo que va de año;2018SM25;279
18 Ceuta;Acumulado en lo que va de año;2018SM24;268
18 Ceuta;Acumulado en lo que va de año;2018SM23;261
18 Ceuta;Acumulado en lo que va de año;2018SM22;250
18 Ceuta;Acumulado en lo que va de año;2018SM21;247
18 Ceuta;Acumulado en lo que va de año;2018SM20;232
18 Ceuta;Acumulado en lo que va de año;2018SM19;222
18 Ceuta;Acumulado en lo que va de año;2018SM18;208
18 Ceuta;Acumulado en lo que va de año;2018SM17;200
18 Ceuta;Acumulado en lo que va de año;2018SM16;190
18 Ceuta;Acumulado en lo que va de año;2018SM15;181
18 Ceuta;Acumulado en lo que va de año;2018SM14;171
18 Ceuta;Acumulado en lo que va de año;2018SM13;164
18 Ceuta;Acumulado en lo que va de año;2018SM12;156
18 Ceuta;Acumulado en lo que va de año;2018SM11;143
18 Ceuta;Acumulado en lo que va de año;2018SM10;130
18 Ceuta;Acumulado en lo que va de año;2018SM09;118
18 Ceuta;Acumulado en lo que va de año;2018SM08;103
18 Ceuta;Acumulado en lo que va de año;2018SM07;83
18 Ceuta;Acumulado en lo que va de año;2018SM06;71
18 Ceuta;Acumulado en lo que va de año;2018SM05;55
18 Ceuta;Acumulado en lo que va de año;2018SM04;48
18 Ceuta;Acumulado en lo que va de año;2018SM03;40
18 Ceuta;Acumulado en lo que va de año;2018SM02;27
18 Ceuta;Acumulado en lo que va de año;2018SM01;16
18 Ceuta;Acumulado en lo que va de año;2017SM52;559
18 Ceuta;Acumulado en lo que va de año;2017SM51;551
18 Ceuta;Acumulado en lo que va de año;2017SM50;539
18 Ceuta;Acumulado en lo que va de año;2017SM49;528
18 Ceuta;Acumulado en lo que va de año;2017SM48;519
18 Ceuta;Acumulado en lo que va de año;2017SM47;503
18 Ceuta;Acumulado en lo que va de año;2017SM46;497
18 Ceuta;Acumulado en lo que va de año;2017SM45;486
18 Ceuta;Acumulado en lo que va de año;2017SM44;477
18 Ceuta;Acumulado en lo que va de año;2017SM43;466
18 Ceuta;Acumulado en lo que va de año;2017SM42;461
18 Ceuta;Acumulado en lo que va de año;2017SM41;448
18 Ceuta;Acumulado en lo que va de año;2017SM40;432
18 Ceuta;Acumulado en lo que va de año;2017SM39;419
18 Ceuta;Acumulado en lo que va de año;2017SM38;407
18 Ceuta;Acumulado en lo que va de año;2017SM37;392
18 Ceuta;Acumulado en lo que va de año;2017SM36;382
18 Ceuta;Acumulado en lo que va de año;2017SM35;375
18 Ceuta;Acumulado en lo que va de año;2017SM34;367
18 Ceuta;Acumulado en lo que va de año;2017SM33;356
18 Ceuta;Acumulado en lo que va de año;2017SM32;344
18 Ceuta;Acumulado en lo que va de año;2017SM31;336
18 Ceuta;Acumulado en lo que va de año;2017SM30;325
18 Ceuta;Acumulado en lo que va de año;2017SM29;318
18 Ceuta;Acumulado en lo que va de año;2017SM28;309
18 Ceuta;Acumulado en lo que va de año;2017SM27;299
18 Ceuta;Acumulado en lo que va de año;2017SM26;289
18 Ceuta;Acumulado en lo que va de año;2017SM25;278
18 Ceuta;Acumulado en lo que va de año;2017SM24;269
18 Ceuta;Acumulado en lo que va de año;2017SM23;253
18 Ceuta;Acumulado en lo que va de año;2017SM22;241
18 Ceuta;Acumulado en lo que va de año;2017SM21;229
18 Ceuta;Acumulado en lo que va de año;2017SM20;224
18 Ceuta;Acumulado en lo que va de año;2017SM19;216
18 Ceuta;Acumulado en lo que va de año;2017SM18;204
18 Ceuta;Acumulado en lo que va de año;2017SM17;196
18 Ceuta;Acumulado en lo que va de año;2017SM16;185
18 Ceuta;Acumulado en lo que va de año;2017SM15;170
18 Ceuta;Acumulado en lo que va de año;2017SM14;164
18 Ceuta;Acumulado en lo que va de año;2017SM13;154
18 Ceuta;Acumulado en lo que va de año;2017SM12;145
18 Ceuta;Acumulado en lo que va de año;2017SM11;137
18 Ceuta;Acumulado en lo que va de año;2017SM10;121
18 Ceuta;Acumulado en lo que va de año;2017SM09;110
18 Ceuta;Acumulado en lo que va de año;2017SM08;99
18 Ceuta;Acumulado en lo que va de año;2017SM07;86
18 Ceuta;Acumulado en lo que va de año;2017SM06;75
18 Ceuta;Acumulado en lo que va de año;2017SM05;65
18 Ceuta;Acumulado en lo que va de año;2017SM04;55
18 Ceuta;Acumulado en lo que va de año;2017SM03;46
18 Ceuta;Acumulado en lo que va de año;2017SM02;29
18 Ceuta;Acumulado en lo que va de año;2017SM01;17
18 Ceuta;Acumulado en lo que va de año;2016SM52;501
18 Ceuta;Acumulado en lo que va de año;2016SM51;487
18 Ceuta;Acumulado en lo que va de año;2016SM50;475
18 Ceuta;Acumulado en lo que va de año;2016SM49;465
18 Ceuta;Acumulado en lo que va de año;2016SM48;453
18 Ceuta;Acumulado en lo que va de año;2016SM47;443
18 Ceuta;Acumulado en lo que va de año;2016SM46;434
18 Ceuta;Acumulado en lo que va de año;2016SM45;426
18 Ceuta;Acumulado en lo que va de año;2016SM44;416
18 Ceuta;Acumulado en lo que va de año;2016SM43;411
18 Ceuta;Acumulado en lo que va de año;2016SM42;399
18 Ceuta;Acumulado en lo que va de año;2016SM41;386
18 Ceuta;Acumulado en lo que va de año;2016SM40;378
18 Ceuta;Acumulado en lo que va de año;2016SM39;373
18 Ceuta;Acumulado en lo que va de año;2016SM38;367
18 Ceuta;Acumulado en lo que va de año;2016SM37;360
18 Ceuta;Acumulado en lo que va de año;2016SM36;354
18 Ceuta;Acumulado en lo que va de año;2016SM35;345
18 Ceuta;Acumulado en lo que va de año;2016SM34;333
18 Ceuta;Acumulado en lo que va de año;2016SM33;325
18 Ceuta;Acumulado en lo que va de año;2016SM32;320
18 Ceuta;Acumulado en lo que va de año;2016SM31;311
18 Ceuta;Acumulado en lo que va de año;2016SM30;293
18 Ceuta;Acumulado en lo que va de año;2016SM29;283
18 Ceuta;Acumulado en lo que va de año;2016SM28;272
18 Ceuta;Acumulado en lo que va de año;2016SM27;265
18 Ceuta;Acumulado en lo que va de año;2016SM26;254
18 Ceuta;Acumulado en lo que va de año;2016SM25;245
18 Ceuta;Acumulado en lo que va de año;2016SM24;233
18 Ceuta;Acumulado en lo que va de año;2016SM23;221
18 Ceuta;Acumulado en lo que va de año;2016SM22;213
18 Ceuta;Acumulado en lo que va de año;2016SM21;204
18 Ceuta;Acumulado en lo que va de año;2016SM20;196
18 Ceuta;Acumulado en lo que va de año;2016SM19;188
18 Ceuta;Acumulado en lo que va de año;2016SM18;177
18 Ceuta;Acumulado en lo que va de año;2016SM17;171
18 Ceuta;Acumulado en lo que va de año;2016SM16;164
18 Ceuta;Acumulado en lo que va de año;2016SM15;156
18 Ceuta;Acumulado en lo que va de año;2016SM14;144
18 Ceuta;Acumulado en lo que va de año;2016SM13;140
18 Ceuta;Acumulado en lo que va de año;2016SM12;134
18 Ceuta;Acumulado en lo que va de año;2016SM11;127
18 Ceuta;Acumulado en lo que va de año;2016SM10;118
18 Ceuta;Acumulado en lo que va de año;2016SM09;104
18 Ceuta;Acumulado en lo que va de año;2016SM08;91
18 Ceuta;Acumulado en lo que va de año;2016SM07;80
18 Ceuta;Acumulado en lo que va de año;2016SM06;66
18 Ceuta;Acumulado en lo que va de año;2016SM05;54
18 Ceuta;Acumulado en lo que va de año;2016SM04;42
18 Ceuta;Acumulado en lo que va de año;2016SM03;26
18 Ceuta;Acumulado en lo que va de año;2016SM02;16
18 Ceuta;Acumulado en lo que va de año;2016SM01;9
18 Ceuta;Acumulado en lo que va de año;2015SM53;516
18 Ceuta;Acumulado en lo que va de año;2015SM52;502
18 Ceuta;Acumulado en lo que va de año;2015SM51;486
18 Ceuta;Acumulado en lo que va de año;2015SM50;473
18 Ceuta;Acumulado en lo que va de año;2015SM49;462
18 Ceuta;Acumulado en lo que va de año;2015SM48;449
18 Ceuta;Acumulado en lo que va de año;2015SM47;442
18 Ceuta;Acumulado en lo que va de año;2015SM46;432
18 Ceuta;Acumulado en lo que va de año;2015SM45;421
18 Ceuta;Acumulado en lo que va de año;2015SM44;414
18 Ceuta;Acumulado en lo que va de año;2015SM43;407
18 Ceuta;Acumulado en lo que va de año;2015SM42;396
18 Ceuta;Acumulado en lo que va de año;2015SM41;387
18 Ceuta;Acumulado en lo que va de año;2015SM40;378
18 Ceuta;Acumulado en lo que va de año;2015SM39;371
18 Ceuta;Acumulado en lo que va de año;2015SM38;360
18 Ceuta;Acumulado en lo que va de año;2015SM37;356
18 Ceuta;Acumulado en lo que va de año;2015SM36;348
18 Ceuta;Acumulado en lo que va de año;2015SM35;338
18 Ceuta;Acumulado en lo que va de año;2015SM34;330
18 Ceuta;Acumulado en lo que va de año;2015SM33;322
18 Ceuta;Acumulado en lo que va de año;2015SM32;309
18 Ceuta;Acumulado en lo que va de año;2015SM31;301
