Provincias;Sexo;Periodo;Total
47 Valladolid;Hombres;1997;2.152
47 Valladolid;Hombres;1996;2.135
47 Valladolid;Hombres;1995;2.156
47 Valladolid;Hombres;1994;2.058
47 Valladolid;Hombres;1993;2.033
47 Valladolid;Hombres;1992;2.053
47 Valladolid;Hombres;1991;2.004
47 Valladolid;Hombres;1990;1.863
47 Valladolid;Hombres;1989;1.880
47 Valladolid;Hombres;1988;1.838
47 Valladolid;Hombres;1987;1.756
47 Valladolid;Hombres;1986;1.635
47 Valladolid;Hombres;1985;1.711
47 Valladolid;Hombres;1984;1.641
47 Valladolid;Hombres;1983;1.557
47 Valladolid;Hombres;1982;1.445
47 Valladolid;Hombres;1981;1.527
47 Valladolid;Hombres;1980;1.573
47 Valladolid;Hombres;1979;1.570
47 Valladolid;Hombres;1978;1.666
47 Valladolid;Hombres;1977;1.780
47 Valladolid;Hombres;1976;1.795
47 Valladolid;Hombres;1975;1.692
47 Valladolid;Mujeres;2018;2.565
47 Valladolid;Mujeres;2017;2.472
47 Valladolid;Mujeres;2016;2.395
47 Valladolid;Mujeres;2015;2.580
47 Valladolid;Mujeres;2014;2.250
47 Valladolid;Mujeres;2013;2.259
47 Valladolid;Mujeres;2012;2.324
47 Valladolid;Mujeres;2011;2.203
47 Valladolid;Mujeres;2010;2.228
47 Valladolid;Mujeres;2009;2.319
47 Valladolid;Mujeres;2008;2.253
47 Valladolid;Mujeres;2007;2.153
47 Valladolid;Mujeres;2006;2.149
47 Valladolid;Mujeres;2005;2.235
47 Valladolid;Mujeres;2004;2.117
47 Valladolid;Mujeres;2003;2.109
47 Valladolid;Mujeres;2002;2.092
47 Valladolid;Mujeres;2001;1.955
47 Valladolid;Mujeres;2000;1.992
47 Valladolid;Mujeres;1999;1.968
47 Valladolid;Mujeres;1998;1.992
47 Valladolid;Mujeres;1997;1.897
47 Valladolid;Mujeres;1996;1.905
47 Valladolid;Mujeres;1995;1.859
47 Valladolid;Mujeres;1994;1.828
47 Valladolid;Mujeres;1993;1.846
47 Valladolid;Mujeres;1992;1.777
47 Valladolid;Mujeres;1991;1.864
47 Valladolid;Mujeres;1990;1.773
47 Valladolid;Mujeres;1989;1.658
47 Valladolid;Mujeres;1988;1.672
47 Valladolid;Mujeres;1987;1.644
47 Valladolid;Mujeres;1986;1.506
47 Valladolid;Mujeres;1985;1.479
47 Valladolid;Mujeres;1984;1.434
47 Valladolid;Mujeres;1983;1.413
47 Valladolid;Mujeres;1982;1.347
47 Valladolid;Mujeres;1981;1.320
47 Valladolid;Mujeres;1980;1.337
47 Valladolid;Mujeres;1979;1.416
47 Valladolid;Mujeres;1978;1.502
47 Valladolid;Mujeres;1977;1.509
47 Valladolid;Mujeres;1976;1.516
47 Valladolid;Mujeres;1975;1.507
49 Zamora;Total;2018;2.749
49 Zamora;Total;2017;2.697
49 Zamora;Total;2016;2.821
49 Zamora;Total;2015;2.747
49 Zamora;Total;2014;2.644
49 Zamora;Total;2013;2.686
49 Zamora;Total;2012;2.682
49 Zamora;Total;2011;2.519
49 Zamora;Total;2010;2.505
49 Zamora;Total;2009;2.585
49 Zamora;Total;2008;2.620
49 Zamora;Total;2007;2.588
49 Zamora;Total;2006;2.441
49 Zamora;Total;2005;2.604
49 Zamora;Total;2004;2.466
49 Zamora;Total;2003;2.615
49 Zamora;Total;2002;2.610
49 Zamora;Total;2001;2.433
49 Zamora;Total;2000;2.487
49 Zamora;Total;1999;2.677
49 Zamora;Total;1998;2.476
49 Zamora;Total;1997;2.438
49 Zamora;Total;1996;2.474
49 Zamora;Total;1995;2.490
49 Zamora;Total;1994;2.441
49 Zamora;Total;1993;2.407
49 Zamora;Total;1992;2.562
49 Zamora;Total;1991;2.544
49 Zamora;Total;1990;2.561
49 Zamora;Total;1989;2.354
49 Zamora;Total;1988;2.373
49 Zamora;Total;1987;2.255
49 Zamora;Total;1986;2.371
49 Zamora;Total;1985;2.481
49 Zamora;Total;1984;2.370
49 Zamora;Total;1983;2.470
49 Zamora;Total;1982;2.220
49 Zamora;Total;1981;2.399
49 Zamora;Total;1980;2.281
49 Zamora;Total;1979;2.266
49 Zamora;Total;1978;2.423
49 Zamora;Total;1977;2.423
49 Zamora;Total;1976;2.381
49 Zamora;Total;1975;2.466
49 Zamora;Hombres;2018;1.434
49 Zamora;Hombres;2017;1.395
49 Zamora;Hombres;2016;1.413
49 Zamora;Hombres;2015;1.390
49 Zamora;Hombres;2014;1.316
49 Zamora;Hombres;2013;1.383
49 Zamora;Hombres;2012;1.376
49 Zamora;Hombres;2011;1.290
49 Zamora;Hombres;2010;1.325
49 Zamora;Hombres;2009;1.342
49 Zamora;Hombres;2008;1.340
49 Zamora;Hombres;2007;1.341
49 Zamora;Hombres;2006;1.260
49 Zamora;Hombres;2005;1.363
49 Zamora;Hombres;2004;1.272
49 Zamora;Hombres;2003;1.337
49 Zamora;Hombres;2002;1.303
49 Zamora;Hombres;2001;1.260
49 Zamora;Hombres;2000;1.280
49 Zamora;Hombres;1999;1.435
49 Zamora;Hombres;1998;1.295
49 Zamora;Hombres;1997;1.251
49 Zamora;Hombres;1996;1.210
49 Zamora;Hombres;1995;1.308
49 Zamora;Hombres;1994;1.230
49 Zamora;Hombres;1993;1.231
49 Zamora;Hombres;1992;1.332
49 Zamora;Hombres;1991;1.347
49 Zamora;Hombres;1990;1.328
49 Zamora;Hombres;1989;1.212
49 Zamora;Hombres;1988;1.227
49 Zamora;Hombres;1987;1.189
49 Zamora;Hombres;1986;1.185
49 Zamora;Hombres;1985;1.298
49 Zamora;Hombres;1984;1.228
49 Zamora;Hombres;1983;1.309
49 Zamora;Hombres;1982;1.139
49 Zamora;Hombres;1981;1.216
49 Zamora;Hombres;1980;1.207
49 Zamora;Hombres;1979;1.204
49 Zamora;Hombres;1978;1.237
49 Zamora;Hombres;1977;1.264
49 Zamora;Hombres;1976;1.233
49 Zamora;Hombres;1975;1.294
49 Zamora;Mujeres;2018;1.315
49 Zamora;Mujeres;2017;1.302
49 Zamora;Mujeres;2016;1.408
49 Zamora;Mujeres;2015;1.357
49 Zamora;Mujeres;2014;1.328
49 Zamora;Mujeres;2013;1.303
49 Zamora;Mujeres;2012;1.306
49 Zamora;Mujeres;2011;1.229
49 Zamora;Mujeres;2010;1.180
49 Zamora;Mujeres;2009;1.243
49 Zamora;Mujeres;2008;1.280
49 Zamora;Mujeres;2007;1.247
49 Zamora;Mujeres;2006;1.181
49 Zamora;Mujeres;2005;1.241
49 Zamora;Mujeres;2004;1.194
49 Zamora;Mujeres;2003;1.278
49 Zamora;Mujeres;2002;1.307
49 Zamora;Mujeres;2001;1.173
49 Zamora;Mujeres;2000;1.207
49 Zamora;Mujeres;1999;1.242
49 Zamora;Mujeres;1998;1.181
49 Zamora;Mujeres;1997;1.187
49 Zamora;Mujeres;1996;1.264
49 Zamora;Mujeres;1995;1.182
49 Zamora;Mujeres;1994;1.211
49 Zamora;Mujeres;1993;1.176
49 Zamora;Mujeres;1992;1.230
49 Zamora;Mujeres;1991;1.197
49 Zamora;Mujeres;1990;1.233
49 Zamora;Mujeres;1989;1.142
49 Zamora;Mujeres;1988;1.146
49 Zamora;Mujeres;1987;1.066
49 Zamora;Mujeres;1986;1.186
49 Zamora;Mujeres;1985;1.183
49 Zamora;Mujeres;1984;1.142
49 Zamora;Mujeres;1983;1.161
49 Zamora;Mujeres;1982;1.081
49 Zamora;Mujeres;1981;1.183
49 Zamora;Mujeres;1980;1.074
49 Zamora;Mujeres;1979;1.062
49 Zamora;Mujeres;1978;1.186
49 Zamora;Mujeres;1977;1.159
49 Zamora;Mujeres;1976;1.148
49 Zamora;Mujeres;1975;1.172
50 Zaragoza;Total;2018;9.756
50 Zaragoza;Total;2017;9.905
50 Zaragoza;Total;2016;9.323
50 Zaragoza;Total;2015;9.833
50 Zaragoza;Total;2014;9.556
50 Zaragoza;Total;2013;9.232
50 Zaragoza;Total;2012;9.452
50 Zaragoza;Total;2011;9.360
50 Zaragoza;Total;2010;9.019
50 Zaragoza;Total;2009;9.075
50 Zaragoza;Total;2008;9.271
50 Zaragoza;Total;2007;9.200
50 Zaragoza;Total;2006;8.883
50 Zaragoza;Total;2005;9.361
50 Zaragoza;Total;2004;9.097
50 Zaragoza;Total;2003;9.387
50 Zaragoza;Total;2002;8.810
50 Zaragoza;Total;2001;8.697
50 Zaragoza;Total;2000;8.548
50 Zaragoza;Total;1999;9.135
50 Zaragoza;Total;1998;8.758
50 Zaragoza;Total;1997;8.498
50 Zaragoza;Total;1996;8.301
50 Zaragoza;Total;1995;8.366
50 Zaragoza;Total;1994;8.100
50 Zaragoza;Total;1993;8.277
50 Zaragoza;Total;1992;7.785
50 Zaragoza;Total;1991;8.102
50 Zaragoza;Total;1990;7.993
50 Zaragoza;Total;1989;7.890
50 Zaragoza;Total;1988;7.605
50 Zaragoza;Total;1987;7.396
50 Zaragoza;Total;1986;7.572
50 Zaragoza;Total;1985;7.616
50 Zaragoza;Total;1984;7.270
50 Zaragoza;Total;1983;6.969
50 Zaragoza;Total;1982;6.673
50 Zaragoza;Total;1981;6.706
50 Zaragoza;Total;1980;6.714
50 Zaragoza;Total;1979;6.776
50 Zaragoza;Total;1978;6.919
50 Zaragoza;Total;1977;6.897
50 Zaragoza;Total;1976;6.928
50 Zaragoza;Total;1975;7.151
50 Zaragoza;Hombres;2018;4.873
50 Zaragoza;Hombres;2017;4.922
50 Zaragoza;Hombres;2016;4.777
50 Zaragoza;Hombres;2015;4.967
50 Zaragoza;Hombres;2014;4.799
50 Zaragoza;Hombres;2013;4.705
50 Zaragoza;Hombres;2012;4.711
50 Zaragoza;Hombres;2011;4.762
50 Zaragoza;Hombres;2010;4.646
50 Zaragoza;Hombres;2009;4.677
50 Zaragoza;Hombres;2008;4.698
50 Zaragoza;Hombres;2007;4.838
50 Zaragoza;Hombres;2006;4.553
50 Zaragoza;Hombres;2005;4.731
50 Zaragoza;Hombres;2004;4.805
50 Zaragoza;Hombres;2003;4.777
50 Zaragoza;Hombres;2002;4.527
50 Zaragoza;Hombres;2001;4.533
50 Zaragoza;Hombres;2000;4.540
50 Zaragoza;Hombres;1999;4.807
50 Zaragoza;Hombres;1998;4.566
50 Zaragoza;Hombres;1997;4.481
50 Zaragoza;Hombres;1996;4.412
50 Zaragoza;Hombres;1995;4.436
50 Zaragoza;Hombres;1994;4.263
50 Zaragoza;Hombres;1993;4.439
50 Zaragoza;Hombres;1992;4.136
50 Zaragoza;Hombres;1991;4.213
50 Zaragoza;Hombres;1990;4.226
50 Zaragoza;Hombres;1989;4.230
50 Zaragoza;Hombres;1988;3.968
50 Zaragoza;Hombres;1987;3.863
50 Zaragoza;Hombres;1986;3.944
50 Zaragoza;Hombres;1985;4.035
50 Zaragoza;Hombres;1984;3.846
50 Zaragoza;Hombres;1983;3.626
50 Zaragoza;Hombres;1982;3.504
50 Zaragoza;Hombres;1981;3.571
50 Zaragoza;Hombres;1980;3.589
50 Zaragoza;Hombres;1979;3.624
50 Zaragoza;Hombres;1978;3.685
50 Zaragoza;Hombres;1977;3.604
50 Zaragoza;Hombres;1976;3.631
50 Zaragoza;Hombres;1975;3.882
50 Zaragoza;Mujeres;2018;4.883
50 Zaragoza;Mujeres;2017;4.983
50 Zaragoza;Mujeres;2016;4.546
50 Zaragoza;Mujeres;2015;4.866
50 Zaragoza;Mujeres;2014;4.757
50 Zaragoza;Mujeres;2013;4.527
50 Zaragoza;Mujeres;2012;4.741
50 Zaragoza;Mujeres;2011;4.598
50 Zaragoza;Mujeres;2010;4.373
50 Zaragoza;Mujeres;2009;4.398
50 Zaragoza;Mujeres;2008;4.573
50 Zaragoza;Mujeres;2007;4.362
50 Zaragoza;Mujeres;2006;4.330
50 Zaragoza;Mujeres;2005;4.630
50 Zaragoza;Mujeres;2004;4.292
50 Zaragoza;Mujeres;2003;4.610
50 Zaragoza;Mujeres;2002;4.283
50 Zaragoza;Mujeres;2001;4.164
50 Zaragoza;Mujeres;2000;4.008
50 Zaragoza;Mujeres;1999;4.328
50 Zaragoza;Mujeres;1998;4.192
50 Zaragoza;Mujeres;1997;4.017
50 Zaragoza;Mujeres;1996;3.889
50 Zaragoza;Mujeres;1995;3.930
50 Zaragoza;Mujeres;1994;3.837
50 Zaragoza;Mujeres;1993;3.838
50 Zaragoza;Mujeres;1992;3.649
50 Zaragoza;Mujeres;1991;3.889
50 Zaragoza;Mujeres;1990;3.767
50 Zaragoza;Mujeres;1989;3.660
50 Zaragoza;Mujeres;1988;3.637
50 Zaragoza;Mujeres;1987;3.533
50 Zaragoza;Mujeres;1986;3.628
50 Zaragoza;Mujeres;1985;3.581
50 Zaragoza;Mujeres;1984;3.424
50 Zaragoza;Mujeres;1983;3.343
50 Zaragoza;Mujeres;1982;3.169
50 Zaragoza;Mujeres;1981;3.135
50 Zaragoza;Mujeres;1980;3.125
50 Zaragoza;Mujeres;1979;3.152
50 Zaragoza;Mujeres;1978;3.234
50 Zaragoza;Mujeres;1977;3.293
50 Zaragoza;Mujeres;1976;3.297
50 Zaragoza;Mujeres;1975;3.269
51 Ceuta;Total;2018;535
51 Ceuta;Total;2017;560
51 Ceuta;Total;2016;508
51 Ceuta;Total;2015;504
51 Ceuta;Total;2014;509
51 Ceuta;Total;2013;531
51 Ceuta;Total;2012;487
51 Ceuta;Total;2011;515
51 Ceuta;Total;2010;536
51 Ceuta;Total;2009;550
51 Ceuta;Total;2008;497
51 Ceuta;Total;2007;537
51 Ceuta;Total;2006;479
51 Ceuta;Total;2005;497
51 Ceuta;Total;2004;491
51 Ceuta;Total;2003;495
51 Ceuta;Total;2002;509
51 Ceuta;Total;2001;457
51 Ceuta;Total;2000;451
51 Ceuta;Total;1999;497
51 Ceuta;Total;1998;526
51 Ceuta;Total;1997;496
51 Ceuta;Total;1996;513
51 Ceuta;Total;1995;451
51 Ceuta;Total;1994;475
51 Ceuta;Total;1993;456
51 Ceuta;Total;1992;460
51 Ceuta;Total;1991;487
51 Ceuta;Total;1990;502
51 Ceuta;Total;1989;491
51 Ceuta;Total;1988;445
51 Ceuta;Total;1987;435
51 Ceuta;Total;1986;470
51 Ceuta;Total;1985;491
51 Ceuta;Total;1984;447
51 Ceuta;Total;1983;443
51 Ceuta;Total;1982;499
51 Ceuta;Total;1981;479
51 Ceuta;Total;1980;510
51 Ceuta;Total;1979;526
51 Ceuta;Total;1978;518
51 Ceuta;Total;1977;471
51 Ceuta;Total;1976;515
51 Ceuta;Total;1975;474
51 Ceuta;Hombres;2018;270
51 Ceuta;Hombres;2017;307
51 Ceuta;Hombres;2016;265
51 Ceuta;Hombres;2015;282
51 Ceuta;Hombres;2014;275
51 Ceuta;Hombres;2013;283
51 Ceuta;Hombres;2012;244
51 Ceuta;Hombres;2011;268
51 Ceuta;Hombres;2010;295
51 Ceuta;Hombres;2009;290
51 Ceuta;Hombres;2008;253
51 Ceuta;Hombres;2007;278
51 Ceuta;Hombres;2006;254
51 Ceuta;Hombres;2005;255
51 Ceuta;Hombres;2004;272
51 Ceuta;Hombres;2003;257
51 Ceuta;Hombres;2002;269
51 Ceuta;Hombres;2001;244
51 Ceuta;Hombres;2000;231
51 Ceuta;Hombres;1999;272
51 Ceuta;Hombres;1998;267
51 Ceuta;Hombres;1997;275
51 Ceuta;Hombres;1996;258
51 Ceuta;Hombres;1995;239
51 Ceuta;Hombres;1994;235
51 Ceuta;Hombres;1993;249
51 Ceuta;Hombres;1992;253
51 Ceuta;Hombres;1991;260
51 Ceuta;Hombres;1990;287
51 Ceuta;Hombres;1989;251
51 Ceuta;Hombres;1988;240
51 Ceuta;Hombres;1987;264
51 Ceuta;Hombres;1986;263
51 Ceuta;Hombres;1985;229
51 Ceuta;Hombres;1984;253
51 Ceuta;Hombres;1983;214
51 Ceuta;Hombres;1982;245
51 Ceuta;Hombres;1981;247
51 Ceuta;Hombres;1980;271
51 Ceuta;Hombres;1979;278
51 Ceuta;Hombres;1978;296
51 Ceuta;Hombres;1977;252
51 Ceuta;Hombres;1976;264
51 Ceuta;Hombres;1975;258
51 Ceuta;Mujeres;2018;265
51 Ceuta;Mujeres;2017;253
51 Ceuta;Mujeres;2016;243
51 Ceuta;Mujeres;2015;222
51 Ceuta;Mujeres;2014;234
51 Ceuta;Mujeres;2013;248
51 Ceuta;Mujeres;2012;243
51 Ceuta;Mujeres;2011;247
51 Ceuta;Mujeres;2010;241
51 Ceuta;Mujeres;2009;260
51 Ceuta;Mujeres;2008;244
51 Ceuta;Mujeres;2007;259
51 Ceuta;Mujeres;2006;225
51 Ceuta;Mujeres;2005;242
51 Ceuta;Mujeres;2004;219
51 Ceuta;Mujeres;2003;238
51 Ceuta;Mujeres;2002;240
51 Ceuta;Mujeres;2001;213
51 Ceuta;Mujeres;2000;220
51 Ceuta;Mujeres;1999;225
51 Ceuta;Mujeres;1998;259
51 Ceuta;Mujeres;1997;221
51 Ceuta;Mujeres;1996;255
51 Ceuta;Mujeres;1995;212
51 Ceuta;Mujeres;1994;240
51 Ceuta;Mujeres;1993;207
51 Ceuta;Mujeres;1992;207
51 Ceuta;Mujeres;1991;227
51 Ceuta;Mujeres;1990;215
51 Ceuta;Mujeres;1989;240
51 Ceuta;Mujeres;1988;205
51 Ceuta;Mujeres;1987;171
51 Ceuta;Mujeres;1986;207
51 Ceuta;Mujeres;1985;262
51 Ceuta;Mujeres;1984;194
51 Ceuta;Mujeres;1983;229
51 Ceuta;Mujeres;1982;254
51 Ceuta;Mujeres;1981;232
51 Ceuta;Mujeres;1980;239
51 Ceuta;Mujeres;1979;248
51 Ceuta;Mujeres;1978;222
51 Ceuta;Mujeres;1977;219
51 Ceuta;Mujeres;1976;251
51 Ceuta;Mujeres;1975;216
52 Melilla;Total;2018;516
52 Melilla;Total;2017;494
52 Melilla;Total;2016;486
52 Melilla;Total;2015;516
52 Melilla;Total;2014;485
52 Melilla;Total;2013;461
52 Melilla;Total;2012;471
52 Melilla;Total;2011;477
52 Melilla;Total;2010;407
52 Melilla;Total;2009;401
52 Melilla;Total;2008;455
52 Melilla;Total;2007;433
52 Melilla;Total;2006;454
52 Melilla;Total;2005;414
52 Melilla;Total;2004;455
52 Melilla;Total;2003;454
52 Melilla;Total;2002;446
52 Melilla;Total;2001;399
52 Melilla;Total;2000;425
52 Melilla;Total;1999;403
52 Melilla;Total;1998;450
52 Melilla;Total;1997;416
52 Melilla;Total;1996;390
52 Melilla;Total;1995;401
52 Melilla;Total;1994;431
52 Melilla;Total;1993;369
52 Melilla;Total;1992;323
52 Melilla;Total;1991;358
52 Melilla;Total;1990;371
52 Melilla;Total;1989;395
52 Melilla;Total;1988;419
52 Melilla;Total;1987;347
52 Melilla;Total;1986;376
52 Melilla;Total;1985;376
52 Melilla;Total;1984;381
52 Melilla;Total;1983;359
52 Melilla;Total;1982;388
52 Melilla;Total;1981;353
52 Melilla;Total;1980;382
52 Melilla;Total;1979;415
52 Melilla;Total;1978;427
52 Melilla;Total;1977;370
52 Melilla;Total;1976;391
52 Melilla;Total;1975;415
52 Melilla;Hombres;2018;252
52 Melilla;Hombres;2017;243
52 Melilla;Hombres;2016;245
52 Melilla;Hombres;2015;241
52 Melilla;Hombres;2014;258
52 Melilla;Hombres;2013;231
52 Melilla;Hombres;2012;238
52 Melilla;Hombres;2011;247
52 Melilla;Hombres;2010;213
52 Melilla;Hombres;2009;212
52 Melilla;Hombres;2008;252
52 Melilla;Hombres;2007;212
52 Melilla;Hombres;2006;231
52 Melilla;Hombres;2005;206
52 Melilla;Hombres;2004;218
52 Melilla;Hombres;2003;234
52 Melilla;Hombres;2002;231
52 Melilla;Hombres;2001;228
52 Melilla;Hombres;2000;234
52 Melilla;Hombres;1999;238
52 Melilla;Hombres;1998;233
52 Melilla;Hombres;1997;229
52 Melilla;Hombres;1996;210
52 Melilla;Hombres;1995;202
52 Melilla;Hombres;1994;230
52 Melilla;Hombres;1993;211
52 Melilla;Hombres;1992;169
52 Melilla;Hombres;1991;175
52 Melilla;Hombres;1990;182
52 Melilla;Hombres;1989;215
52 Melilla;Hombres;1988;238
52 Melilla;Hombres;1987;196
52 Melilla;Hombres;1986;200
52 Melilla;Hombres;1985;202
52 Melilla;Hombres;1984;201
52 Melilla;Hombres;1983;173
52 Melilla;Hombres;1982;209
52 Melilla;Hombres;1981;186
52 Melilla;Hombres;1980;200
52 Melilla;Hombres;1979;214
52 Melilla;Hombres;1978;212
52 Melilla;Hombres;1977;186
52 Melilla;Hombres;1976;205
52 Melilla;Hombres;1975;232
52 Melilla;Mujeres;2018;264
52 Melilla;Mujeres;2017;251
52 Melilla;Mujeres;2016;241
52 Melilla;Mujeres;2015;275
52 Melilla;Mujeres;2014;227
52 Melilla;Mujeres;2013;230
52 Melilla;Mujeres;2012;233
52 Melilla;Mujeres;2011;230
52 Melilla;Mujeres;2010;194
52 Melilla;Mujeres;2009;189
52 Melilla;Mujeres;2008;203
52 Melilla;Mujeres;2007;221
52 Melilla;Mujeres;2006;223
52 Melilla;Mujeres;2005;208
52 Melilla;Mujeres;2004;237
52 Melilla;Mujeres;2003;220
52 Melilla;Mujeres;2002;215
52 Melilla;Mujeres;2001;171
52 Melilla;Mujeres;2000;191
52 Melilla;Mujeres;1999;165
52 Melilla;Mujeres;1998;217
52 Melilla;Mujeres;1997;187
52 Melilla;Mujeres;1996;180
52 Melilla;Mujeres;1995;199
52 Melilla;Mujeres;1994;201
52 Melilla;Mujeres;1993;158
52 Melilla;Mujeres;1992;154
52 Melilla;Mujeres;1991;183
52 Melilla;Mujeres;1990;189
52 Melilla;Mujeres;1989;180
52 Melilla;Mujeres;1988;181
52 Melilla;Mujeres;1987;151
52 Melilla;Mujeres;1986;176
52 Melilla;Mujeres;1985;174
52 Melilla;Mujeres;1984;180
52 Melilla;Mujeres;1983;186
52 Melilla;Mujeres;1982;179
52 Melilla;Mujeres;1981;167
52 Melilla;Mujeres;1980;182
52 Melilla;Mujeres;1979;201
52 Melilla;Mujeres;1978;215
52 Melilla;Mujeres;1977;184
52 Melilla;Mujeres;1976;186
52 Melilla;Mujeres;1975;183
Extranjero;Total;2018;2.568
Extranjero;Total;2017;2.486
Extranjero;Total;2016;2.380
Extranjero;Total;2015;2.160
Extranjero;Total;2014;2.096
Extranjero;Total;2013;1.819
Extranjero;Total;2012;1.828
Extranjero;Total;2011;1.894
Extranjero;Total;2010;1.813
Extranjero;Total;2009;1.724
Extranjero;Total;2008;2.126
Extranjero;Total;2007;2.112
Extranjero;Total;2006;2.087
Extranjero;Total;2005;2.299
Extranjero;Total;2004;2.370
Extranjero;Total;2003;2.373
Extranjero;Total;2002;2.572
Extranjero;Total;2001;2.551
Extranjero;Total;2000;2.603
Extranjero;Total;1999;2.649
Extranjero;Total;1998;2.561
Extranjero;Total;1997;2.361
Extranjero;Total;1996;2.267
Extranjero;Total;1995;2.284
Extranjero;Total;1994;2.001
Extranjero;Total;1993;1.424
Extranjero;Total;1992;1.395
Extranjero;Total;1991;1.262
Extranjero;Total;1990;1.335
Extranjero;Total;1989;1.552
Extranjero;Total;1988;1.822
Extranjero;Total;1987;2.052
Extranjero;Total;1986;1.636
Extranjero;Total;1985;651
Extranjero;Total;1984;1.206
Extranjero;Total;1983;1.126
Extranjero;Total;1982;981
Extranjero;Total;1981;764
Extranjero;Total;1980;918
Extranjero;Total;1979;843
Extranjero;Total;1978;1.209
Extranjero;Total;1977;878
Extranjero;Total;1976;788
Extranjero;Total;1975;856
Extranjero;Hombres;2018;1.771
Extranjero;Hombres;2017;1.710
Extranjero;Hombres;2016;1.647
Extranjero;Hombres;2015;1.462
Extranjero;Hombres;2014;1.457
Extranjero;Hombres;2013;1.281
Extranjero;Hombres;2012;1.270
Extranjero;Hombres;2011;1.326
Extranjero;Hombres;2010;1.289
Extranjero;Hombres;2009;1.194
Extranjero;Hombres;2008;1.532
Extranjero;Hombres;2007;1.484
Extranjero;Hombres;2006;1.441
Extranjero;Hombres;2005;1.607
Extranjero;Hombres;2004;1.663
Extranjero;Hombres;2003;1.651
Extranjero;Hombres;2002;1.759
Extranjero;Hombres;2001;1.809
Extranjero;Hombres;2000;1.794
Extranjero;Hombres;1999;1.838
Extranjero;Hombres;1998;1.797
Extranjero;Hombres;1997;1.644
Extranjero;Hombres;1996;1.579
Extranjero;Hombres;1995;1.641
Extranjero;Hombres;1994;1.429
Extranjero;Hombres;1993;1.007
Extranjero;Hombres;1992;1.012
Extranjero;Hombres;1991;912
Extranjero;Hombres;1990;964
Extranjero;Hombres;1989;1.109
Extranjero;Hombres;1988;1.307
Extranjero;Hombres;1987;1.494
Extranjero;Hombres;1986;1.165
Extranjero;Hombres;1985;469
Extranjero;Hombres;1984;872
Extranjero;Hombres;1983;838
Extranjero;Hombres;1982;708
Extranjero;Hombres;1981;547
Extranjero;Hombres;1980;654
Extranjero;Hombres;1979;600
Extranjero;Hombres;1978;827
Extranjero;Hombres;1977;632
Extranjero;Hombres;1976;560
Extranjero;Hombres;1975;611
Extranjero;Mujeres;2018;797
Extranjero;Mujeres;2017;776
Extranjero;Mujeres;2016;733
Extranjero;Mujeres;2015;698
Extranjero;Mujeres;2014;639
Extranjero;Mujeres;2013;538
Extranjero;Mujeres;2012;558
Extranjero;Mujeres;2011;568
Extranjero;Mujeres;2010;524
Extranjero;Mujeres;2009;530
Extranjero;Mujeres;2008;594
Extranjero;Mujeres;2007;628
Extranjero;Mujeres;2006;646
Extranjero;Mujeres;2005;692
Extranjero;Mujeres;2004;707
Extranjero;Mujeres;2003;722
Extranjero;Mujeres;2002;813
Extranjero;Mujeres;2001;742
Extranjero;Mujeres;2000;809
Extranjero;Mujeres;1999;811
Extranjero;Mujeres;1998;764
Extranjero;Mujeres;1997;717
Extranjero;Mujeres;1996;688
Extranjero;Mujeres;1995;643
Extranjero;Mujeres;1994;572
Extranjero;Mujeres;1993;417
Extranjero;Mujeres;1992;383
Extranjero;Mujeres;1991;350
Extranjero;Mujeres;1990;371
Extranjero;Mujeres;1989;443
Extranjero;Mujeres;1988;515
Extranjero;Mujeres;1987;558
Extranjero;Mujeres;1986;471
Extranjero;Mujeres;1985;182
Extranjero;Mujeres;1984;334
Extranjero;Mujeres;1983;288
Extranjero;Mujeres;1982;273
